"priority";"fua_name";"app_name";"count";"ctry"
"Optical systems (general)";"Seoul";"Mintit Co Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Choi Yong Hak";1;"KR"
"Optical systems (general)";"Seoul";"Koo Youn Taek";1;"KR"
"Optical systems (general)";"Seoul";"Lee Ki Hwan";1;"KR"
"Optical systems (general)";"Seoul";"Ajou University Industry-Academic Cooperation Foun";1;"KR"
"Optical systems (general)";"Seoul";"Onyou Tech Co Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Youn Hee Joon";1;"KR"
"Optical systems (general)";"Seoul";"Shin Dong Gyun";1;"KR"
"Optical systems (general)";"Seoul";"Yehong Production Co Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Biolog Device Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Philmedi Co Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Lg Household&Health Care Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Higgskorea Co Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Hjc Corp";1;"KR"
"Optical systems (general)";"Seoul";"1drop Inc";1;"KR"
"Optical systems (general)";"Seoul";"Lee Haesung";1;"KR"
"Optical systems (general)";"Seoul";"Shinsegae I&C Co Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Uif (University Industry Foundation) Yonsei Unive";1;"KR"
"Optical systems (general)";"Seoul";"3d Medivision Inc";1;"KR"
"Optical systems (general)";"Seoul";"Kim Kijin";1;"KR"
"Optical systems (general)";"Seoul";"Kim Kwang Rae";1;"KR"
"Optical systems (general)";"Seoul";"Hancom Inc";1;"KR"
"Optical systems (general)";"Seoul";"Lim Cheol Soo";1;"KR"
"Optical systems (general)";"Seoul";"Lim A Reum";1;"KR"
"Optical systems (general)";"Seoul";"Lim Da Un";1;"KR"
"Optical systems (general)";"Seoul";"Lim Mi Lea";1;"KR"
"Optical systems (general)";"Seoul";"Hyundai Telecommunication Co Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Sun Il Inc";1;"KR"
"Optical systems (general)";"Seoul";"Shim Ickhan";1;"KR"
"Optical systems (general)";"Seoul";"Youjin Core Co Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Kim Dongwook";1;"KR"
"Optical systems (general)";"Seoul";"Han Chan Hee";1;"KR"
"Optical systems (general)";"Seoul";"Sehwa Motor Co Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Ecell Electronics Co Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Jd-Media Co Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Mobile Appliance Inc";1;"KR"
"Optical systems (general)";"Seoul";"Daeho C&C Co Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Han Seung Woo";1;"KR"
"Optical systems (general)";"Seoul";"Plk Technologies Co Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Hanmi Healthcare Inc";1;"KR"
"Optical systems (general)";"Seoul";"Yoon Jayoung";1;"KR"
"Optical systems (general)";"Seoul";"Kim Gyoung Su";1;"KR"
"Optical systems (general)";"Seoul";"Beat Corp Co Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Lee Seung Jin";1;"KR"
"Optical systems (general)";"Seoul";"Park Se Ho";1;"KR"
"Optical systems (general)";"Seoul";"Roboteer Inc";1;"KR"
"Optical systems (general)";"Seoul";"Kim Gibong";1;"KR"
"Optical systems (general)";"Seoul";"R Cube Co Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Image&Information Co Ltd";1;"KR"
"Optical systems (general)";"Seoul";"No Jun Hyung";1;"KR"
"Optical systems (general)";"Seoul";"Green Information&Communication Co Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Mujin Electronics Co Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Hydrosem";1;"KR"
"Optical systems (general)";"Seoul";"Han Eul";1;"KR"
"Optical systems (general)";"Seoul";"Unineteccorp";1;"KR"
"Optical systems (general)";"Seoul";"Korea Institute Of Civil Engineering And Building Technology";1;"KR"
"Optical systems (general)";"Seoul";"I-On Communications Co Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Nefs Co Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Nefs Home Co Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Lee Won-Sang";1;"KR"
"Optical systems (general)";"Seoul";"Lee Bong-Gyou";1;"KR"
"Optical systems (general)";"Seoul";"Udp Technology Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Neolab Convergence Inc";1;"KR"
"Optical systems (general)";"Seoul";"Konkuk University Industrial Cooperation Corporati";1;"KR"
"Optical systems (general)";"Seoul";"Intellivix Co Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Kim Hyoung-Woo";1;"KR"
"Optical systems (general)";"Seoul";"Ht Inc";1;"KR"
"Optical systems (general)";"Seoul";"Park Jun Ho";1;"KR"
"Optical systems (general)";"Seoul";"Hyunjooin-Tech Co Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Daeyeon Chemicals Co Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Namuga Co Ltd";1;"KR"
"Optical systems (general)";"Seoul";"Studios Macrograph Inc";1;"KR"
"Optical systems (general)";"Seoul";"Chung Ang University Industry Academic Cooperation";1;"KR"
"Holography";"Seoul";"Filink Co Ltd";1;"KR"
"Holography";"Seoul";"Digiwork Co Ltd";1;"KR"
"Holography";"Seoul";"Biosmart Corporation";1;"KR"
"Holography";"Seoul";"Choi Kyung Gun";1;"KR"
"Holography";"Seoul";"Isid Co Ltd";1;"KR"
"Holography";"Seoul";"Dilussion Inc";1;"KR"
"Holography";"Seoul";"Holotive Co Ltd";1;"KR"
"Holography";"Seoul";"Rmg Co Ltd";1;"KR"
"Holography";"Seoul";"University-Industry Cooperation Group Of Kyung Hee University";1;"KR"
"Holography";"Seoul";"3d Factory Co Ltd";1;"KR"
"Holography";"Seoul";"Isendo Co Ltd";1;"KR"
"Holography";"Seoul";"Sk Telecom Co Ltd";1;"KR"
"Holography";"Seoul";"Bibimble";1;"KR"
"Holography";"Seoul";"Yunam Optics Inc";1;"KR"
"Holography";"Seoul";"You Jae Hee";1;"KR"
"Holography";"Seoul";"Optis Co Ltd";1;"KR"
"Holography";"Seoul";"Lee Jae Hwan";1;"KR"
"Holography";"Seoul";"Panacea Corp";1;"KR"
"Holography";"Seoul";"Symphony Imaging Co Ltd";1;"KR"
"Holography";"Seoul";"Industry Academy Cooperation Foundation Of Sejong";1;"KR"
"Holography";"Seoul";"1thefull Platform Limited";1;"KR"
"Holography";"Seoul";"Seoul National University Of Technology Center For";1;"KR"
"Holography";"Seoul";"Kim Dong Wook";1;"KR"
"Holography";"Seoul";"Cellbig";1;"KR"
"Holography";"Seoul";"Seoul National University R&Db Foundation";1;"KR"
"Screen displays (vehicules)";"Seoul";"Korea Electronics Technology Institute";1;"KR"
"Screen displays (vehicules)";"Seoul";"Ls Automotive Technologies Co Ltd";1;"KR"
"Screen displays (vehicules)";"Seoul";"Lee So Ra";1;"KR"
"Screen displays (vehicules)";"Seoul";"Korea Constech Co Ltd";1;"KR"
"Screen displays (vehicules)";"Seoul";"Mobase Electronics Co Ltd";1;"KR"
"Screen displays (vehicules)";"Seoul";"Sim Woo Jin";1;"KR"
"Screen displays (vehicules)";"Seoul";"Ssangyong Motor Company";1;"KR"
"Screen displays (vehicules)";"Seoul";"Jj Corp";1;"KR"
"Screen displays (vehicules)";"Seoul";"Sekonix Co Ltd";1;"KR"
"Screen displays (vehicules)";"Seoul";"Kim Pil Jae";1;"KR"
"Screen displays (vehicules)";"Seoul";"Mando Corporation";1;"KR"
"Screen displays (vehicules)";"Seoul";"Daesung Eltec Co Ltd";1;"KR"
"Screen displays (vehicules)";"Seoul";"Yeo Chi Hong";1;"KR"
"Screen displays (vehicules)";"Seoul";"Sehwa Motor Co Ltd";1;"KR"
"Screen displays (vehicules)";"Seoul";"Lee Euisuk";1;"KR"
"Screen displays (vehicules)";"Seoul";"Meekyungtec Co Ltd";1;"KR"
"Screen displays (vehicules)";"Seoul";"Wise Automotive Corporation";1;"KR"
"Optical Components";"Seoul";"Industry-Academic Cooperation Foundation Yonsei U";1;"KR"
"Optical Components";"Seoul";"Yonsei University Industry Foundation (Yonsei Uif)";1;"KR"
"Optical Components";"Seoul";"Lc Square Co Ltd";1;"KR"
"Optical Components";"Seoul";"Hwang Seok Min";1;"KR"
"Optical Components";"Seoul";"Park Il Woo";1;"KR"
"Optical Components";"Seoul";"Leading Ui Co Ltd";1;"KR"
"Optical Components";"Seoul";"Han Sang-Hyun";1;"KR"
"Optical Components";"Seoul";"Ht Inc";1;"KR"
"Optical Components";"Seoul";"Dual Aperture International Co Ltd";1;"KR"
"Optical Components";"Seoul";"Silicon Display Technology";1;"KR"
"Optical Components";"Seoul";"Stratio";1;"KR"
"Optical Components";"Seoul";"Hanwha Techwin Co Ltd";1;"KR"
"Optical Components";"Seoul";"Choi Jin Woo";1;"KR"
"Optical Components";"Seoul";"Red Submarine Co Ltd";1;"KR"
"Optical Components";"Seoul";"Konkuk University Industrial Cooperation Corp";1;"KR"
"Optical Components";"Seoul";"Krecostarcoltd";1;"KR"
"Optical Components";"Seoul";"Naver Labs Corporation";1;"KR"
"Optical Components";"Seoul";"Btbl Co Ltd";1;"KR"
"Optical Components";"Seoul";"Cj Cgv Co Ltd";1;"KR"
"Optical Components";"Seoul";"Solar Luce Co Ltd";1;"KR"
"Optical Components";"Seoul";"Gaon Display Co Ltd";1;"KR"
"Optical Components";"Seoul";"Kim Jae Chul";1;"KR"
"Optical Components";"Seoul";"Ryujin Lab Inc";1;"KR"
"Optical Components";"Seoul";"Changsung Sheet Co Ltd";1;"KR"
"Optical Components";"Seoul";"Crucialtec Co Ltd";1;"KR"
"Optical Components";"Seoul";"Industry-Academic Cooperation Foundation Dankook University";1;"KR"
"Optical Components";"Seoul";"Ltc Co Ltd";1;"KR"
"Optical Components";"Seoul";"Park Seung Hwan";1;"KR"
"Optical Components";"Seoul";"Lee Dong Jun";1;"KR"
"Optical Components";"Seoul";"Uif (University Industry Foundation) Yonsei University";1;"KR"
"Optical Components";"Seoul";"Seloco Int Inc";1;"KR"
"Optical Components";"Seoul";"Song Chung Dam";1;"KR"
"Optical Components";"Seoul";"Inktec Co Ltd";1;"KR"
"Optical Components";"Seoul";"Sti Co Ltd";1;"KR"
"Optical Components";"Seoul";"Korea Polytechnic University Industry Academic Cooperation Foundation";1;"KR"
"Optical Components";"Seoul";"Soy Co Ltd";1;"KR"
"Optical Components";"Seoul";"Ledaz Co Ltd";1;"KR"
"Optical Components";"Seoul";"Amogreentech Co Ltd";1;"KR"
"Optical Components";"Seoul";"Protec Co Ltd";1;"KR"
"Optical Components";"Seoul";"Gsindustry Co Ltd";1;"KR"
"Optical Components";"Seoul";"Sangbo Corporation";1;"KR"
"Optical Components";"Seoul";"Bk Technology";1;"KR"
"Optical Components";"Seoul";"Hyun Sang Woo";1;"KR"
"Optical Components";"Seoul";"Mujin Electronics Co Ltd";1;"KR"
"Optical Components";"Seoul";"Nanosquare Co Ltd";1;"KR"
"Optical Components";"Seoul";"Glbtech Co Ltd";1;"KR"
"Optical Components";"Seoul";"Sukgyung At Co Ltd";1;"KR"
"Optical Components";"Seoul";"J-Tek Co Ltd";1;"KR"
"Optical Components";"Seoul";"Lumimicro Corp Ltd";1;"KR"
"Optical Components";"Seoul";"Dae Sung Engineering Co Ltd";1;"KR"
"Optical Components";"Seoul";"Inno Qd";1;"KR"
"Optical Components";"Seoul";"Woo Young Koan";1;"KR"
"Optical Components";"Seoul";"Korea Institute Of Science And Technology";1;"KR"
"Optical Components";"Seoul";"Kc Chemical Co Ltd";1;"KR"
"Optical Components";"Seoul";"Hyundai Fomex Co Ltd";1;"KR"
"Optical Components";"Seoul";"Hloptics";1;"KR"
"Optical Components";"Seoul";"Kim Huijung";1;"KR"
"Optical Components";"Seoul";"Joo Sungwon";1;"KR"
"Optical Components";"Seoul";"Manzeon Co Ltd";1;"KR"
"Optical Components";"Seoul";"Global Frontier Center For Multiscale Energy Syste";1;"KR"
"Optical Components";"Seoul";"Research Business Foundation Sungkyunkwan Univer";1;"KR"
"Optical Components";"Seoul";"Ewha University - Industry Collaboration Foundatio";1;"KR"
"Optical Components";"Seoul";"Oh Jee-Young";1;"KR"
"Optical Components";"Seoul";"The Goodsystem Corp";1;"KR"
"Optical Components";"Seoul";"Park Man Kum";1;"KR"
"Optical Components";"Seoul";"Jeong Boogie";1;"KR"
"Optical Components";"Seoul";"Hl Optics Co Ltd";1;"KR"
"Optical Components";"Seoul";"Amap-Plus Co Ltd";1;"KR"
"Optical Components";"Seoul";"Idc Korea Co Ltd";1;"KR"
"Optical Components";"Seoul";"Inno Qd Co Ltd";1;"KR"
"Optical Components";"Seoul";"Diflat Co Ltd";1;"KR"
"Optical Components";"Seoul";"Lipac Co Ltd";1;"KR"
"Optical Components";"Seoul";"Lotte Chemical Corporation";1;"KR"
"Optical Components";"Seoul";"Wavelord Co Ltd";1;"KR"
"Optical Components";"Seoul";"Polar&Co";1;"KR"
"Optical Components";"Seoul";"University-Industry Cooperation Group Of Kyung Hee";1;"KR"
"Optical Components";"Seoul";"Clap Co Ltd";1;"KR"
"Optical Components";"Seoul";"Ap Systems Inc";1;"KR"
"Optical Components";"Seoul";"Jk Research Co Ltd";1;"KR"
"Optical Components";"Seoul";"Jung Yoo Yeob";1;"KR"
"Optical Components";"Seoul";"Sunic System Ltd";1;"KR"
"Optical Components";"Seoul";"Foundation Of Soongsil University Industry Cooperation";1;"KR"
"Optical Components";"Seoul";"Jeong Mun Kyo";1;"KR"
"Optical Components";"Seoul";"Sk Chemicals Co Ltd";1;"KR"
"Optical Components";"Seoul";"Skc Co Ltd";1;"KR"
"Optical Components";"Seoul";"Kps Co Ltd";1;"KR"
"Optical Components";"Seoul";"Samyang Corporation";1;"KR"
"Optical Components";"Seoul";"Chang Yon";1;"KR"
"Optical Components";"Seoul";"Dm&T Co Ltd";1;"KR"
"Optical Components";"Seoul";"Kcc Corporation";1;"KR"
"Optical Components";"Seoul";"Lt Material Co Ltd";1;"KR"
"Optical Components";"Seoul";"Kukdo Chemical Co Ltd";1;"KR"
"Optical Components";"Seoul";"Cowindst Co Ltd";1;"KR"
"Optical Components";"Seoul";"Dms Co Ltd";1;"KR"
"Optical Components";"Seoul";"Ahn Bum Mo";1;"KR"
"Optical Components";"Seoul";"University-Industry Cooperation Group Of Kyunghee";1;"KR"
"Optical Components";"Seoul";"Capsystem";1;"KR"
"Optical Components";"Seoul";"Kps Corporation";1;"KR"
"Optical Components";"Seoul";"Power Cubesemi Inc";1;"KR"
"Optical Components";"Seoul";"Loti Co Ltd";1;"KR"
"Optical Components";"Seoul";"Chun Hong-Gu";1;"KR"
"Optical Components";"Seoul";"Yang Woo Suk";1;"KR"
"Optical Components";"Seoul";"You Soogeun";1;"KR"
"Optical Components";"Seoul";"Optomind Inc";1;"KR"
"Optical Components";"Seoul";"Seoulled Co Ltd";1;"KR"
"Optical Components";"Seoul";"Yuyang Dnu Co Ltd";1;"KR"
"Optical Components";"Seoul";"Logitel Co Ltd";1;"KR"
"Optical Components";"Seoul";"Sangmyung University Seoul Industry-Academy Cooperation Foundation";1;"KR"
"Optical Components";"Seoul";"Yeo Un Gyun";1;"KR"
"Optical Components";"Seoul";"Lee Dongwon";1;"KR"
"Optical Components";"Seoul";"Softkernel Co Ltd";1;"KR"
"Optical Components";"Seoul";"Naro Korea Co Ltd";1;"KR"
"Optical Components";"Seoul";"First Electronics Co Ltd";1;"KR"
"Optical Components";"Seoul";"Oh Keon";1;"KR"
"Optical Components";"Seoul";"Openiot Co Ltd";1;"KR"
"Optical Components";"Seoul";"Greenchip Inc";1;"KR"
"Optical Components";"Seoul";"Jj Corp";1;"KR"
"Optical Components";"Seoul";"Backsan L&T Co Ltd";1;"KR"
"Optical Components";"Seoul";"Lim Chang Ouk";1;"KR"
"Optical Components";"Seoul";"B&P Electronics Inc";1;"KR"
"Optical Components";"Seoul";"Gnitech Co Ltd";1;"KR"
"Optical Components";"Seoul";"Dawon Dns Co Ltd";1;"KR"
"Optical Components";"Seoul";"Global Pmc Inc";1;"KR"
"Optical Components";"Seoul";"Ck Materials Lab Co Ltd";1;"KR"
"Optical Components";"Seoul";"Effie Co Ltd";1;"KR"
"Optical Components";"Seoul";"Lee Dae Young";1;"KR"
"Optical Components";"Seoul";"Kim Cheol Ho";1;"KR"
"Optical Components";"Seoul";"Beatro Co Ltd";1;"KR"
"Optical Components";"Seoul";"Hyunpeople Co Ltd";1;"KR"
"Optical Components";"Seoul";"Daesung Ultra Sonic Co Ltd";1;"KR"
"Optical Components";"Seoul";"Ahn Woon-Ki";1;"KR"
"Optical Components";"Seoul";"Hds Corporation";1;"KR"
"Optical Components";"Seoul";"Onyou Tech Co Ltd";1;"KR"
"Optical Components";"Seoul";"Company Wie";1;"KR"
"Optical Components";"Seoul";"Cn Wyders Co Ltd";1;"KR"
"Optical Components";"Seoul";"Kumho E&G Co Ltd";1;"KR"
"Optical Components";"Seoul";"Eun Jong-Il";1;"KR"
"Optical Components";"Seoul";"Park Dong-Yub";1;"KR"
"Arrangement for software engineering";"Seoul";"Industry-Academia Cooperation Group Of Sejong University";1;"KR"
"Arrangement for software engineering";"Seoul";"Bd Inc";1;"KR"
"Arrangement for software engineering";"Seoul";"Sparrow Co Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Seta Lab Inc";1;"KR"
"Arrangement for software engineering";"Seoul";"Ezn Go Co Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Lemonhealthcare Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Freecore Inc";1;"KR"
"Arrangement for software engineering";"Seoul";"Hong Sung Pyo";1;"KR"
"Arrangement for software engineering";"Seoul";"Korea Institute Of Civil Engineering And Building";1;"KR"
"Arrangement for software engineering";"Seoul";"Hanwha Co Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Studio Xid Korea Inc";1;"KR"
"Arrangement for software engineering";"Seoul";"Chun Seok Ju";1;"KR"
"Arrangement for software engineering";"Seoul";"Namowebiz Inc";1;"KR"
"Arrangement for software engineering";"Seoul";"Doosan Robotics Inc";1;"KR"
"Arrangement for software engineering";"Seoul";"Luxrobo Co Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Enterphin Co Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Tobesoft Co Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Riiid Inc";1;"KR"
"Arrangement for software engineering";"Seoul";"Kim Byung Jin";1;"KR"
"Arrangement for software engineering";"Seoul";"Udmtek Co Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Industry - University Cooperation Foundation Hanyang University";1;"KR"
"Arrangement for software engineering";"Seoul";"Sk Techx Co Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Motrexco Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Hp Printing Korea Co Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Lsis Co Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Vitcon Co Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Iucf-Hyu (Industry-University Cooperation Foundati";1;"KR"
"Arrangement for software engineering";"Seoul";"Cho Yong Jin";1;"KR"
"Arrangement for software engineering";"Seoul";"Lg Innotek Co Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Securityplatform";1;"KR"
"Arrangement for software engineering";"Seoul";"Digiparts Inc";1;"KR"
"Arrangement for software engineering";"Seoul";"Hyundai Mnsoft Inc";1;"KR"
"Arrangement for software engineering";"Seoul";"Yura Corporation Co Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Lee Geon Woo";1;"KR"
"Arrangement for software engineering";"Seoul";"Kang Young Joon";1;"KR"
"Arrangement for software engineering";"Seoul";"Doi Labs Inc";1;"KR"
"Arrangement for software engineering";"Seoul";"A2uict Inc";1;"KR"
"Arrangement for software engineering";"Seoul";"Bogmco Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Noonbesoft";1;"KR"
"Arrangement for software engineering";"Seoul";"Kim Neul";1;"KR"
"Arrangement for software engineering";"Seoul";"Kim Eiya";1;"KR"
"Arrangement for software engineering";"Seoul";"Chi Bangguen";1;"KR"
"Arrangement for software engineering";"Seoul";"Seong Nak Hoon";1;"KR"
"Arrangement for software engineering";"Seoul";"Mindquake Inc";1;"KR"
"Arrangement for software engineering";"Seoul";"Yoon Ki Sun";1;"KR"
"Arrangement for software engineering";"Seoul";"Nflat Co Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Unus Co Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Vox Universe Inc";1;"KR"
"Arrangement for software engineering";"Seoul";"Nosith Co Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Ulala Lab Inc";1;"KR"
"Arrangement for software engineering";"Seoul";"University Of Seoul Industry Cooperation Foundation";1;"KR"
"Arrangement for software engineering";"Seoul";"Thira S&C Co Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Ikoob Co Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Lee Deok Ku";1;"KR"
"Arrangement for software engineering";"Seoul";"Ko Hyun Sung";1;"KR"
"Arrangement for software engineering";"Seoul";"Leniven Co Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Park Hyoung Phil";1;"KR"
"Arrangement for software engineering";"Seoul";"Bnri";1;"KR"
"Arrangement for software engineering";"Seoul";"Neighbor System Co Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Cafe24 Corp";1;"KR"
"Arrangement for software engineering";"Seoul";"Son Seok Woo";1;"KR"
"Arrangement for software engineering";"Seoul";"Jun Jin Pyo";1;"KR"
"Arrangement for software engineering";"Seoul";"Lee Tae Hwa";1;"KR"
"Arrangement for software engineering";"Seoul";"Oh Kyungin";1;"KR"
"Arrangement for software engineering";"Seoul";"Abko Co Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Hermesys Co Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Intelliquant Inc";1;"KR"
"Arrangement for software engineering";"Seoul";"Hankook Research";1;"KR"
"Arrangement for software engineering";"Seoul";"Won Young Ho";1;"KR"
"Arrangement for software engineering";"Seoul";"Park Seung Chang";1;"KR"
"Arrangement for software engineering";"Seoul";"Jung Eun-Ey";1;"KR"
"Arrangement for software engineering";"Seoul";"Young Consulting Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Han Seung Hyun";1;"KR"
"Arrangement for software engineering";"Seoul";"All It Top Co Ltd";1;"KR"
"Arrangement for software engineering";"Seoul";"Sk Planet Co Ltd";1;"KR"
