Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Number of Funding Rounds,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Organization Revenue Range,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Grant - BlackBerry QNX,https://www.crunchbase.com/funding_round/qnx-software-systems-grant--a36e8bf7,BlackBerry QNX,https://www.crunchbase.com/organization/qnx-software-systems,Grant,40000000,USD,40000000,2019-02-15,,,,,No,"Middleware, development tools, realtime operating system software and services for superior embedded design","Computer, Intelligent Systems, Internet, Software, Software Engineering",,"Ottawa, Ontario, Canada, North America",https://blackberry.qnx.com/en,1,M&A,40000000,USD,40000000,$50M to $100M,Strategic Innovation Fund,Strategic Innovation Fund,,1,"647,717"
Series A - VIPioneers,https://www.crunchbase.com/funding_round/vipioneers-series-a--26b8d6f6,VIPioneers,https://www.crunchbase.com/organization/vipioneers,Series A,100000000,CNY,14548205,2019-07-17,Early Stage Venture,,,,Yes,VIPioneers is a Driverless Technology Developer,"Artificial Intelligence (AI), Automotive",,"Qingdao, Fujian, China, Asia",http://www.vipioneers.com/,2,Early Stage Venture,100000000,CNY,14548205,,SAIF Partners,"SAIF Partners, Sigma Square Capital, The Hina Group",,3,"353,002"
Series C - Zhuge.com,https://www.crunchbase.com/funding_round/beijing-zhugefangfang-information-technology-zhuge-com-series-c--a08139fd,Zhuge.com,https://www.crunchbase.com/organization/beijing-zhugefangfang-information-technology-zhuge-com,Series C,100000000,CNY,14101190,2019-09-20,Late Stage Venture,,,,Yes,Zhuge.com is a Chinese property search engine company that provides users with real estate information search services in their cities.,"Artificial Intelligence (AI), Property Insurance, Property Management, Real Estate, Search Engine",,"Beijing, Beijing, China, Asia",http://bj.zhuge.com,5,Late Stage Venture,340000000,CNY,50054846,,"BeiZeng Group, Zero2IPO","36Kr, BeiZeng Group, Fosun RZ Capital, Sequoia Capital China, Zero2IPO",,5,"297,451"
Series B - Eigen Technologies,https://www.crunchbase.com/funding_round/eigen-technologies-series-b--c622d30a,Eigen Technologies,https://www.crunchbase.com/organization/eigen-technologies,Series B,37000000,USD,37000000,2019-11-14,Early Stage Venture,113000000,USD,113000000,Yes,"Eigen Technologies is a research-driven AI company specializing in NLP for businesses in finance, law, and professional services.","Artificial Intelligence (AI), Document Management, Financial Services, InsurTech, Machine Learning",,"New York, New York, United States, North America",http://www.eigentech.com,3,M&A,59382863,USD,59382863,$1M to $10M,"Dawn Capital, Lakestar","Dawn Capital, Goldman Sachs, Lakestar, Temasek Holdings",1,4,"353,422"
Series A - Behavioral Signals,https://www.crunchbase.com/funding_round/behavioral-signal-technologies-inc-series-a--cc3b2e12,Behavioral Signals,https://www.crunchbase.com/organization/behavioral-signal-technologies-inc,Series A,7000000,USD,7000000,2019-12-23,Early Stage Venture,,,,Yes,Behavioral Signals develops technology to analyze human behavior from voice data.,"Analytics, Artificial Intelligence (AI), Machine Learning, Natural Language Processing, Speech Recognition, Virtual Assistant",,"Los Angeles, California, United States, North America",http://behavioralsignals.com/,2,,7000000,USD,7000000,Less than $1M,,Kairos Ventures,,1,"353,692"
Series C - Sight Machine,https://www.crunchbase.com/funding_round/sight-machine-series-c--ad70671e,Sight Machine,https://www.crunchbase.com/organization/sight-machine,Series C,29400000,USD,29400000,2019-04-23,Late Stage Venture,,,,Yes,Sight Machine provides analytics platform that helps address critical challenges in quality and productivity throughout the enterprise.,"Analytics, Artificial Intelligence (AI), Automotive, Big Data, Internet of Things, Machine Learning, Manufacturing, Robotics, SaaS",,"San Francisco, California, United States, North America",http://sightmachine.com,6,Late Stage Venture,80400269,USD,80400269,$10M to $50M,LS Group,"E.ON, Jump Capital, LS Group, Mercury, Oreilly AlphaTech Ventures, Sony Innovation Fund, Tekfen Ventures",3,7,"229,028"
Series A - Anyscale,https://www.crunchbase.com/funding_round/anyscale-series-a--fc48bb05,Anyscale,https://www.crunchbase.com/organization/anyscale,Series A,20000000,USD,20000000,2019-12-17,Early Stage Venture,,,,Yes,"Anyscale accelerates the development and productionization of any AI app, on any cloud, at any scale.","Artificial Intelligence (AI), Developer Platform, Information Technology, Machine Learning, Open Source",,"San Francisco, California, United States, North America",https://anyscale.com,4,Late Stage Venture,259000000,USD,259000000,$1M to $10M,Andreessen Horowitz,"11.2 Capital, Amplify Partners, Andreessen Horowitz, Ant Group, Dwight Crow, Intel Capital, New Enterprise Associates, The House Fund",5,8,"354,434"
"Corporate Round - SMARTIFICIAL RESEARCH & TECHNOLOGY, INC",https://www.crunchbase.com/funding_round/smartificial-research-technology-inc-corporate-round--4c8875d4,"SMARTIFICIAL RESEARCH & TECHNOLOGY, INC",https://www.crunchbase.com/organization/smartificial-research-technology-inc,Corporate Round,55000000,USD,55000000,2019-03-07,,,,,Yes,SMARTIFICIAL (TM) is an International R&D Innovation network and virtual accelerator focused on Artificial Intelligence business solutions,"Artificial Intelligence (AI), Blockchain, Incubators, Innovation Management, Machine Learning, Software",,"San Francisco, California, United States, North America",http://smartificial.technology,1,,55000000,USD,55000000,,,,,,"354,781"
Series B - SandStar,https://www.crunchbase.com/funding_round/yi-tunnel-series-b--3c25e2fc,SandStar,https://www.crunchbase.com/organization/yi-tunnel,Series B,100000000,CNY,14059179,2019-09-10,Early Stage Venture,,,,Yes,SandStar is an artificial intelligence platform that provides computer vision technology to the retail industry.,"Artificial Intelligence (AI), Computer Vision, Information Technology, Machine Learning, Retail, Software",,"Beijing, Beijing, China, Asia",http://www.sandstar.com/,4,Early Stage Venture,110000000,CNY,15576647,$10M to $50M,Guopeng Capital,"Guopeng Capital, Mobai Capital",,2,"507,431"
Grant - Tachyum,https://www.crunchbase.com/funding_round/tachyum-grant--1205469b,Tachyum,https://www.crunchbase.com/organization/tachyum,Grant,17000000,USD,17000000,2019-03-13,,,,,No,"Tachyum transforms AI, HPC, and cloud workloads with Prodigy, a versatile universal processor for high-performance and efficient computing.","Artificial Intelligence (AI), Cloud Computing, Computer, Electronics, Hardware, Machine Learning, Semiconductor",,"Sunnyvale, California, United States, North America",http://tachyum.com,5,Early Stage Venture,70484649,USD,70484649,$1M to $10M,Government of Slovak Republic,Government of Slovak Republic,,1,"230,365"
Series A - Sword Health,https://www.crunchbase.com/funding_round/sword-health-series-a--be112a44,Sword Health,https://www.crunchbase.com/organization/sword-health,Series A,8000000,USD,8000000,2019-04-16,Early Stage Venture,,,,Yes,Sword Health offers digital physical therapy programs with AI coaching to help people recover from pain and avoid surgery.,"Artificial Intelligence (AI), Health Care, Medical, mHealth, Therapeutics",,"New York, New York, United States, North America",http://www.swordhealth.com,11,Late Stage Venture,453466017,USD,453466017,$1M to $10M,Khosla Ventures,Khosla Ventures,2,1,"507,969"
Series A - Intellimize,https://www.crunchbase.com/funding_round/intellimize-series-a--1e9e11e9,Intellimize,https://www.crunchbase.com/organization/intellimize,Series A,8000000,USD,8000000,2019-04-23,Early Stage Venture,,,,Yes,Intellimize is a startup offering tools for marketers to drive conversions by personalizing websites.,"Advertising, Artificial Intelligence (AI), Internet, Machine Learning, SaaS",East Asian Founded,"San Francisco, California, United States, North America",https://www.intellimize.com,5,M&A,52000000,USD,52000000,$1M to $10M,Amplify Partners,"Amplify Partners, Homebrew, Precursor Ventures",1,3,"508,092"
Seed Round - Hummingbird Technologies,https://www.crunchbase.com/funding_round/hummingbird-technologies-seed--eaf9bc68,Hummingbird Technologies,https://www.crunchbase.com/organization/hummingbird-technologies,Seed,7000000,GBP,8864552,2019-06-03,Seed,,,,Yes,Hummingbird is a satellite imagery analytics focused on scaling regenerative agriculture,"Analytics, Artificial Intelligence (AI), Machine Learning, SaaS",,"London, England, United Kingdom, Europe",http://hummingbirdtech.com/,6,M&A,21160782,USD,21160782,$1M to $10M,SALIC,"Downing Ventures, SALIC",2,2,"508,378"
Seed Round - Dumpling,https://www.crunchbase.com/funding_round/dumpling-seed--6a6fd954,Dumpling,https://www.crunchbase.com/organization/dumpling,Seed,5000000,USD,5000000,2019-03-29,Seed,,,,Yes,Multi-purpose NMR platform that accelerates all aspects of spectra analysis,"Bioinformatics, Machine Learning",,"Wroclaw, Dolnoslaskie, Poland, Europe",https://dumpling.bio,1,Seed,5000000,USD,5000000,,,,,,"405,386"
Series C - IDnow,https://www.crunchbase.com/funding_round/idnow-series-c--2a8d9339,IDnow,https://www.crunchbase.com/organization/idnow,Series C,40000000,USD,40000000,2019-10-28,Late Stage Venture,,,,Yes,IDnow is a technology startup that provides advanced machine-learning technology for its Identity Verification-as-a-Service platform.,"Identity Management, Information Technology, Machine Learning, Real Time, Security",,"Munich, Bayern, Germany, Europe",https://www.idnow.io,8,Late Stage Venture,119103730,USD,119103730,$50M to $100M,Corsair Capital,"Corsair Capital, Plug and Play",2,2,"510,301"
Seed Round - Greeneye Technology,https://www.crunchbase.com/funding_round/green-eye-technology-seed--63f05fc6,Greeneye Technology,https://www.crunchbase.com/organization/green-eye-technology,Seed,7000000,USD,7000000,2019-11-21,Seed,,,,Yes,Greeneye's mission is to dramatically reduce chemical usage while increasing productivity and profitability for farmers.,"Agriculture, AgTech, Artificial Intelligence (AI), Big Data, Farming, Internet of Things, Software",,"Tel Aviv, Tel Aviv, Israel, Asia",http://www.greeneye.ag,7,,51000000,USD,51000000,$1M to $10M,Jerusalem Venture Partners (JVP),"2B Angels, Hyperplane, Jerusalem Venture Partners (JVP), One Way Ventures, Panache Ventures, Syngenta Ventures",2,6,"405,772"
Series E - Trifacta,https://www.crunchbase.com/funding_round/trifacta-series-e--af4d083c,Trifacta,https://www.crunchbase.com/organization/trifacta,Series E,100000000,USD,100000000,2019-09-12,Late Stage Venture,,,,Yes,"Trifacta delivers an intelligent, collaborative data engineering cloud platform to transform data, ensure quality, and automate pipelines.","Analytics, Artificial Intelligence (AI), Big Data, Data Management, Information Technology, Machine Learning, SaaS, Software",,"San Francisco, California, United States, North America",http://trifacta.com,9,M&A,224300000,USD,224300000,$10M to $50M,,"ABN AMRO Ventures, Accel, Alumni Ventures, BMW i Ventures, Cathay Innovation, Enabling Future, Energy Impact Partners, Google, Greylock, Ignition Partners, Infosys, NTT DOCOMO Ventures, Sand Hill Angels, The Syndicate Group, Titanium Ventures",10,15,"511,161"
Series A - InstaDeep,https://www.crunchbase.com/funding_round/instadeep-series-a--53de9b88,InstaDeep,https://www.crunchbase.com/organization/instadeep,Series A,7000000,USD,7000000,2019-05-09,Early Stage Venture,,,,Yes,"InstaDeep delivers AI-powered decision-making systems for the Enterprise, to solve complex industrial problems.","Artificial Intelligence (AI), Information Technology",,"London, England, United Kingdom, Europe",http://www.instadeep.com,4,M&A,107000000,USD,107000000,$10M to $50M,"AfricInvest, Endeavor Catalyst","AfricInvest, Bossanova Investimentos, Endeavor Catalyst, Malek Meslemani",,4,"511,239"
Series A - Donde Search,https://www.crunchbase.com/funding_round/donde-search-series-a--a3586c8d,Donde Search,https://www.crunchbase.com/organization/donde-search,Series A,6500000,USD,6500000,2019-02-15,Early Stage Venture,,,,Yes,"Transforming the online shopping experience using AI, Computer Vision and NLP to develop Intuitive Visual Discovery for Retailers","Artificial Intelligence (AI), Computer Vision, E-Commerce, E-Commerce Platforms, Natural Language Processing, Retail Technology, SaaS, Shopping, Software, Visual Search","Women Founded, Women Led","New York, New York, United States, North America",http://www.dondesearch.com,3,Early Stage Venture,10000000,USD,10000000,$1M to $10M,Matrix,"AfterDox, Golden Seeds, Matrix, UpWest",,4,"511,830"
Series B - Osaro,https://www.crunchbase.com/funding_round/osaro-series-b--62278b12,Osaro,https://www.crunchbase.com/organization/osaro,Series B,16000000,USD,16000000,2019-10-03,Early Stage Venture,,,,Yes,Osaro is an artificial intelligence company developing products based on proprietary deep reinforcement learning technology.,"Artificial Intelligence (AI), Machine Learning, Robotics, Software",,"San Francisco, California, United States, North America",http://www.osaro.com,7,Late Stage Venture,96300000,USD,96300000,Less than $1M,King River Capital,"AAF Management Ltd., Alpha Intelligence Capital, AME Cloud Ventures, Comcast Ventures, Compound, Founders Fund, Global IoT Technology Ventures, Inc., King River Capital, Morado Ventures, Pegasus Tech Ventures",1,10,"533,635"
Private Equity Round - Meltwater,https://www.crunchbase.com/funding_round/meltwater-private-equity--75314218,Meltwater,https://www.crunchbase.com/organization/meltwater,Private Equity,175000000,USD,175000000,2019-03-15,Private Equity,,,,Yes,"Meltwater is a social listening platform that offers businesses insights into online reputation, industry trends, and customer behavior.","Analytics, Artificial Intelligence (AI), Data Integration, Public Relations, SaaS, Social Media, Social Media Management, Software",,"Oslo, Oslo, Norway, Europe",https://www.meltwater.com/,4,Private Equity,300000000,USD,300000000,$50M to $100M,Vista Equity Partners,Vista Equity Partners,,1,"229,489"
Series B - Gong,https://www.crunchbase.com/funding_round/gong-io-series-b--54509f7b,Gong,https://www.crunchbase.com/organization/gong-io,Series B,40000000,USD,40000000,2019-02-07,Early Stage Venture,,,,Yes,Gong unlocks reality to help people and companies reach their full potential.,"Artificial Intelligence (AI), CRM, Enterprise Software, Information Technology, Machine Learning, Sales, Software",,"San Francisco, California, United States, North America",https://www.gong.io,8,Late Stage Venture,583000000,USD,583000000,Less than $1M,Battery Ventures,"Battery Ventures, Cisco Investments, NextWorld Capital, Norwest Venture Partners, Rob Biederman, Shlomo Kramer, Wing Venture Capital",5,7,"408,186"
Series A - vHive,https://www.crunchbase.com/funding_round/vhive-series-a--2aa89aab,vHive,https://www.crunchbase.com/organization/vhive,Series A,5500000,USD,5500000,2019-09-11,Early Stage Venture,,,,Yes,vHive provides a cloud-based software platform that enables enterprises to digitize and analyze assets using autonomous drone hives.,"Aerospace, Artificial Intelligence (AI), Drone Management, Enterprise, Information Technology, Machine Learning, SaaS, Software, Telecommunications",,"Herzliya, Tel Aviv, Israel, Asia",http://www.vhive.ai,4,Private Equity,36500000,USD,36500000,$1M to $10M,Octopus Ventures,"Octopus Ventures, StageOne Ventures",2,2,"408,816"
