Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - SWQITY,https://www.crunchbase.com/funding_round/swqity-seed--a6e38eae,SWQITY,https://www.crunchbase.com/organization/swqity,Seed,100000,USD,100000,2016-03-31,Seed,,,,Yes,"SWQITY leverages the world’s first unified primary and secondary storage platform, Reduxio, in solving how we Store, Move and Deliver Data.","Big Data, Cyber Security, Enterprise Software, Information Technology, Mobile, Predictive Analytics, Product Management",,"Charleston, South Carolina, United States, North America",http://www.swqity.com,,250000,USD,250000,Seed,2,,,,,"501,905"
Pre Seed Round - VoiceVibes,https://www.crunchbase.com/funding_round/voicevibes-inc-pre-seed--13a1c64e,VoiceVibes,https://www.crunchbase.com/organization/voicevibes-inc,Pre-Seed,118000,USD,118000,2016-01-02,Seed,,,,Yes,empowering effective communicators,"Analytics, Artificial Intelligence (AI), Training",Women Founded,"Marriottsville, Maryland, United States, North America",http://www.myvoicevibes.com,$1M to $10M,1377443,USD,1377443,M&A,4,,,,,"503,292"
Seed Round - XIMANTIS,https://www.crunchbase.com/funding_round/ximantis-seed--8c16f17a,XIMANTIS,https://www.crunchbase.com/organization/ximantis,Seed,50000,SEK,5833,2016-01-15,Seed,,,,Yes,Intelligent Traffic Solutions for Autonomous Navigation and Congestion avoidance through patent-pending Deep Learning technologies.,"Artificial Intelligence (AI), CleanTech, Machine Learning, Navigation, Software, Transportation",,"Kungsbacka, Hallands Lan, Sweden, Europe",http://ximantis.com,Less than $1M,241203,USD,241203,Seed,7,,Dennis Nobelius,1,,"386,652"
Seed Round - Corner Room Studios,https://www.crunchbase.com/funding_round/corner-room-studios-seed--e4674c4a,Corner Room Studios,https://www.crunchbase.com/organization/corner-room-studios,Seed,15000,EUR,16298,2016-03-01,Seed,,,,Yes,Corner Room Studios is a Malaysia-based AI and machine learning solution developer.,"Artificial Intelligence (AI), Machine Learning, Mobile",,"Selangor, Selangor, Malaysia, Asia",http://dev.cornerroomstudios.com/,,15000,EUR,16298,Seed,1,,GameFounders,1,,"343,845"
Pre Seed Round - Scooterson,https://www.crunchbase.com/funding_round/scooterson-pre-seed--34158ce6,Scooterson,https://www.crunchbase.com/organization/scooterson,Pre-Seed,55000,USD,55000,2016-08-15,Seed,,,,Yes,Intelligent electric vehicles of the future.,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Electric Vehicle, Last Mile Transportation, Sharing Economy, Transportation",,"San Francisco, California, United States, North America",https://scooterson.com/,$1M to $10M,1805000,USD,1805000,Seed,3,SOSV,"HAX Boost, SOSV",2,1,"387,503"
Pre Seed Round - Dinabite,https://www.crunchbase.com/funding_round/dinabite-limited-pre-seed--17f9df02,Dinabite,https://www.crunchbase.com/organization/dinabite-limited,Pre-Seed,40000,GBP,51909,2016-09-30,Seed,400000,GBP,519090,Yes,AI-powered marketing automation for food service operators,"Artificial Intelligence (AI), Marketing, Marketing Automation, SaaS, Software",,"London, England, United Kingdom, Europe",http://www.dinabite.ai,Less than $1M,190000,GBP,258822,Seed,2,,,,,"388,029"
Seed Round - SPOSEA BV,https://www.crunchbase.com/funding_round/darwin-pricing-seed--01ae5edb,SPOSEA BV,https://www.crunchbase.com/organization/darwin-pricing,Seed,20000,CHF,20284,2016-07-25,Seed,,,,Yes,Dynamic Price Optimization for SAP,"E-Commerce, Enterprise Applications, Marketing Automation, Predictive Analytics, Price Comparison, Real Time, Retail Technology, SaaS, Software, Web Apps",,"Eindhoven, Noord-Brabant, The Netherlands, Europe",https://www.sposea.com,$1M to $10M,20000,CHF,20284,Seed,1,,,,,"465,983"
Grant - IOMED,https://www.crunchbase.com/funding_round/iomed-2-grant--49fb6c86,IOMED,https://www.crunchbase.com/organization/iomed-2,Grant,50000,EUR,52969,2016-11-30,,,,,No,IOMED Medical Solutions develops a medical record management software aimed at structuring clinical data.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Medical, Software",,"Barcelona, Catalonia, Spain, Europe",https://www.iomed.es/,$1M to $10M,13620000,EUR,14911166,Early Stage Venture,6,,"Ajuntament de Barcelona, Barcelona Activa, ESA Business Applications",3,,"598,421"
Convertible Note - Spoken,https://www.crunchbase.com/funding_round/alchemy-learning-convertible-note--ba70f715,Spoken,https://www.crunchbase.com/organization/alchemy-learning,Convertible Note,100000,USD,100000,2016-02-26,,,,,No,Spoken is a English Coaching on Your Phone.,"Artificial Intelligence (AI), Education, Sharing Economy",,"Boulder, Colorado, United States, North America",http://www.getspokenapp.com/,Less than $1M,377500,USD,377500,Seed,4,,Right Side Capital Management,1,,"246,426"
Pre Seed Round - Technis,https://www.crunchbase.com/funding_round/technis-pre-seed--93217797,Technis,https://www.crunchbase.com/organization/technis,Pre-Seed,100000,CHF,102097,2016-06-29,Seed,,,,Yes,Technis is building the future of connected and interactive flooring. Starting with a new generation of intelligent touch-enabled surface.,"Artificial Intelligence (AI), Information Services, Infrastructure",,"Lausanne, Vaud, Switzerland, Europe",https://technis.com,Less than $1M,2180000,CHF,2203856,Seed,7,Venture Kick,Venture Kick,1,,"246,650"
Grant - SATAVIA,https://www.crunchbase.com/funding_round/satavia-grant--0efc96ed,SATAVIA,https://www.crunchbase.com/organization/satavia,Grant,41500,GBP,51061,2016-11-02,,,,,No,"SATAVIA simplifies decision-making for smarter, greener aviation","Air Transportation, Artificial Intelligence (AI), Big Data, Machine Learning, Sensor, Software, Telecommunications",,"Cambridge, Cambridgeshire, United Kingdom, Europe",https://satavia.com,$1M to $10M,4981434,USD,4981434,Seed,10,,,,,"140,174"
Grant - Intranetum,https://www.crunchbase.com/funding_round/intranetum-grant--30751ad3,Intranetum,https://www.crunchbase.com/organization/intranetum,Grant,50000,EUR,54552,2016-10-26,,,,,No,Intranetum is a SaaS-based self-learning tool that provides its users with information about their businesses.,"Big Data, Enterprise Software, Knowledge Management, Machine Learning",,"Barcelona, Catalonia, Spain, Europe",http://intranetum.com/,Less than $1M,65000,EUR,71083,Seed,2,,Horizon 2020,1,,"408,205"
Angel Round - eeSea,https://www.crunchbase.com/funding_round/eesea-angel--799b5215,eeSea,https://www.crunchbase.com/organization/eesea,Angel,500000,DKK,74943,2016-10-10,Seed,,,,Yes,Real-time container transport schedules,"Artificial Intelligence (AI), Logistics, Machine Learning, Predictive Analytics, Real Time, Shipping, Transportation",,"Copenhagen, Hovedstaden, Denmark, Europe",http://www.eeSea.com,Less than $1M,3825000,DKK,571400,,2,,Feilberg Advisory ApS,1,,"408,250"
Grant - Demine Robotics,https://www.crunchbase.com/funding_round/demine-robotics-grant--134e1fc3,Demine Robotics,https://www.crunchbase.com/organization/demine-robotics,Grant,25000,CAD,18602,2016-03-01,,,,,No,Demine Robotics is a Mechanical or Industrial Engineering that working to help create a world free of landmines.,"Artificial Intelligence (AI), Machine Learning, Robotics, Software",,"Kitchener, Ontario, Canada, North America",https://deminerobotics.com,Less than $1M,25000,CAD,18602,,1,Velocity,Velocity,1,,"409,795"
Grant - WearHealth,https://www.crunchbase.com/funding_round/wearhealth-grant--1fe4446a,WearHealth,https://www.crunchbase.com/organization/wearhealth,Grant,25000,EUR,27591,2016-07-15,,,,,No,WearHealth activates organization’s safety and health intelligence to empower people to be at their best and build trust across-the-board.,"Artificial Intelligence (AI), Health Care, Information Services, Information Technology, Machine Learning, Wearables",,"Bremen, Bremen, Germany, Europe",http://www.wearhealth.com/,Less than $1M,96429,EUR,109459,,4,,,,,"367,177"
Convertible Note - Nexosis,https://www.crunchbase.com/funding_round/nexosis-convertible-note--3ee8eff9,Nexosis,https://www.crunchbase.com/organization/nexosis,Convertible Note,100000,USD,100000,2016-06-23,,,,,No,Nexosis is a software company that provides a machine learning API for developers.,"Big Data, Developer APIs, Developer Tools, Machine Learning, Predictive Analytics, SaaS, Software",,"Boston, Massachusetts, United States, North America",http://www.nexosis.com,$1M to $10M,6424195,USD,6424195,M&A,5,,Right Side Capital Management,1,,"215,923"
Pre Seed Round - Pregnolia,https://www.crunchbase.com/funding_round/pregnolia-pre-seed--769fb8db,Pregnolia,https://www.crunchbase.com/organization/pregnolia,Pre-Seed,100000,CHF,102097,2016-06-29,Seed,,,,Yes,Pregnolia developed an innovative system to accurately assess the stiffness of the cervical tissue of pregnant and non-pregnant women.,"Intelligent Systems, Medical Device",,"Schlieren, Zurich, Switzerland, Europe",https://en.pregnolia.com,$1M to $10M,10622374,USD,10622374,,8,Venture Kick,Venture Kick,1,,"217,787"
Seed Round - CONTACT CIRCUIT,https://www.crunchbase.com/funding_round/contact-circuit-seed--e0696de9,CONTACT CIRCUIT,https://www.crunchbase.com/organization/contact-circuit,Seed,85000,USD,85000,2016-03-01,Seed,,,,Yes,"Social, Professional and Business Network Platform with contact management functions and UI, to keep your contacts up-to-date.","Browser Extensions, Contact Management, Human Resources, Mobile Apps, Natural Language Processing, Professional Networking, Project Management, Social Media, Web Apps",,"Istanbul, Istanbul, Turkey, Europe",http://contactcircuit.com/,Less than $1M,155000,USD,155000,Seed,2,,,,,"218,997"
Seed Round - HealthTechApps,https://www.crunchbase.com/funding_round/healthtech-apps-seed--0ecdb54f,HealthTechApps,https://www.crunchbase.com/organization/healthtech-apps,Seed,25000,USD,25000,2016-10-15,Seed,,,,Yes,HealthTechApps is a game-changing SaaS technology that enables individuals and organizations to improve the brain health.,"Apps, Artificial Intelligence (AI), Health Care, Machine Learning, mHealth, Mobile Apps, Natural Language Processing, Neuroscience, SaaS, Software",Women Founded,"Honolulu, Hawaii, United States, North America",http://www.healthtechapps.com,Less than $1M,100000,USD,100000,Seed,4,,XLR8UH,1,,"384,358"
Seed Round - Werpx,https://www.crunchbase.com/funding_round/werpx-seed--f0fd6a3c,Werpx,https://www.crunchbase.com/organization/werpx,Seed,30000,USD,30000,2016-03-01,Seed,,,,Yes,AI Supply Chain Management Solution .,"Artificial Intelligence (AI), Big Data, Consumer, Delivery, Grocery, Predictive Analytics, Retail, Software, Supply Chain Management",,"Alexandria, Al Iskandariyah, Egypt, Africa",https://werpx.com,,101166,USD,101166,Seed,4,,"Mahmoud Barakat, Yakout Sallam",2,,"266,346"
Grant - FrontRow Global,https://www.crunchbase.com/funding_round/frontrow-global-limited-grant--7cd08376,FrontRow Global,https://www.crunchbase.com/organization/frontrow-global-limited,Grant,30000,GBP,43241,2016-06-01,,,,,No,Music Data Intelligence for Music Industry,"Analytics, Artificial Intelligence (AI), Music, Software",,"London, England, United Kingdom, Europe",https://www.frontrow.ai,$1M to $10M,83241,USD,83241,,2,,,,,"384,826"
Seed Round - Suits Me,https://www.crunchbase.com/funding_round/suits-me-seed--0082d135,Suits Me,https://www.crunchbase.com/organization/suits-me,Seed,10000,GBP,13304,2016-09-08,Seed,,,,Yes,The mission is to develop the most personalised lifestyle assistant in the world; starting with fashion.,"Artificial Intelligence (AI), Fashion, Lifestyle, Retail",,"London, England, United Kingdom, Europe",http://www.trysuitsme.com/,$1M to $10M,10000,GBP,13304,Seed,1,,Entrepreneur First,1,,"384,987"
Pre Seed Round - IOMED,https://www.crunchbase.com/funding_round/iomed-2-pre-seed--79664c2d,IOMED,https://www.crunchbase.com/organization/iomed-2,Pre-Seed,70000,EUR,76057,2016-03-01,Seed,,,,Yes,IOMED Medical Solutions develops a medical record management software aimed at structuring clinical data.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Medical, Software",,"Barcelona, Catalonia, Spain, Europe",https://www.iomed.es/,$1M to $10M,13620000,EUR,14911166,Early Stage Venture,6,,,,,"184,026"
Convertible Note - acuteIQ,https://www.crunchbase.com/funding_round/acquteiq-convertible-note--db8e5b20,acuteIQ,https://www.crunchbase.com/organization/acquteiq,Convertible Note,100000,USD,100000,2016-08-19,,,,,No,Customer acquisition powered by audience intelligence,"Artificial Intelligence (AI), Machine Learning, Predictive Analytics",,"San Francisco, California, United States, North America",http://acuteiq.com/,Less than $1M,100000,USD,100000,M&A,3,Techstars,"Right Side Capital Management, Techstars",2,,"184,309"
Convertible Note - Agile Data Decisions,https://www.crunchbase.com/funding_round/agile-data-decisions-llc-convertible-note--0fb160bf,Agile Data Decisions,https://www.crunchbase.com/organization/agile-data-decisions-llc,Convertible Note,30000,USD,30000,2016-07-01,,,,,No,Data Management services based on Machine Learning,"Analytics, Artificial Intelligence (AI), Big Data, Data Integration, Data Management, Data Mining, Machine Learning",,"Houston, Texas, United States, North America",http://www.agiledd.ai,Less than $1M,30000,USD,30000,,1,,,,,"362,824"
Seed Round - LiftIgniter,https://www.crunchbase.com/funding_round/liftigniter-seed--70b22e74,LiftIgniter,https://www.crunchbase.com/organization/liftigniter,Seed,50000,USD,50000,2016-02-09,Seed,,,,Yes,LiftIgniter is a machine learning personalization layer powering user interactions on every digital touchpoint.,"Analytics, Artificial Intelligence (AI), Information Technology, Machine Learning, Personalization, Predictive Analytics",,"San Francisco, California, United States, North America",http://www.liftigniter.com/,$1M to $10M,8370000,USD,8370000,M&A,4,,Princeton Alumni Entrepreneurs Fund,1,,"656,629"
Seed Round - 4SmartStreets,https://www.crunchbase.com/funding_round/4smartstreets-2-seed--f78dc648,4SmartStreets,https://www.crunchbase.com/organization/4smartstreets-2,Seed,100000,EUR,111501,2016-08-30,Seed,,,,Yes,WE PROVIDE ACCURATE DATA ABOUT THE CITIES AND STREETS USING STATE OF THE ART ADVANCES IN A.I. AND COMPUTER VISION,"Artificial Intelligence (AI), Local Business",,"Riga, Riga, Latvia, Europe",https://www.4smartstreets.com/home,Less than $1M,100000,EUR,111501,Seed,1,,Ofinex,1,,"380,122"
Grant - Herculex.ai,https://www.crunchbase.com/funding_round/herculex-ai-grant--fa3ebcb4,Herculex.ai,https://www.crunchbase.com/organization/herculex-ai,Grant,45000,USD,45000,2016-06-10,,,,,No,Herculex.ai is a provider of legal artificial intelligence services.,"Artificial Intelligence (AI), Information Technology, Legal, Machine Learning, Service Industry",,"New York, New York, United States, North America",http://www.herculex.ai,Less than $1M,1595000,USD,1595000,,4,,"EASME - EU Executive Agency for SMEs, European Union, Juha Ristimäki, Roope Marttila",4,,"380,657"
Grant - Caplena,https://www.crunchbase.com/funding_round/codit-co-grant--d16f7522,Caplena,https://www.crunchbase.com/organization/codit-co,Grant,10000,CHF,9872,2016-12-13,,,,,No,Caplena.com - The Fastest Way To Get Valuable Insights Out Of Open-Ended Customer Feedback,"Analytics, Artificial Intelligence (AI), Information Technology, Machine Learning, Market Research, Text Analytics",,"Zürich, Zurich, Switzerland, Europe",https://caplena.com/en/,Less than $1M,3256808,USD,3256808,Seed,4,Venture Kick,Venture Kick,1,,"382,359"
Seed Round - Neuron Soundware,https://www.crunchbase.com/funding_round/neuron-software-seed--1646e163,Neuron Soundware,https://www.crunchbase.com/organization/neuron-software,Seed,30000,EUR,33379,2016-02-17,Seed,,,,Yes,We develop AI solutions to maximize the performance of industrial equipment and processes by analyzing sound and other physical parameters,"Artificial Intelligence (AI), Information Technology, Internet of Things, Machine Learning, Predictive Analytics, Software",,"Prague, Hlavni mesto Praha, Czech Republic, Europe",http://neuronsw.com/,Less than $1M,13365376,USD,13365376,,10,,StartupYard,1,,"382,861"
Seed Round - Didimo,https://www.crunchbase.com/funding_round/mydidimo-seed--1d2c42ed,Didimo,https://www.crunchbase.com/organization/mydidimo,Seed,120000,USD,120000,2016-06-01,Seed,,,,Yes,"Didimo is the world’s leading platform for the automated generation of high-fidelity, user-based digital human avatars.","3D Technology, Artificial Intelligence (AI), Computer, Digital Entertainment, Information Technology, Software, Virtual Reality",,"Leça Da Palmeira, Porto, Portugal, Europe",https://www.didimo.co,$1M to $10M,16048983,USD,16048983,Early Stage Venture,8,Techstars,Techstars,1,,"614,817"
