"geo","domain","count","rca","reldens","comp"
"235","Telecommunications",0,0,6.06,93.84
"1107","Telecommunications",0,0,0.62,93.84
"24","Telecommunications",4,0.25,6.78,93.84
"1506","Telecommunications",9,0.62,21.89,93.84
"244","Telecommunications",0,0,6.37,93.84
"237","Telecommunications",0,0,11.92,93.84
"1118","Telecommunications",0,0,9.56,93.84
"1502","Telecommunications",14,0.93,13.16,93.84
"1786","Telecommunications",2117,1.54,83.86,93.84
"236","Telecommunications",11,0.21,10.79,93.84
"98","Telecommunications",10,0.67,20.04,93.84
"111","Telecommunications",0,0,7.91,93.84
"240","Telecommunications",0,0,31.14,93.84
"1542","Telecommunications",46,0.36,16.96,93.84
"979","Telecommunications",0,0,0,93.84
"149","Telecommunications",0,0,25.08,93.84
"1119","Telecommunications",0,0,1.95,93.84
"1497","Telecommunications",0,0,16.34,93.84
"1106","Telecommunications",0,0,5.34,93.84
"980","Telecommunications",0,0,15.83,93.84
"1078","Telecommunications",3,0.23,8.74,93.84
"227","Telecommunications",70,0.59,14.29,93.84
"1543","Telecommunications",71,0.25,13.77,93.84
"1488","Telecommunications",0,0,28.47,93.84
"1117","Telecommunications",8,2.42,49.23,93.84
"226","Telecommunications",0,0,13.16,93.84
"1507","Telecommunications",0,0,6.68,93.84
"1485","Telecommunications",1,1.51,6.99,93.84
"998","Telecommunications",0,0,41.42,93.84
"982","Telecommunications",0,0,8.53,93.84
"1503","Telecommunications",1,2.05,14.39,93.84
"1471","Telecommunications",0,0,0.62,93.84
"1489","Telecommunications",0,0,1.85,93.84
"148","Telecommunications",7,0.64,20.14,93.84
"1110","Telecommunications",1,0.96,79.86,93.84
"1470","Telecommunications",0,0,4.32,93.84
"248","Telecommunications",2,0.45,10.07,93.84
"991","Telecommunications",0,0,14.29,93.84
"999","Telecommunications",0,0,20.76,93.84
"112","Telecommunications",3,0.66,24.46,93.84
"247","Telecommunications",1,0.64,19.32,93.84
"1116","Telecommunications",9,1.03,35.87,93.84
"225","Telecommunications",1,0.87,18.19,93.84
"1079","Telecommunications",65,1.6,38.64,93.84
"1787","Telecommunications",11,0.51,20.25,93.84
"996","Telecommunications",0,0,10.17,93.84
"224","Telecommunications",1,1.8,26.82,93.84
"1388","Telecommunications",35,0.36,7.81,93.84
"984","Telecommunications",0,0,18.71,93.84
"1509","Telecommunications",0,0,7.5,93.84
"1475","Telecommunications",1,0.62,41.62,93.84
"1387","Telecommunications",21,0.35,9.66,93.84
"983","Telecommunications",0,0,2.77,93.84
"1498","Telecommunications",0,0,12.54,93.84
"155","Telecommunications",0,0,1.34,93.84
"976","Telecommunications",0,0,3.19,93.84
"1480","Telecommunications",0,0,8.12,93.84
"228","Telecommunications",0,0,6.89,93.84
"1547","Telecommunications",1,1.2,16.75,93.84
"975","Telecommunications",0,0,4.01,93.84
"993","Telecommunications",0,0,0.62,93.84
"137","Telecommunications",0,0,6.58,93.84
"1125","Telecommunications",1,7.18,41.73,93.84
"995","Telecommunications",0,0,6.78,93.84
"1554","Telecommunications",0,0,18.4,93.84
"1368","Telecommunications",2,0.29,13.77,93.84
"1123","Telecommunications",0,0,2.98,93.84
"1474","Telecommunications",0,0,11.72,93.84
"1442","Telecommunications",4,0.53,8.32,93.84
"1367","Telecommunications",61,0.59,22.3,93.84
"1112","Telecommunications",0,0,3.91,93.84
"151","Telecommunications",0,0,3.6,93.84
"25","Telecommunications",2,0.51,23.23,93.84
"1476","Telecommunications",0,0,8.32,93.84
"1394","Telecommunications",24,0.34,24.05,93.84
"1121","Telecommunications",0,0,38.75,93.84
"1789","Telecommunications",11,0.61,19.22,93.84
"1511","Telecommunications",1,0.87,12.23,93.84
"977","Telecommunications",0,0,9.66,93.84
"108","Telecommunications",5,1.67,38.54,93.84
"1788","Telecommunications",5,0.41,23.12,93.84
"180","Telecommunications",1,0.4,15.01,93.84
"955","Telecommunications",0,0,6.99,93.84
"139","Telecommunications",0,0,19.53,93.84
"177","Telecommunications",2,0.15,10.69,93.84
"571","Telecommunications",0,0,9.35,93.84
"948","Telecommunications",0,0,3.29,93.84
"1363","Telecommunications",17,1.17,39.77,93.84
"1760","Telecommunications",3,0.15,11.51,93.84
"1499","Telecommunications",0,0,14.08,93.84
"946","Telecommunications",0,0,7.3,93.84
"1443","Telecommunications",0,0,5.55,93.84
"1483","Telecommunications",13,0.12,8.84,93.84
"229","Telecommunications",0,0,17.27,93.84
"1510","Telecommunications",1,0.53,12.85,93.84
"1460","Telecommunications",0,0,22.71,93.84
"994","Telecommunications",0,0,10.48,93.84
"935","Telecommunications",0,0,35.97,93.84
"1126","Telecommunications",0,0,4.11,93.84
"1441","Telecommunications",0,0,15.11,93.84
"1555","Telecommunications",0,0,3.19,93.84
"1102","Telecommunications",0,0,7.3,93.84
"1115","Telecommunications",0,0,1.44,93.84
"1440","Telecommunications",0,0,20.04,93.84
"1800","Telecommunications",38,0.53,42.45,93.84
"1478","Telecommunications",0,0,11.61,93.84
"1113","Telecommunications",0,0,29.19,93.84
"1127","Telecommunications",0,0,2.57,93.84
"1791","Telecommunications",0,0,20.76,93.84
"1477","Telecommunications",0,0,7.19,93.84
"1396","Telecommunications",0,0,8.63,93.84
"1122","Telecommunications",1,0.17,30.32,93.84
"1790","Telecommunications",6,1.25,35.56,93.84
"1513","Telecommunications",6,0.48,17.47,93.84
"978","Telecommunications",0,0,5.86,93.84
"1080","Telecommunications",0,0,31.65,93.84
"1780","Telecommunications",49,1.17,14.18,93.84
"575","Telecommunications",0,0,1.64,93.84
"96","Telecommunications",0,0,19.42,93.84
"1390","Telecommunications",4329,1.68,65.36,93.84
"1770","Telecommunications",287,1.1,52.93,93.84
"573","Telecommunications",0,0,5.55,93.84
"987","Telecommunications",0,0,12.54,93.84
"1364","Telecommunications",3,0.29,21.89,93.84
"1761","Telecommunications",19,0.39,12.33,93.84
"871","Telecommunications",2,0.56,21.48,93.84
"1129","Telecommunications",4,3.38,73.38,93.84
"1444","Telecommunications",0,0,27.03,93.84
"1097","Telecommunications",0,0,1.03,93.84
"870","Telecommunications",0,0,8.12,93.84
"1128","Telecommunications",5,6.53,62.49,93.84
"1461","Telecommunications",0,0,44.09,93.84
"1096","Telecommunications",0,0,5.55,93.84
"936","Telecommunications",2,0.22,7.4,93.84
"641","Telecommunications",0,0,20.86,93.84
"1451","Telecommunications",0,0,54.27,93.84
"1556","Telecommunications",0,0,29.7,93.84
"1104","Telecommunications",0,0,3.91,93.84
"640","Telecommunications",0,0,19.63,93.84
"1450","Telecommunications",3,0.67,8.02,93.84
"1801","Telecommunications",17,0.5,21.99,93.84
"1469","Telecommunications",3,0.67,19.84,93.84
"1398","Telecommunications",0,0,15.31,93.84
"50","Telecommunications",27,0.73,32.68,93.84
"1792","Telecommunications",574,1.01,74,93.84
"1468","Telecommunications",0,0,33.09,93.84
"1397","Telecommunications",1,0.2,34.64,93.84
"5","Telecommunications",0,0,4.52,93.84
"1782","Telecommunications",87,0.82,9.97,93.84
"1514","Telecommunications",40,0.38,8.74,93.84
"1081","Telecommunications",1,0.12,8.43,93.84
"600","Telecommunications",80,0.61,13.77,93.84
"1781","Telecommunications",39,0.54,27.13,93.84
"576","Telecommunications",0,0,10.28,93.84
"962","Telecommunications",0,0,0.21,93.84
"110","Telecommunications",0,0,5.65,93.84
"1771","Telecommunications",6,0.28,15.83,93.84
"873","Telecommunications",2,0.87,11.2,93.84
"989","Telecommunications",0,0,11.1,93.84
"1365","Telecommunications",5,0.28,12.54,93.84
"1762","Telecommunications",35,0.5,45.22,93.84
"872","Telecommunications",0,0,12.64,93.84
"113","Telecommunications",5,2.48,43.37,93.84
"1445","Telecommunications",0,0,51.08,93.84
"1099","Telecommunications",0,0,11.2,93.84
"938","Telecommunications",0,0,25.8,93.84
"643","Telecommunications",0,0,4.01,93.84
"1463","Telecommunications",10,3.34,58.68,93.84
"1051","Telecommunications",6,0.53,14.08,93.84
"937","Telecommunications",0,0,6.89,93.84
"642","Telecommunications",7,3.47,32.07,93.84
"1452","Telecommunications",0,0,22.51,93.84
"1557","Telecommunications",0,0,5.76,93.84
"1105","Telecommunications",0,0,3.6,93.84
"140","Telecommunications",0,0,8.74,93.84
"503","Telecommunications",9,0.93,14.59,93.84
"1802","Telecommunications",53,0.32,19.22,93.84
"147","Telecommunications",0,0,22.3,93.84
"1399","Telecommunications",0,0,77.9,93.84
"502","Telecommunications",58,0.81,36.69,93.84
"1793","Telecommunications",0,0,15.72,93.84
"1360","Telecommunications",9,1.71,60.43,93.84
"1083","Telecommunications",11,0.25,13.87,93.84
"602","Telecommunications",0,0,15.72,93.84
"1783","Telecommunications",7,0.19,7.71,93.84
"1515","Telecommunications",2,0.17,14.7,93.84
"1082","Telecommunications",7,0.1,15.72,93.84
"601","Telecommunications",0,0,23.33,93.84
"1773","Telecommunications",20,0.47,20.66,93.84
"578","Telecommunications",0,0,6.99,93.84
"969","Telecommunications",0,0,4.32,93.84
"1100","Telecommunications",0,0,15.31,93.84
"1772","Telecommunications",33,0.4,11.41,93.84
"874","Telecommunications",0,0,29.19,93.84
"99","Telecommunications",0,0,7.91,93.84
"1366","Telecommunications",0,0,22.3,93.84
"1763","Telecommunications",4,0.23,14.08,93.84
"864","Telecommunications",1,1.1,41.83,93.84
"1130","Telecommunications",0,0,30.01,93.84
"1446","Telecommunications",0,0,8.22,93.84
"11","Telecommunications",0,0,54.16,93.84
"939","Telecommunications",0,0,5.86,93.84
"645","Telecommunications",1,0.15,9.35,93.84
"1464","Telecommunications",0,0,13.16,93.84
"1052","Telecommunications",0,0,11.92,93.84
"929","Telecommunications",0,0,44.4,93.84
"632","Telecommunications",0,0,8.12,93.84
"1453","Telecommunications",0,0,21.89,93.84
"1558","Telecommunications",0,0,5.55,93.84
"928","Telecommunications",0,0,27.13,93.84
"630","Telecommunications",1,0.17,18.91,93.84
"504","Telecommunications",0,0,4.52,93.84
"1803","Telecommunications",33,0.56,19.84,93.84
"1042","Telecommunications",1,0.27,4.93,93.84
"218","Telecommunications",18,0.27,18.4,93.84
"605","Telecommunications",1,0.08,8.74,93.84
"1794","Telecommunications",9,0.59,23.54,93.84
"1361","Telecommunications",1,0.8,11.31,93.84
"1084","Telecommunications",24,0.28,17.37,93.84
"604","Telecommunications",1,0.16,11.92,93.84
"1784","Telecommunications",5353,4.22,54.27,93.84
"1516","Telecommunications",0,0,2.77,93.84
"970","Telecommunications",0,0,0,93.84
"626","Telecommunications",0,0,11.72,93.84
"1774","Telecommunications",74,0.64,43.78,93.84
"579","Telecommunications",1,0.2,17.06,93.84
"97","Telecommunications",2,3.83,34.33,93.84
"1101","Telecommunications",0,0,13.16,93.84
"1765","Telecommunications",1,0.19,9.56,93.84
"875","Telecommunications",0,0,16.34,93.84
"990","Telecommunications",0,0,5.86,93.84
"1055","Telecommunications",1,0.14,35.87,93.84
"1764","Telecommunications",18,1.41,36.38,93.84
"866","Telecommunications",0,0,23.84,93.84
"1132","Telecommunications",0,0,31.45,93.84
"1447","Telecommunications",1,1.69,47.69,93.84
"1046","Telecommunications",4,0.21,7.09,93.84
"94","Telecommunications",0,0,4.83,93.84
"646","Telecommunications",0,0,0.21,93.84
"1465","Telecommunications",1,0.72,7.71,93.84
"1053","Telecommunications",4,0.2,15.83,93.84
"93","Telecommunications",2,0.17,12.85,93.84
"633","Telecommunications",0,0,3.49,93.84
"1454","Telecommunications",2,0.87,17.99,93.84
"1559","Telecommunications",0,0,34.43,93.84
"1044","Telecommunications",9,0.38,20.25,93.84
"222","Telecommunications",24,0.34,18.5,93.84
"505","Telecommunications",0,0,27.65,93.84
"1804","Telecommunications",54,0.67,21.07,93.84
"1043","Telecommunications",3,0.19,10.38,93.84
"219","Telecommunications",0,0,12.44,93.84
"606","Telecommunications",0,0,6.89,93.84
"1795","Telecommunications",16,0.54,9.04,93.84
"1362","Telecommunications",11,0.56,16.14,93.84
"1085","Telecommunications",71,0.15,41.93,93.84
"629","Telecommunications",0,0,14.18,93.84
"1785","Telecommunications",390,0.44,22.71,93.84
"1517","Telecommunications",0,0,13.87,93.84
"971","Telecommunications",0,0,7.71,93.84
"628","Telecommunications",0,0,4.21,93.84
"1775","Telecommunications",6,0.22,18.19,93.84
"580","Telecommunications",0,0,2.36,93.84
"1093","Telecommunications",0,0,12.95,93.84
"1057","Telecommunications",4,0.3,13.67,93.84
"1766","Telecommunications",206,0.53,4.01,93.84
"876","Telecommunications",3,1.44,56.53,93.84
"1091","Telecommunications",0,0,0.51,93.84
"1056","Telecommunications",2,0.1,11.2,93.84
"1048","Telecommunications",2,0.14,17.78,93.84
"867","Telecommunications",0,0,47.69,93.84
"1133","Telecommunications",6,0.35,20.86,93.84
"1448","Telecommunications",0,0,5.04,93.84
"1047","Telecommunications",0,0,13.05,93.84
"940","Telecommunications",3,0.75,57.66,93.84
"647","Telecommunications",0,0,9.56,93.84
"1466","Telecommunications",0,0,16.14,93.84
"1054","Telecommunications",0,0,16.55,93.84
"930","Telecommunications",0,0,21.69,93.84
"634","Telecommunications",0,0,27.24,93.84
"1455","Telecommunications",0,0,1.75,93.84
"156","Telecommunications",0,0,2.57,93.84
"1045","Telecommunications",0,0,17.57,93.84
"223","Telecommunications",0,0,0,93.84
"506","Telecommunications",0,0,38.64,93.84
"1805","Telecommunications",46,0.77,22.2,93.84
"205","Telecommunications",0,0,18.6,93.84
"1088","Telecommunications",6290,0.82,46.25,93.84
"609","Telecommunications",0,0,9.25,93.84
"1796","Telecommunications",4,0.38,12.64,93.84
"1026","Telecommunications",1,0.14,16.44,93.84
"1086","Telecommunications",7,0.4,33.71,93.84
"593","Telecommunications",8,0.19,17.27,93.84
"23","Telecommunications",0,0,12.64,93.84
"1518","Telecommunications",90,0.84,37.62,93.84
"974","Telecommunications",0,0,0,93.84
"860","Telecommunications",1,1.37,9.04,93.84
"1776","Telecommunications",57,0.42,13.87,93.84
"581","Telecommunications",0,0,9.97,93.84
"1095","Telecommunications",0,0,28.06,93.84
"1058","Telecommunications",5,0.73,35.35,93.84
"1767","Telecommunications",141,0.73,35.35,93.84
"877","Telecommunications",0,0,45.94,93.84
"1023","Telecommunications",47,0.45,30.73,93.84
"925","Telecommunications",0,0,40.7,93.84
"1049","Telecommunications",15,0.57,11.82,93.84
"868","Telecommunications",0,0,46.56,93.84
"1135","Telecommunications",0,0,2.26,93.84
"1449","Telecommunications",0,0,12.64,93.84
"211","Telecommunications",0,0,13.46,93.84
"941","Telecommunications",0,0,11,93.84
"649","Telecommunications",0,0,17.06,93.84
"1467","Telecommunications",0,0,0,93.84
"103","Telecommunications",0,0,11.82,93.84
"931","Telecommunications",0,0,28.37,93.84
"635","Telecommunications",0,0,42.03,93.84
"1456","Telecommunications",0,0,25.39,93.84
"1560","Telecommunications",0,0,5.76,93.84
"1357","Telecommunications",16,0.77,55.19,93.84
"102","Telecommunications",0,0,1.75,93.84
"507","Telecommunications",1,0.07,20.04,93.84
"1806","Telecommunications",7,0.26,12.13,93.84
"206","Telecommunications",0,0,0.92,93.84
"1089","Telecommunications",5,0.07,11.61,93.84
"61","Telecommunications",3,2.78,29.09,93.84
"1797","Telecommunications",29,0.48,23.64,93.84
"1027","Telecommunications",0,0,10.48,93.84
"1427","Telecommunications",79,0.64,29.5,93.84
"594","Telecommunications",5,0.66,11.72,93.84
"230","Telecommunications",0,0,37.2,93.84
"1519","Telecommunications",8,0.95,47.48,93.84
"1426","Telecommunications",0,0,29.7,93.84
"861","Telecommunications",4,0.38,9.76,93.84
"1777","Telecommunications",295,1.91,48.92,93.84
"582","Telecommunications",2,0.44,25.49,93.84
"1351","Telecommunications",0,0,27.13,93.84
"1059","Telecommunications",1,0.12,15.01,93.84
"1768","Telecommunications",1383,1.46,46.15,93.84
"879","Telecommunications",0,0,14.18,93.84
"1024","Telecommunications",23,0.41,20.66,93.84
"926","Telecommunications",2,0.67,12.74,93.84
"105","Telecommunications",8,0.7,19.42,93.84
"869","Telecommunications",0,0,38.75,93.84
"1136","Telecommunications",0,0,3.39,93.84
"1349","Telecommunications",0,0,8.63,93.84
"213","Telecommunications",8,0.2,13.46,93.84
"942","Telecommunications",0,0,2.57,93.84
"650","Telecommunications",1,0.07,17.37,93.84
"1348","Telecommunications",86,0.94,62.18,93.84
"1030","Telecommunications",4,0.22,15.83,93.84
"932","Telecommunications",0,0,9.04,93.84
"637","Telecommunications",1,9.57,5.45,93.84
"1458","Telecommunications",0,0,22.82,93.84
"1561","Telecommunications",0,0,6.68,93.84
"1358","Telecommunications",5,1.14,12.23,93.84
"1021","Telecommunications",35,0.5,22.2,93.84
"51","Telecommunications",1,0.25,15.52,93.84
"1807","Telecommunications",3,0.72,16.75,93.84
"208","Telecommunications",1,0.17,9.56,93.84
"109","Telecommunications",0,0,9.15,93.84
"610","Telecommunications",118,0.66,17.99,93.84
"1798","Telecommunications",0,0,21.69,93.84
"1028","Telecommunications",5,0.2,15.01,93.84
"1428","Telecommunications",0,0,3.91,93.84
"596","Telecommunications",0,0,13.36,93.84
"231","Telecommunications",63,0.63,38.13,93.84
"1520","Telecommunications",2,0.21,12.74,93.84
"1355","Telecommunications",1,0.6,33.5,93.84
"862","Telecommunications",0,0,17.88,93.84
"1778","Telecommunications",27,0.42,15.52,93.84
"583","Telecommunications",0,0,12.13,93.84
"1354","Telecommunications",0,0,1.34,93.84
"1060","Telecommunications",0,0,26.82,93.84
"1769","Telecommunications",8,0.28,8.63,93.84
"88","Telecommunications",0,0,6.78,93.84
"1025","Telecommunications",267,0.8,33.71,93.84
"927","Telecommunications",0,0,5.45,93.84
"1050","Telecommunications",2,0.34,36.38,93.84
"87","Telecommunications",0,0,20.25,93.84
"1138","Telecommunications",0,0,1.85,93.84
"135","Telecommunications",0,0,9.35,93.84
"214","Telecommunications",2,0.84,15.01,93.84
"945","Telecommunications",0,0,0,93.84
"653","Telecommunications",0,0,9.46,93.84
"146","Telecommunications",0,0,24.56,93.84
"1031","Telecommunications",4,0.29,6.47,93.84
"934","Telecommunications",0,0,7.09,93.84
"64","Telecommunications",0,0,0,93.84
"1459","Telecommunications",0,0,1.54,93.84
"1562","Telecommunications",4,0.23,9.25,93.84
"1359","Telecommunications",0,0,15.01,93.84
"1022","Telecommunications",6,0.34,24.87,93.84
"510","Telecommunications",226,0.99,42.03,93.84
"1808","Telecommunications",0,0,12.85,93.84
"210","Telecommunications",0,0,9.25,93.84
"1090","Telecommunications",3,0.18,9.46,93.84
"611","Telecommunications",1,0.68,12.23,93.84
"1799","Telecommunications",24,1.69,48,93.84
"1029","Telecommunications",9,0.16,9.56,93.84
"1429","Telecommunications",106,6.84,33.92,93.84
"597","Telecommunications",1,0.57,16.44,93.84
"233","Telecommunications",0,0,12.02,93.84
"1521","Telecommunications",2,0.99,46.45,93.84
"1356","Telecommunications",5,0.65,46.04,93.84
"863","Telecommunications",10,0.65,25.18,93.84
"1779","Telecommunications",3,0.08,8.22,93.84
"585","Telecommunications",0,0,0,93.84
"1378","Telecommunications",47,0.32,17.88,93.84
"1061","Telecommunications",368,0.4,41.42,93.84
"1696","Telecommunications",50,0.38,8.43,93.84
"1833","Telecommunications",0,0,1.13,93.84
"1400","Telecommunications",1,0.23,47.17,93.84
"1266","Telecommunications",0,0,8.53,93.84
"1687","Telecommunications",396,0.43,6.78,93.84
"840","Telecommunications",2,0.68,26.52,93.84
"114","Telecommunications",0,0,9.15,93.84
"123","Telecommunications",0,0,0,93.84
"1008","Telecommunications",0,0,0.51,93.84
"769","Telecommunications",0,0,6.17,93.84
"185","Telecommunications",5,0.81,17.68,93.84
"1374","Telecommunications",70,0.31,18.29,93.84
"1032","Telecommunications",0,0,11.41,93.84
"849","Telecommunications",0,0,4.01,93.84
"1826","Telecommunications",0,0,1.95,93.84
"1718","Telecommunications",19,0.36,20.86,93.84
"1563","Telecommunications",0,0,2.47,93.84
"745","Telecommunications",923,1.46,61.87,93.84
"838","Telecommunications",0,0,66.6,93.84
"511","Telecommunications",0,0,13.36,93.84
"1809","Telecommunications",2,0.7,5.76,93.84
"1383","Telecommunications",63,0.45,18.81,93.84
"612","Telecommunications",1,0.09,36.28,93.84
"386","Telecommunications",0,0,0.31,93.84
"1724","Telecommunications",149,0.24,8.94,93.84
"143","Telecommunications",0,0,8.22,93.84
"1331","Telecommunications",3,0.21,9.15,93.84
"485","Telecommunications",0,0,7.91,93.84
"1715","Telecommunications",26,0.43,33.3,93.84
"1522","Telecommunications",2,0.12,16.96,93.84
"1420","Telecommunications",1,0.61,21.79,93.84
"1071","Telecommunications",4,0.07,18.5,93.84
"893","Telecommunications",2,2.13,46.35,93.84
"586","Telecommunications",1,0.33,12.44,93.84
"1379","Telecommunications",389,0.39,8.74,93.84
"1062","Telecommunications",0,0,2.16,93.84
"1697","Telecommunications",22,1.15,80.47,93.84
"1836","Telecommunications",19,0.48,17.06,93.84
"1401","Telecommunications",1,2.39,43.88,93.84
"127","Telecommunications",0,0,9.04,93.84
"1688","Telecommunications",11,0.24,12.85,93.84
"841","Telecommunications",2,1.47,43.88,93.84
"1142","Telecommunications",0,0,13.16,93.84
"1237","Telecommunications",0,0,0.21,93.84
"101","Telecommunications",2,4.79,34.33,93.84
"77","Telecommunications",14,0.25,5.34,93.84
"1855","Telecommunications",0,0,6.68,93.84
"1376","Telecommunications",95,0.66,37.72,93.84
"1033","Telecommunications",1,0.32,56.94,93.84
"850","Telecommunications",0,0,27.65,93.84
"1828","Telecommunications",0,0,1.34,93.84
"1719","Telecommunications",9,0.56,19.32,93.84
"1565","Telecommunications",0,0,4.52,93.84
"746","Telecommunications",183,0.68,45.53,93.84
"839","Telecommunications",1,0.87,23.84,93.84
"514","Telecommunications",20,0.2,19.63,93.84
"181","Telecommunications",0,0,8.22,93.84
"1385","Telecommunications",509,1.21,34.33,93.84
"614","Telecommunications",163,1.39,68.96,93.84
"387","Telecommunications",0,0,13.26,93.84
"1725","Telecommunications",9,1.08,45.02,93.84
"1430","Telecommunications",0,0,2.77,93.84
"1332","Telecommunications",0,0,45.02,93.84
"486","Telecommunications",7,0.13,14.39,93.84
"1716","Telecommunications",3,0.43,16.03,93.84
"1523","Telecommunications",1,0.1,8.63,93.84
"1421","Telecommunications",0,0,8.32,93.84
"1072","Telecommunications",0,0,7.19,93.84
"895","Telecommunications",1,4.79,34.22,93.84
"587","Telecommunications",0,0,15.11,93.84
"138","Telecommunications",21,0.49,10.38,93.84
"1063","Telecommunications",42,0.45,13.46,93.84
"1698","Telecommunications",38,0.43,21.07,93.84
"1838","Telecommunications",0,0,7.09,93.84
"1402","Telecommunications",0,0,20.66,93.84
"1274","Telecommunications",0,0,1.13,93.84
"1689","Telecommunications",33,0.75,12.23,93.84
"844","Telecommunications",0,0,9.97,93.84
"1143","Telecommunications",0,0,8.12,93.84
"124","Telecommunications",0,0,40.29,93.84
"1015","Telecommunications",0,0,0,93.84
"770","Telecommunications",0,0,37.82,93.84
"1856","Telecommunications",0,0,2.77,93.84
"1377","Telecommunications",56,0.35,14.59,93.84
"1034","Telecommunications",1,0.26,17.88,93.84
"851","Telecommunications",0,0,51.39,93.84
"183","Telecommunications",6,0.16,16.96,93.84
"172","Telecommunications",0,0,8.43,93.84
"1567","Telecommunications",0,0,13.87,93.84
"747","Telecommunications",193,0.36,24.56,93.84
"84","Telecommunications",0,0,21.89,93.84
"515","Telecommunications",0,0,10.89,93.84
"1810","Telecommunications",398,1.43,50.36,93.84
"1386","Telecommunications",1,0.23,16.34,93.84
"615","Telecommunications",0,0,12.85,93.84
"388","Telecommunications",0,0,8.94,93.84
"1726","Telecommunications",34,0.35,15.31,93.84
"1432","Telecommunications",1,0.09,16.44,93.84
"1333","Telecommunications",0,0,7.3,93.84
"487","Telecommunications",5,0.2,9.04,93.84
"1717","Telecommunications",0,0,9.04,93.84
"1524","Telecommunications",0,0,15.93,93.84
"1422","Telecommunications",0,0,3.6,93.84
"1074","Telecommunications",1,0.02,13.26,93.84
"896","Telecommunications",0,0,19.01,93.84
"589","Telecommunications",0,0,11.61,93.84
"1382","Telecommunications",18,0.5,15.21,93.84
"1064","Telecommunications",0,0,3.6,93.84
"1699","Telecommunications",35,0.25,9.87,93.84
"184","Telecommunications",0,0,10.07,93.84
"1403","Telecommunications",4,1.21,21.48,93.84
"1277","Telecommunications",0,0,0.21,93.84
"169","Telecommunications",348,4.39,35.56,93.84
"845","Telecommunications",1,5.74,13.67,93.84
"1145","Telecommunications",0,0,1.75,93.84
"1245","Telecommunications",0,0,11.31,93.84
"1016","Telecommunications",0,0,5.14,93.84
"771","Telecommunications",0,0,35.46,93.84
"1857","Telecommunications",0,0,6.17,93.84
"1436","Telecommunications",0,0,46.35,93.84
"1035","Telecommunications",4,0.27,13.67,93.84
"853","Telecommunications",0,0,16.96,93.84
"491","Telecommunications",0,0,4.11,93.84
"1720","Telecommunications",15,0.52,19.53,93.84
"1570","Telecommunications",0,0,27.03,93.84
"748","Telecommunications",17,0.25,8.84,93.84
"809","Telecommunications",0,0,11.1,93.84
"516","Telecommunications",2,0.08,20.66,93.84
"1811","Telecommunications",3,0.39,20.35,93.84
"1678","Telecommunications",159,0.6,11.41,93.84
"616","Telecommunications",1,0.06,19.63,93.84
"390","Telecommunications",0,0,1.13,93.84
"1727","Telecommunications",1,0.48,49.33,93.84
"1433","Telecommunications",2,2.13,16.24,93.84
"1334","Telecommunications",0,0,1.54,93.84
"488","Telecommunications",0,0,4.52,93.84
"1742","Telecommunications",915,1.63,48.51,93.84
"1525","Telecommunications",2,0.36,17.88,93.84
"1423","Telecommunications",0,0,40.6,93.84
"1075","Telecommunications",1,0.06,6.68,93.84
"897","Telecommunications",1,0.87,30.63,93.84
"590","Telecommunications",0,0,45.02,93.84
"1003","Telecommunications",0,0,3.7,93.84
"1065","Telecommunications",1,0.08,11.1,93.84
"170","Telecommunications",116,0.73,44.09,93.84
"1840","Telecommunications",3,1.27,14.18,93.84
"1404","Telecommunications",0,0,16.44,93.84
"128","Telecommunications",0,0,10.89,93.84
"1690","Telecommunications",1,0.16,22.4,93.84
"846","Telecommunications",0,0,14.8,93.84
"1146","Telecommunications",0,0,34.12,93.84
"125","Telecommunications",1,0.55,54.37,93.84
"1681","Telecommunications",0,0,11.61,93.84
"772","Telecommunications",0,0,44.5,93.84
"1858","Telecommunications",0,0,13.16,93.84
"1437","Telecommunications",2,0.53,17.37,93.84
"1036","Telecommunications",15,0.81,7.5,93.84
"854","Telecommunications",1,0.18,12.23,93.84
"495","Telecommunications",0,0,0,93.84
"1721","Telecommunications",5,0.22,12.54,93.84
"1571","Telecommunications",0,0,2.06,93.84
"749","Telecommunications",0,0,72.15,93.84
"81","Telecommunications",0,0,11.1,93.84
"517","Telecommunications",72,1.03,15.01,93.84
"1812","Telecommunications",8,0.31,16.55,93.84
"1679","Telecommunications",1,0.11,15.72,93.84
"619","Telecommunications",230,5.32,51.9,93.84
"391","Telecommunications",1,0.2,14.7,93.84
"1728","Telecommunications",7,0.52,9.56,93.84
"1434","Telecommunications",0,0,14.59,93.84
"1335","Telecommunications",0,0,16.96,93.84
"489","Telecommunications",37,0.37,19.32,93.84
"1743","Telecommunications",36,0.57,13.87,93.84
"1526","Telecommunications",1,0.06,9.66,93.84
"1424","Telecommunications",0,0,4.73,93.84
"1076","Telecommunications",0,0,13.05,93.84
"898","Telecommunications",1,0.84,53.65,93.84
"591","Telecommunications",0,0,2.77,93.84
"1004","Telecommunications",0,0,0.41,93.84
"1066","Telecommunications",0,0,24.67,93.84
"1700","Telecommunications",105,0.68,23.84,93.84
"1844","Telecommunications",0,0,3.6,93.84
"1405","Telecommunications",1,2.87,58.99,93.84
"1282","Telecommunications",27,0.42,22.61,93.84
"1691","Telecommunications",4,0.18,9.97,93.84
"847","Telecommunications",0,0,1.54,93.84
