Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Post-IPO Equity - Insig AI,https://www.crunchbase.com/funding_round/insig-ai-post-ipo-equity--23529545,Insig AI,https://www.crunchbase.com/organization/insig-ai,Post-IPO Equity,813000,GBP,1038402,2024-06-04,,,,,Yes,Insig AI is a leading AI and machine learning company serving the asset management industry.,"Artificial Intelligence (AI), Machine Learning",,"London, England, United Kingdom, Europe",https://insg.ai/,,813000,GBP,1038402,IPO,1,Nirmal Ratan Holdings,"John Wilson, Nirmal Ratan Holdings",2,,"13,578"
Seed Round - Tendertec,https://www.crunchbase.com/funding_round/tendertec-seed--8d97fcae,Tendertec,https://www.crunchbase.com/organization/tendertec,Seed,440000,GBP,561989,2024-06-04,Seed,,,,Yes,"Better care, anytime & anywhere, through powerful A.I.","Artificial Intelligence (AI), Assisted Living, Assistive Technology, Elder Care, Elderly, Fitness, Health Care, Home Health Care, Sensor, Wellness",,"Cardiff, Cardiff, United Kingdom, Europe",https://tendertec.org,Less than $1M,2973871,USD,2973871,Seed,3,Development Bank of Wales,"Development Bank of Wales, Puffin Point, Theti Club",3,2,"13,587"
Non Equity Assistance - Arimsys,https://www.crunchbase.com/funding_round/arimsys-non-equity-assistance--4e1c2069,Arimsys,https://www.crunchbase.com/organization/arimsys,Non-equity Assistance,20000,AUD,13493,2024-07-08,,,,,No,"A SaaS platform that enhances material lifecycle management, quality assurance and traceability in manufacturing","Artificial Intelligence (AI), Data Collection and Labeling, Manufacturing, SaaS",,"Melbourne, Victoria, Australia, Oceania",https://www.arimsys.com,,23000,AUD,15439,,2,,RMIT Activator,1,,"13,588"
Non Equity Assistance - AUS BIOS LABS,https://www.crunchbase.com/funding_round/aus-bios-labs-non-equity-assistance--a68beef4,AUS BIOS LABS,https://www.crunchbase.com/organization/aus-bios-labs,Non-equity Assistance,20000,AUD,13493,2024-07-08,,,,,No,A DeepTech Med Tech company endeavouring to push the boundaries of the healthcare sector through breakthrough technologies.,"Health Diagnostics, Machine Learning, Manufacturing, Medical Device, Software",,"Melbourne, Victoria, Australia, Oceania",https://www.ausbioslabs.com/,,22500,AUD,15115,,2,,RMIT Activator,1,,"13,621"
Venture Round - Nexus Cognitive,https://www.crunchbase.com/funding_round/nexus-cognitive-series-unknown--1ea7330f,Nexus Cognitive,https://www.crunchbase.com/organization/nexus-cognitive,Venture - Series Unknown,,,,2024-06-04,,,,,Yes,Nexus Cognitive develops data analytics and digital-maturity software.,"Analytics, Business Intelligence, Cloud Computing, Information Technology, Internet of Things, Machine Learning, Software",,"Addison, Texas, United States, North America",https://www.nexuscognitive.com,$1M to $10M,,,,,1,Insight Partners,Insight Partners,1,1,"13,628"
Seed Round - Human Native AI,https://www.crunchbase.com/funding_round/human-native-ai-seed--2d2292c2,Human Native AI,https://www.crunchbase.com/organization/human-native-ai,Seed,2800000,GBP,3586787,2024-06-03,Seed,,,,Yes,Human Native AI operates as an AI data marketplace.,"Artificial Intelligence (AI), Software",,"London, England, United Kingdom, Europe",https://www.humannative.ai/,,2800000,GBP,3586787,Seed,1,"LocalGlobe, Mercuri","LocalGlobe, Mercuri",2,2,"13,739"
Post-IPO Equity - Fobi,https://www.crunchbase.com/funding_round/fobi-post-ipo-equity--9a73ea57,Fobi,https://www.crunchbase.com/organization/fobi,Post-IPO Equity,1500000,USD,1500000,2024-06-28,,,,,Yes,Fobi is a cutting-edge data intelligence company that helps our clients turn real-time data.,"Analytics, Artificial Intelligence (AI), Information Services, Information Technology",,"Vancouver, British Columbia, Canada, North America",https://www.fobi.ai,$1M to $10M,6354020,USD,6354020,IPO,4,,,,,"14,222"
Angel Round - Kunlunyuan,https://www.crunchbase.com/funding_round/kunlunyuan-angel--93001c36,Kunlunyuan,https://www.crunchbase.com/organization/kunlunyuan,Angel,,,,2024-07-15,Seed,,,,Yes,Kunlunyuan offers full-stack technology services for AI big models.,"Artificial Intelligence (AI), Information Technology, Software",,,,,,,,Seed,1,,,,,"14,504"
Venture Round - Periculum,https://www.crunchbase.com/funding_round/periculum-series-unknown--2c9ac0c2,Periculum,https://www.crunchbase.com/organization/periculum,Venture - Series Unknown,,,,2024-06-25,,,,,Yes,Periculum is an AI company providing analytic solutions for the African market.,"Analytics, Artificial Intelligence (AI), Machine Learning",,"Waterloo, Ontario, Canada, North America",https://www.periculum.io,$10M to $50M,1692815,USD,1692815,,7,Launch Africa,Launch Africa,1,,"14,763"
Seed Round - Lengo,https://www.crunchbase.com/funding_round/lengo-seed--92c432be,Lengo,https://www.crunchbase.com/organization/lengo,Seed,,,,2024-06-25,Seed,,,,Yes,Lengo is an AI based intelligence platform that offers a large database on consumer goods for companies in the FMCG sector.,"Artificial Intelligence (AI), Consumer Goods, Information Services, SaaS",,"Dakar, Dakar, Senegal, Africa",https://lengo.ai,,,,,Seed,4,Launch Africa,Launch Africa,1,,"14,806"
Seed Round - Kredete,https://www.crunchbase.com/funding_round/kredete-seed--f1dea8a2,Kredete,https://www.crunchbase.com/organization/kredete,Seed,,,,2024-06-25,Seed,,,,Yes,Kredete is a platform for African immigrants in North America to send money home to 20+ countries instantly at low fees and build credit.,"Artificial Intelligence (AI), B2B, Banking, Blockchain, Credit, Financial Exchanges, Machine Learning, Payments, SaaS, Software",Black Led,"New York, New York, United States, North America",https://www.kredete.io,,515000,USD,515000,Seed,5,Launch Africa,Launch Africa,1,,"14,805"
Seed Round - Logistify AI,https://www.crunchbase.com/funding_round/logistify-ai-seed--d1d13675,Logistify AI,https://www.crunchbase.com/organization/logistify-ai,Seed,,,,2024-06-25,Seed,,,,Yes,Logistify AI is an AI platform for warehousing businesses.,"Artificial Intelligence (AI), Machine Learning, Warehousing",,"Tallinn, Harjumaa, Estonia, Europe",https://www.logistify.ai/,$1M to $10M,,,,Seed,4,Launch Africa,Launch Africa,1,,"14,780"
Grant - LoopX,https://www.crunchbase.com/funding_round/loopx-7247-grant--ab6159b6,LoopX,https://www.crunchbase.com/organization/loopx-7247,Grant,250000,CAD,183039,2024-06-24,,,,,No,"LoopX offers system solutions for autonomous vehicles, mining equipment manufacturers, and mining technology companies.","Artificial Intelligence (AI), Autonomous Vehicles, Robotics, Software",,"Waterloo, Ontario, Canada, North America",https://www.loopx.ai,,446574,USD,446574,Seed,4,Mining Innovation Commercialization Accelerator,Mining Innovation Commercialization Accelerator,1,,"14,754"
Series D - Avidbots Corp.,https://www.crunchbase.com/funding_round/avidbots-series-d--8d6a625a,Avidbots Corp.,https://www.crunchbase.com/organization/avidbots,Series D,,,,2024-06-10,Late Stage Venture,,,,Yes,"Avidbots designs, manufactures, sells and supports autonomous connected robots that expand human potential.","Artificial Intelligence (AI), Computer Vision, Hardware, Machinery Manufacturing, Manufacturing, Robotics, Software",,"Kitchener, Ontario, Canada, North America",http://www.avidbots.com/,$1M to $10M,106350535,USD,106350535,Late Stage Venture,12,,"HAX, SOSV",2,1,"14,770"
Pre Seed Round - VidAU,https://www.crunchbase.com/funding_round/vidau-pre-seed--a844c9cf,VidAU,https://www.crunchbase.com/organization/vidau,Pre-Seed,,,,2024-06-25,Seed,,,,Yes,VidAU is an AI-powered video generation platform designed to simplify the video creation process.,"Generative AI, SaaS, Software, Video, Video Editing, Web Apps",,"San Francisco, California, United States, North America",https://www.vidau.ai,,,,,Seed,1,River Jin Technology,River Jin Technology,1,,"15,263"
Series A - Dodona Analytics,https://www.crunchbase.com/funding_round/dodona-analytics-series-a--2c1d8ea5,Dodona Analytics,https://www.crunchbase.com/organization/dodona-analytics,Series A,,,,2024-06-25,Early Stage Venture,,,,Yes,Dodona Analytics is an e-mobility platform.,"Artificial Intelligence (AI), Database, Software",,"London, England, United Kingdom, Europe",https://dodonaemobility.com,,,,,Early Stage Venture,2,Flashpoint,"Flashpoint, WaVe-X",2,2,"15,431"
Seed Round - csky.ai,https://www.crunchbase.com/funding_round/clearsky-229c-seed--f7f19085,csky.ai,https://www.crunchbase.com/organization/clearsky-229c,Seed,775000,CHF,861766,2024-07-01,Seed,,,,Yes,csky.ai is specializing in the augmentation of the most confidential conversations with Edge AI technology.,"Artificial Intelligence (AI), Cyber Security, Health Care, Information Services, Information Technology, Machine Learning, Meeting Software",,"Lausanne, Vaud, Switzerland, Europe",https://csky.ai/,,1025000,CHF,1134744,Seed,4,,,,,"15,473"
Post-IPO Equity - Recursion Pharmaceuticals,https://www.crunchbase.com/funding_round/recursion-pharmaceuticals-post-ipo-equity--0f2a753c,Recursion Pharmaceuticals,https://www.crunchbase.com/organization/recursion-pharmaceuticals,Post-IPO Equity,200000000,USD,200000000,2024-06-26,,,,,Yes,Recursion Pharmaceuticals is a biotech company that develops a drug discovery platform and pipeline with machine learning.,"Artificial Intelligence (AI), Biotechnology, Machine Learning, Pharmaceutical, Software, Therapeutics",,"Salt Lake City, Utah, United States, North America",https://www.recursion.com,$10M to $50M,865376000,USD,865376000,IPO,19,,,,,"15,524"
Pre Seed Round - Kroto,https://www.crunchbase.com/funding_round/kroto-pre-seed--93d6dd58,Kroto,https://www.crunchbase.com/organization/kroto,Pre-Seed,12500000,INR,149771,2024-06-01,Seed,,,,Yes,Kroto provides businesses to create studio-quality films and step-by-step guidance using AI.,"Artificial Intelligence (AI), Video",,"Bareilly, Uttar Pradesh, India, Asia",https://www.kroto.one,,12500000,INR,149771,Seed,1,100X.VC,100X.VC,1,1,"15,574"
Initial Coin Offering - Harambe AI,https://www.crunchbase.com/funding_round/harambe-ai-initial-coin-offering--f1ddf638,Harambe AI,https://www.crunchbase.com/organization/harambe-ai,Initial Coin Offering,8000000,USD,8000000,2024-06-24,,,,,Yes,Harambe is a hedge fund system that runs solely on artificial intelligence and is designed to outwit even the most savvy traders.,"Artificial Intelligence (AI), Financial Services",,"London, England, United Kingdom, Europe",https://harambetoken.ai,,8000000,USD,8000000,,1,,,,,"15,618"
Seed Round - MarinaChain,https://www.crunchbase.com/funding_round/marinachain-seed--5182735e,MarinaChain,https://www.crunchbase.com/organization/marinachain,Seed,,,,2024-06-24,Seed,,,,Yes,"MarinaChain is a software development company that provides carbon accounting, vessel operations, and sustainability reporting.","Artificial Intelligence (AI), Logistics, Marine Technology, Software",,"Singapore, Central Region, Singapore, Asia",https://marinachain.io,$1M to $10M,,,,Seed,1,CNTTECH,CNTTECH,1,1,"15,601"
Series A - BlueFlame AI,https://www.crunchbase.com/funding_round/blueflame-ai-series-a--af341858,BlueFlame AI,https://www.crunchbase.com/organization/blueflame-ai,Series A,5000000,USD,5000000,2024-06-25,Early Stage Venture,45000000,USD,45000000,Yes,BlueFlame AI is an artificial intelligence for alternative investment managers.,"Artificial Intelligence (AI), Financial Services, Software",,"London, England, United Kingdom, Europe",https://www.blueflame.ai,,5000000,USD,5000000,Early Stage Venture,1,,,,,"15,635"
Pre Seed Round - Dubme,https://www.crunchbase.com/funding_round/dubme-pre-seed--56b1a4c0,Dubme,https://www.crunchbase.com/organization/dubme,Pre-Seed,1000000,EUR,1081274,2024-06-12,Seed,,,,Yes,Dubme helps content creators and media companies extend their reach by dubbing and publishing content into new languages,"Artificial Intelligence (AI), Content Creators, Translation Service",,"Madrid, Madrid, Spain, Europe",https://dubme.io,,1000000,EUR,1081274,Seed,1,Boost Capital Partners,"Bonsai Partners, Boost Capital Partners",2,,"15,653"
Venture Round - INFINIT,https://www.crunchbase.com/funding_round/infinit-d0ea-series-unknown--b6e16760,INFINIT,https://www.crunchbase.com/organization/infinit-d0ea,Venture - Series Unknown,,,,2024-06-21,,,,,Yes,INFINIT - Vertical banking for SMEs with AI-powered business services,"Artificial Intelligence (AI), Banking, Financial Services, FinTech, Impact Investing, Operating Systems, SaaS, Software",,"Luxembourg, Luxembourg, Luxembourg, Europe",https://www.infinit.com,$1M to $10M,,,,,1,,,,,"15,761"
Pre Seed Round - APIGen,https://www.crunchbase.com/funding_round/apigen-pre-seed--15b6a20c,APIGen,https://www.crunchbase.com/organization/apigen,Pre-Seed,500000,USD,500000,2024-06-23,Seed,,,,Yes,APIGen is a SaaS company that leverages generative AI to create deployable APIs in minutes from users' written prompts.,"Artificial Intelligence (AI), Developer APIs, Generative AI, SaaS",,"Denver, Colorado, United States, North America",https://www.apigen.com/,,500000,USD,500000,Seed,1,Varana Capital,Varana Capital,1,,"15,786"
Equity Crowdfunding - Arrive AI,https://www.crunchbase.com/funding_round/dronedek-equity-crowdfunding--462c538d,Arrive AI,https://www.crunchbase.com/organization/dronedek,Equity Crowdfunding,1593719,USD,1593719,2024-06-19,,363494418,USD,363494418,Yes,Arrive AI is a smart Mailbox-as-a-Service infrastructure and platform for autonomous delivery networks.,"Artificial Intelligence (AI), Delivery, Drones, Information Technology, Logistics, Robotics, Transportation",,"Indianapolis, Indiana, United States, North America",https://www.arriveai.com/,,9658719,USD,9658719,,8,,,,,"15,813"
Seed Round - Sophon Engine,https://www.crunchbase.com/funding_round/sophon-engine-seed--3f91a7db,Sophon Engine,https://www.crunchbase.com/organization/sophon-engine,Seed,10000000,CNY,1377980,2024-06-19,Seed,,,,Yes,Sophon Engine is a multi-modal large-scale model research and developer.,Artificial Intelligence (AI),,"Nanjing, Jiangsu, China, Asia",http://chatimg.cn/#/,,20000000,CNY,2794932,Seed,3,Xuhui Venture Capital,Xuhui Venture Capital,1,,"15,839"
Seed Round - CosmosIQ.AI,https://www.crunchbase.com/funding_round/cosmosiq-ai-seed--a41dba6c,CosmosIQ.AI,https://www.crunchbase.com/organization/cosmosiq-ai,Seed,1500000,USD,1500000,2024-07-02,Seed,32537656,USD,32537656,Yes,"AI,EdTech,SaaS,Mobile App","Artificial Intelligence (AI), EdTech, SaaS",,"Singapore, Central Region, Singapore, Asia",https://www.cosmosiq.ai/,,1577764,USD,1577764,Seed,2,,,,,"15,841"
Post-IPO Equity - Xiaoi Robot,https://www.crunchbase.com/funding_round/xiaoi-robert-post-ipo-equity--1079331b,Xiaoi Robot,https://www.crunchbase.com/organization/xiaoi-robert,Post-IPO Equity,2994945,USD,2994945,2024-06-17,,,,,Yes,Xiaoi Robot is an intelligent robot technology provider and platform operator.,"Artificial Intelligence (AI), Automotive, Robotics",,"Shanghai, Shanghai, China, Asia",http://www.xiaoi.com,$10M to $50M,33539362,USD,33539362,IPO,7,,,,,"15,871"
Venture Round - Luffy AI,https://www.crunchbase.com/funding_round/luffy-ai-series-unknown--de2df8ed,Luffy AI,https://www.crunchbase.com/organization/luffy-ai,Venture - Series Unknown,,,,2024-06-04,,,,,Yes,Luffy AI uses adaptive intelligence to evolve robotic control systems.,"Artificial Intelligence (AI), Machine Learning, Network Security, Robotics, Software",,"Abingdon, Oxfordshire, United Kingdom, Europe",https://luffy.ai/,Less than $1M,,,,,3,Momenta,"Momenta, Sumitomo",2,1,"15,873"
Seed Round - FairNow,https://www.crunchbase.com/funding_round/fairnow-seed--41e72ecc,FairNow,https://www.crunchbase.com/organization/fairnow,Seed,3500000,USD,3500000,2024-06-14,Seed,,,,Yes,Leading AI Governance Platform,"Artificial Intelligence (AI), Data Governance, Internet, Software",,"Mclean, Virginia, United States, North America",https://fairnow.ai/,Less than $1M,3500000,USD,3500000,Seed,1,"Shaun Ricci, Somen Mondal","Shaun Ricci, Somen Mondal",2,,"15,889"
Seed Round - EventCHI,https://www.crunchbase.com/funding_round/eventx-network-seed--5c84f861,EventCHI,https://www.crunchbase.com/organization/eventx-network,Seed,1600000,EUR,1716156,2024-06-18,Seed,,,,Yes,"EventCHI is a smart event platform for contactless payments, access control (including ticketing), and data science built on Stellar.","Artificial Intelligence (AI), Cryptocurrency, Event Management, Event Promotion, FinTech, Machine Learning, Mobile Payments, NFC, Payments, RFID",,"Rotterdam, Zuid-Holland, The Netherlands, Europe",https://eventchi.app,Less than $1M,1600000,EUR,1716156,Seed,1,,,,,"15,908"
Seed Round - Vosyn,https://www.crunchbase.com/funding_round/vosyn-seed--ff0b1bf8,Vosyn,https://www.crunchbase.com/organization/vosyn,Seed,8000000,USD,8000000,2024-06-17,Seed,,,,Yes,Vosyn focuses on AI and voice technology to enhance communication and accessibility in the insurance sector.,"Artificial Intelligence (AI), Software",,"Etobicoke, Ontario, Canada, North America",https://vosyn.ai,,9510077,USD,9510077,Seed,2,,,,,"15,916"
Pre Seed Round - GoCodeo,https://www.crunchbase.com/funding_round/gocodeo-pre-seed--1dc3d6a4,GoCodeo,https://www.crunchbase.com/organization/gocodeo,Pre-Seed,12500000,INR,149771,2024-06-01,Seed,,,,Yes,GoCodeo is an AI agent that works with your CI/CD technologies to prevent post-production defects through white-box software testing.,"Artificial Intelligence (AI), Software",,"Bangalore, Karnataka, India, Asia",https://www.gocodeo.com,,12500000,INR,149771,Seed,1,100X.VC,100X.VC,1,1,"15,952"
Venture Round - Archistar.ai,https://www.crunchbase.com/funding_round/archistar-series-unknown--00236b91,Archistar.ai,https://www.crunchbase.com/organization/archistar,Venture - Series Unknown,5000000,AUD,3306192,2024-06-18,,,,,Yes,"Archistar creates cutting-edge technology that revolutionises the way property professionals plan, design, and build.","3D Technology, Architecture, Artificial Intelligence (AI), Big Data, Construction, Real Estate, Software",,"Sydney, New South Wales, Australia, Oceania",https://archistar.ai,$10M to $50M,35550000,AUD,25266991,,7,"NAB Ventures, Skip Capital","NAB Ventures, Prabhat Sethi, Skip Capital",3,,"15,994"
Venture Round - SmartMore Corporation Limited,https://www.crunchbase.com/funding_round/smartmore-technology-series-unknown--39ee300f,SmartMore Corporation Limited,https://www.crunchbase.com/organization/smartmore-technology,Venture - Series Unknown,,,,2024-06-12,,,,,Yes,SmartMore Technology provides artificial intelligence solutions.,"Artificial Intelligence (AI), Machine Learning, Manufacturing, Software",,"Shenzhen, Guangdong, China, Asia",https://global.smartmore.com/,,300000000,USD,300000000,,5,Hong Kong Investment Corporation Limited,Hong Kong Investment Corporation Limited,1,1,"15,976"
Grant - Brainspark Games,https://www.crunchbase.com/funding_round/brainspark-games-grant--9c083371,Brainspark Games,https://www.crunchbase.com/organization/brainspark-games,Grant,,,,2024-06-19,,,,,No,"Brainspark Games is an Edtech Gaming studio, building an eduverse of educational mobile games.","Artificial Intelligence (AI), Augmented Reality, Education, Gaming, Video Games",,"London, England, United Kingdom, Europe",https://www.brainsparkgames.com/,,1325000,GBP,1655448,Seed,8,Innovate UK,Innovate UK,1,,"16,041"
Post-IPO Debt - Kalray,https://www.crunchbase.com/funding_round/kalray-post-ipo-debt--f054be49,Kalray,https://www.crunchbase.com/organization/kalray,Post-IPO Debt,15000000,EUR,16100242,2024-06-17,,,,,No,"DPU, Hardware, Software, AI, Edge compunting, 4.0 Industry, Infrastructure, Machine Learning, Deep Learning, Robotics, Life Science","Artificial Intelligence (AI), Cloud Computing, Computer, Computer Vision, Hardware, Information Technology, Infrastructure, Robotics, Semiconductor, Software",,"Montbonnot, Rhone-Alpes, France, Europe",https://www.kalrayinc.com/,$1M to $10M,96396688,USD,96396688,IPO,6,BNP Paribas,BNP Paribas,1,,"16,122"
Pre Seed Round - Elin.ai,https://www.crunchbase.com/funding_round/elin-ai-pre-seed--81e99d51,Elin.ai,https://www.crunchbase.com/organization/elin-ai,Pre-Seed,600000,EUR,642285,2024-06-17,Seed,,,,Yes,"Elin.ai develops an AI-driven engagement tracker for teams in Slack, making remote teams productive and successful.","Artificial Intelligence (AI), Consulting, Human Resources, Information Technology, Machine Learning, SaaS, Software",Women Founded,"San Francisco, California, United States, North America",https://elin.ai/,,747285,USD,747285,Seed,2,,"bd Partners, Presto Ventures",2,1,"16,242"
Corporate Round - Cruise,https://www.crunchbase.com/funding_round/cruise-corporate-round--e39461a3,Cruise,https://www.crunchbase.com/organization/cruise,Corporate Round,850000000,USD,850000000,2024-06-12,,,,,Yes,"Cruise builds self-driving vehicles that safely connect people to places, things, and experiences they care about.","Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Machine Learning, Robotics, Transportation",,"San Francisco, California, United States, North America",http://www.getcruise.com,,15968800000,USD,15968800000,M&A,13,General Motors,General Motors,1,,"16,430"
Pre Seed Round - CaseBlink,https://www.crunchbase.com/funding_round/lawflow-b0cd-pre-seed--a2c97546,CaseBlink,https://www.crunchbase.com/organization/lawflow-b0cd,Pre-Seed,1060000,USD,1060000,2024-07-15,Seed,,,,Yes,End-to-end legal workflows with Gen AI,"Artificial Intelligence (AI), Legal, Legal Tech",,"New York, New York, United States, North America",http://www.caseblink.com,,1060000,USD,1060000,Seed,1,,"(ERA) Entrepreneurs Roundtable Accelerator, Colopl Next, Switch Ventures, Tower Research Capital, LLC.",4,,"16,550"
Venture Round - Lion Rocket,https://www.crunchbase.com/funding_round/lionrocket-series-unknown--e8c35b32,Lion Rocket,https://www.crunchbase.com/organization/lionrocket,Venture - Series Unknown,,,,2024-06-10,,,,,Yes,Lion Rocket develops deep learning-based voice engine.,"Artificial Intelligence (AI), Machine Learning, Software",,"Seoul, Seoul-t'ukpyolsi, South Korea, Asia",https://lionrocket.ai/,$1M to $10M,12500000000,KRW,10081357,,8,Millennium New Horizons,Millennium New Horizons,1,1,"16,641"
Venture Round - CardinalOps,https://www.crunchbase.com/funding_round/cardinalops-ltd-series-unknown--6680e355,CardinalOps,https://www.crunchbase.com/organization/cardinalops-ltd,Venture - Series Unknown,,,,2024-06-11,,,,,Yes,CardinalOps is a cybersecurity company that uses AI and automation to enhance an organization's threat detection capabilities.,"Artificial Intelligence (AI), Cyber Security, Network Security, SaaS",,"Tel Aviv, Tel Aviv, Israel, Asia",https://cardinalops.com,$1M to $10M,24000000,USD,24000000,,3,IN Venture,"IN Venture, Repsol Energy Ventures",2,,"16,775"
Post-IPO Equity - Wearable Devices,https://www.crunchbase.com/funding_round/wearable-devices-ltd-post-ipo-equity--ec356f0e,Wearable Devices,https://www.crunchbase.com/organization/wearable-devices-ltd,Post-IPO Equity,10000000,USD,10000000,2024-06-07,,,,,Yes,"Developing Mudra, a Brain-Computer Interface  wristband that uses neural impulses as input to control digital devices","Artificial Intelligence (AI), Augmented Reality, Health Care, Human Computer Interaction, Machine Learning, Metaverse, Software, Virtual Reality, Wearables",,"Yoqne`am `illit, HaZafon, Israel, Asia",http://www.wearabledevices.co.il,$1M to $10M,15500000,USD,15500000,IPO,5,Yorkville Advisors,Yorkville Advisors,1,,"16,859"
Product Crowdfunding - Rokid,https://www.crunchbase.com/funding_round/rokid-product-crowdfunding--20ae9d60,Rokid,https://www.crunchbase.com/organization/rokid,Product Crowdfunding,1000000,USD,1000000,2024-06-02,,,,,No,"Rokid specializes in augmented reality technology that offers smart devices, AR gadgets, and robotics software.","Artificial Intelligence (AI), Augmented Reality, Consumer Electronics, Human Computer Interaction, Robotics",,"Redwood City, California, United States, North America",http://rokid.ai,$10M to $50M,629637414,USD,629637414,Late Stage Venture,11,,,,,"17,021"
Pre Seed Round - Almanax,https://www.crunchbase.com/funding_round/almanax-pre-seed--0e4d5c49,Almanax,https://www.crunchbase.com/organization/almanax,Pre-Seed,,,,2024-06-06,Seed,,,,Yes,Almanax provides AI-powered security tools for web3.,"Artificial Intelligence (AI), Blockchain, Cyber Security",,"New York, New York, United States, North America",https://www.almanax.ai/,,,,,Seed,1,Defy.vc,Defy.vc,1,,"17,088"
Seed Round - Brendi,https://www.crunchbase.com/funding_round/brendi-seed--f348149e,Brendi,https://www.crunchbase.com/organization/brendi,Seed,800000,USD,800000,2024-08-05,Seed,,,,Yes,Food delivery through WhatsApp,"Artificial Intelligence (AI), Food and Beverage, Food Delivery, Generative AI, Retail, Small and Medium Businesses, Software",,"São José Dos Campos, Sao Paulo, Brazil, South America",https://brendi.com.br,,1220000,USD,1220000,Seed,2,Veredas Partners,"Mago Capital, Norte Ventures, Veredas Partners",3,,"17,110"
Seed Round - SensusQ,https://www.crunchbase.com/funding_round/sensus-septima-seed--9c409840,SensusQ,https://www.crunchbase.com/organization/sensus-septima,Seed,3800000,EUR,4132195,2024-06-05,Seed,,,,Yes,Domain-independent decision making software delivering foresight and time cost savings in all environments.,"Artificial Intelligence (AI), Information Technology, Software",,"Tallinn, Harjumaa, Estonia, Europe",https://www.sensusq.com,Less than $1M,5350000,EUR,5788488,Seed,6,New North Ventures,New North Ventures,1,1,"17,131"
Funding Round - Vi Labs,https://www.crunchbase.com/funding_round/vi-558e-undisclosed--520f5941,Vi Labs,https://www.crunchbase.com/organization/vi-558e,Funding Round,111000000,USD,111000000,2024-06-28,,,,,Yes,VI is the leading Enterprise-AI platform in the health sector.,"Artificial Intelligence (AI), Fitness, Health Care, Information Technology, Life Science, Pharmaceutical, Software, Web Development, Wellness",,"New York, New York, United States, North America",https://vi.co/,$100M to $500M,149665676,USD,149665676,,6,General Atlantic,"Alpha Partners, General Atlantic, Savano Capital Partners",3,,"17,108"
Corporate Round - 42dot,https://www.crunchbase.com/funding_round/42dot-corporate-round--ec69011f,42dot,https://www.crunchbase.com/organization/42dot,Corporate Round,253000000000,KRW,184458602,2024-06-05,,,,,Yes,42dot is a mobility AI company that specializes in autonomous transportation and mobility solutions.,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Software, Transportation",,"Seoul, Seoul-t'ukpyolsi, South Korea, Asia",https://42dot.ai,$10M to $50M,1456000000000,KRW,1096274211,M&A,6,"Hyundai Motor Company, Kia Motors","Hyundai Motor Company, Kia Motors",2,,"17,139"
Seed Round - Sonervis,https://www.crunchbase.com/funding_round/sonervis-seed--f993c6da,Sonervis,https://www.crunchbase.com/organization/sonervis,Seed,,,,2024-06-04,Seed,,,,Yes,Sonervis offers precise industrial automation software services.,"Artificial Intelligence (AI), Information Technology, Software",,"Seongnam, Kyonggi-do, South Korea, Asia",,,,,,Seed,1,Series Ventures,Series Ventures,1,2,"17,156"
Corporate Round - Landing AI,https://www.crunchbase.com/funding_round/landing-ai-corporate-round--8c490ce5,Landing AI,https://www.crunchbase.com/organization/landing-ai,Corporate Round,,,,2024-06-05,,,,,Yes,Landing AI applies AI and deep learning to help manufacturers solve challenging visual inspection problems and generate business value.,"Artificial Intelligence (AI), Computer Vision, Machine Learning, Manufacturing, Semiconductor, Software",,"Palo Alto, California, United States, North America",https://www.landing.ai/,$1M to $10M,57000000,USD,57000000,,7,Pure Storage,Pure Storage,1,,"17,146"
Seed Round - Peroptyx,https://www.crunchbase.com/funding_round/peroptyx-seed--3a962bf7,Peroptyx,https://www.crunchbase.com/organization/peroptyx,Seed,1000000,EUR,1072808,2024-07-10,Seed,23600000,USD,23600000,Yes,Peroptyx is a provider of location-based machine learning (ML) training data and model evaluation solutions to global consumer tech brands.,"Artificial Intelligence (AI), Information Technology, Location Based Services, Machine Learning",,"Castlebar, Mayo, Ireland, Europe",https://www.peroptyx.com/,$1M to $10M,2700000,EUR,3091091,Seed,2,,Western Development Commission,1,,"17,147"
Venture Round - Pleiades,https://www.crunchbase.com/funding_round/pleiades-36f6-series-unknown--2d230914,Pleiades,https://www.crunchbase.com/organization/pleiades-36f6,Venture - Series Unknown,,,,2024-06-03,,,,,Yes,"Pleiades is a one-stop platform to build, optimize, manage, and ship cost-effective AI deployment solutions.","Artificial Intelligence (AI), Developer Tools",,"Haidian, Beijing, China, Asia",https://tsingmao.com/,,,,,,3,"Fortune Venture Capital, QF Capital","Fortune Venture Capital, MiraclePlus, QF Capital",3,,"17,203"
