Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Industries,Organization Description,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Pre Seed Round - Martian Lawyers Club,https://www.crunchbase.com/funding_round/martian-lawyers-club-pre-seed--d1cd3b5e,Martian Lawyers Club,https://www.crunchbase.com/organization/martian-lawyers-club,Pre-Seed,2200000,USD,2200000,2023-08-31,Seed,,,,Yes,"Artificial Intelligence (AI), Gaming",Martian Lawyers Club takes game personalization to the next level with the help pf generative AI.,,"Bristol, Bristol, City of, United Kingdom, Europe",https://martianlawyers.club/,$1M to $10M,2200000,USD,2200000,Seed,1,Fly Ventures,"Amar Shah, Fly Ventures, System.One",,3,"75,352"
Seed Round - Willogy,https://www.crunchbase.com/funding_round/willogy-seed--97eb8b0b,Willogy,https://www.crunchbase.com/organization/willogy,Seed,2200000,USD,2200000,2023-11-23,Seed,,,,Yes,"Artificial Intelligence (AI), Machine Learning, Robotics, SaaS",We research and develop AI & Robotics software,,"Hanoi, NA - Vietnam, Vietnam, Asia",https://willogy.co,,2200000,USD,2200000,Seed,1,,,,,"82,871"
Pre Seed Round - Profound Impact,https://www.crunchbase.com/funding_round/profound-impact-f23f-pre-seed--8342c807,Profound Impact,https://www.crunchbase.com/organization/profound-impact-f23f,Pre-Seed,2200000,USD,2200000,2023-08-30,Seed,,,,Yes,"Artificial Intelligence (AI), Software",Profound Impact operates as an AI-Powered platform.,,"Waterloo, Ontario, Canada, North America",https://www.profoundimpact.com/,$1M to $10M,2200000,USD,2200000,Seed,1,Deborah Rosati,Deborah Rosati,,1,"91,238"
Pre Seed Round - Augmend,https://www.crunchbase.com/funding_round/augmend-81da-pre-seed--8e53c4dd,Augmend,https://www.crunchbase.com/organization/augmend-81da,Pre-Seed,2200000,USD,2200000,2023-07-27,Seed,,,,Yes,"Apps, Artificial Intelligence (AI), Document Management",Collective intelligence for developers,,"Seattle, Washington, United States, North America",https://augmend.com,,2200000,USD,2200000,Seed,1,,"8-Bit Capital, Allison Pickens, Andrew Miklas, Essence VC, Karthik Ramakrishnan, Kevin Moore, Madrona Venture Labs, Patrick Peterson, Tau Ventures, Wayfinder Ventures",,10,"116,431"
Seed Round - BioSig AI Sciences,https://www.crunchbase.com/funding_round/biosig-ai-sciences-seed--934c11c3,BioSig AI Sciences,https://www.crunchbase.com/organization/biosig-ai-sciences,Seed,2200000,USD,2200000,2023-07-25,Seed,,,,Yes,"Artificial Intelligence (AI), Biotechnology",BioSig AI Sciences develops AI solutions for the hospital marketplace utilizing structured and unstructured data.,,"Westport, Connecticut, United States, North America",,,2200000,USD,2200000,Seed,1,,,,,"627,800"
Seed Round - EnliteAI,https://www.crunchbase.com/funding_round/enliteai-seed--20e50492,EnliteAI,https://www.crunchbase.com/organization/enliteai,Seed,2000000,EUR,2198670,2023-12-14,Seed,,,,Yes,"Artificial Intelligence (AI), Information Technology, Logistics, Machine Learning, Power Grid, Software","Reinforcement Learning, Open Source, geoAI",,"Vienna, Wien, Austria, Europe",https://www.enlite.ai,$1M to $10M,2000000,EUR,2198670,Seed,1,,"Breeze Invest, floud ventures, Speedinvest",,3,"28,476"
Seed Round - Full Venue,https://www.crunchbase.com/funding_round/full-venue-seed--b73a6fa3,Full Venue,https://www.crunchbase.com/organization/full-venue,Seed,2000000,EUR,2186354,2024-01-09,Seed,,,,Yes,"Artificial Intelligence (AI), Marketing Automation, Predictive Analytics","The AI platform that predicts the customer's likelihood to buy a product, increasing sales through high-propensity buying audiences",,"Porto, Lisboa, Portugal, Europe",https://fullvenue.ai/,,2000000,EUR,2186354,Seed,2,GED Ventures Portugal,"Bernardo Rocha Novo, Fernando Reani, GED Ventures Portugal, José Manuel Pinto, Pedro Aguiar, Tiago Monteiro",,6,"12,188"
Seed Round - proemial,https://www.crunchbase.com/funding_round/proemial-seed--f0b29380,proemial,https://www.crunchbase.com/organization/proemial,Seed,2000000,EUR,2184665,2023-12-18,Seed,,,,Yes,"Artificial Intelligence (AI), Information Technology, Internet","Proemial platform offers a user-friendly and efficient reading experience, allowing access to the latest research preprints.",,"Aarhus, Midtjylland, Denmark, Europe",https://proemial.ai,,2000000,EUR,2184665,Seed,1,"Dreamcraft Ventures, People Ventures","Dreamcraft Ventures, People Ventures, Serge Belongie",,3,"33,537"
Pre Seed Round - Remuner,https://www.crunchbase.com/funding_round/remuner-pre-seed--89667a4a,Remuner,https://www.crunchbase.com/organization/remuner,Pre-Seed,2000000,EUR,2177110,2024-01-17,Seed,,,,Yes,"Artificial Intelligence (AI), SaaS, Sales, Sales Automation, Software","Remuner's variable pay software automates sales commission systems, aligning company and employee goals and incentives.",,"Barcelona, Catalonia, Spain, Europe",https://remuner.com/,,2100000,EUR,2284165,Seed,2,Pear VC,"Albert Malagarriga, Bonsai Partners, BStartup, Danila De Stefano, Enzo Ventures, Felipe Navio, Gerard Olive, Javier Martínez Fernandez, Jesper Frederiksen, Juan Urdiales, Juan Zamora, K Fund, Miguel Vicente, Pear VC, Wayra",1,15,"7,564"
Seed Round - Haut.AI,https://www.crunchbase.com/funding_round/haut-ai-seed--59cdcdef,Haut.AI,https://www.crunchbase.com/organization/haut-ai,Seed,2000000,EUR,2170907,2023-11-15,Seed,,,,Yes,"Artificial Intelligence (AI), Beauty, Cosmetics, E-Commerce, Information Technology, Machine Learning, Retail, SaaS, Software",Haut.AI is an innovative SaaS tool designed for tracking vital skin health parameters.,,"Tallinn, Harjumaa, Estonia, Europe",https://haut.ai,$1M to $10M,2000000,EUR,2170907,Seed,1,"Grupo Boticário Ventures, LongeVC","Grupo Boticário Ventures, LongeVC",2,2,"27,606"
Series B - ifesca,https://www.crunchbase.com/funding_round/ifesca-series-b--f0ff662c,ifesca,https://www.crunchbase.com/organization/ifesca,Series B,2000000,EUR,2169080,2024-03-01,Early Stage Venture,,,,Yes,"Artificial Intelligence (AI), Energy, Energy Efficiency, Energy Management, Information Technology",Ifesca is an AI company that enables optimal decision-making for energy companies and industry.,,"Ilmenau, Thuringen, Germany, Europe",http://www.ifesca.de/,$1M to $10M,16200000,EUR,18524606,Early Stage Venture,7,bm-t beteiligungsmanagement thuringen,bm-t beteiligungsmanagement thuringen,,1,"51,456"
Seed Round - Born Digital,https://www.crunchbase.com/funding_round/born-digital-d632-seed--62289739,Born Digital,https://www.crunchbase.com/organization/born-digital-d632,Seed,2000000,EUR,2157961,2023-12-07,Seed,,,,Yes,Artificial Intelligence (AI),"Born Digital is digitalizing overall customer care, experience, and interaction by covering all channels using AI.",,"Prague, Hlavni mesto Praha, Czech Republic, Europe",https://www.borndigital.ai/,$1M to $10M,2600000,EUR,2885894,Seed,2,Ceska Sporitelna,"Ceska Sporitelna, Erste Group, J&T Ventures",2,3,"21,444"
Seed Round - XUND,https://www.crunchbase.com/funding_round/xund-seed--077f20ae,XUND,https://www.crunchbase.com/organization/xund,Seed,2000000,EUR,2153636,2024-04-02,Seed,,,,Yes,"Artificial Intelligence (AI), Electronic Health Record (EHR), Health Care, Health Diagnostics, Health Insurance, Hospital, Medical, Natural Language Processing, Personal Health, Pharmaceutical",We enable healthcare companies to digitize patient interactions and translate data into actionable insights.,,"Vienna, Wien, Austria, Europe",https://xund.ai,$1M to $10M,8000000,EUR,7977550,Seed,4,Thieme,"MassMutual Ventures, MMC Ventures, Thieme",3,3,"12,155"
Debt Financing - Badi,https://www.crunchbase.com/funding_round/badi-debt-financing--95decb3e,Badi,https://www.crunchbase.com/organization/badi,Debt Financing,2000000,EUR,2150214,2024-06-10,,,,,No,"Artificial Intelligence (AI), Mobile Apps, Real Estate, Rental","Badi is an online platform that facilitates room rentals, enabling users to both publish and find available spaces.",,"Barcelona, Catalonia, Spain, Europe",https://www.badi.com,$10M to $50M,54388954,USD,54388954,,8,Santander,Santander,,1,"1,358"
Seed Round - Cognitive Design Systems,https://www.crunchbase.com/funding_round/cognitive-design-systems-seed--cdf8da63,Cognitive Design Systems,https://www.crunchbase.com/organization/cognitive-design-systems,Seed,2000000,EUR,2142270,2023-11-08,Seed,,,,Yes,"Artificial Intelligence (AI), CAD, Product Design, Software",B2B software company enabling designers and engineers to generate designs using AI,,"Toulouse, Midi-Pyrenees, France, Europe",https://www.cognitive-design-systems.com/,,2000000,EUR,2142270,Seed,1,Iron Hands Capital,"DAA Capital Partners, Iron Hands Capital, SpaceFounders",,3,"41,838"
Seed Round - CloudFret,https://www.crunchbase.com/funding_round/cloud-fret-seed--346f7d26,CloudFret,https://www.crunchbase.com/organization/cloud-fret,Seed,2000000,EUR,2138104,2023-11-12,Seed,,,,Yes,"Artificial Intelligence (AI), Fleet Management, Logistics, Supply Chain Management",CloudFret is a transport and logistics startup that connects loaders to transporters.,,"Marseille, Provence-Alpes-Cote d'Azur, France, Europe",https://cloudfret.com/,$1M to $10M,3527508,USD,3527508,Seed,3,,"Afri Mobility, Azur Innovation Fund",1,2,"43,880"
Venture Round - Rain AI,https://www.crunchbase.com/funding_round/rain-neuromorphics-series-unknown--dad8d4d2,Rain AI,https://www.crunchbase.com/organization/rain-neuromorphics,Venture - Series Unknown,2130020,USD,2130020,2023-08-10,,,,,Yes,"Artificial Intelligence (AI), Information Technology, IT Management, Machine Learning",Creating a future with abundant and cheap artificial intelligence.​,"LGBTQ+ Founded, LGBTQ+ Led","Redwood City, California, United States, North America",http://rain.ai,Less than $1M,40230020,USD,40230020,Early Stage Venture,8,,Toy Ventures,,1,"58,996"
Debt Financing - Deepwave Digital,https://www.crunchbase.com/funding_round/deepwave-digital-debt-financing--0e5b72a5,Deepwave Digital,https://www.crunchbase.com/organization/deepwave-digital,Debt Financing,2130000,USD,2130000,2024-03-29,,,,,No,"Artificial Intelligence (AI), Telecommunications, Wireless",Deepwave Digital directly enables the incorporation of artificial intelligence (AI) in radio frequency (RF) and wireless systems.,,"Philadelphia, Pennsylvania, United States, North America",https://www.deepwavedigital.com/,$1M to $10M,6640000,USD,6640000,Seed,6,,,,,"52,779"
Angel Round - An'an Innovation,https://www.crunchbase.com/funding_round/an-an-innovation-angel--bc6911c8,An'an Innovation,https://www.crunchbase.com/organization/an-an-innovation,Angel,15000000,CNY,2119183,2023-12-19,Seed,,,,Yes,"Artificial Intelligence (AI), Legal Tech",An'an Innovation is a centralized resource for artificial intelligence corporate service solutions.,,"Haidian, Beijing, China, Asia",,,15000000,CNY,2119183,Seed,1,,,,,"48,489"
Seed Round - CONXAI,https://www.crunchbase.com/funding_round/conxai-seed--b76fcf95,CONXAI,https://www.crunchbase.com/organization/conxai,Seed,2000000,EUR,2117258,2023-11-01,Seed,,,,Yes,"Artificial Intelligence (AI), Computer Vision, Construction, Software",AI that understands construction,,"Munich, Bayern, Germany, Europe",https://www.conxai.com/,$1M to $10M,4700000,EUR,5176363,Seed,2,,"Argonautic Ventures, Earlybird Venture Capital, noa, Pi Labs, Zacua Ventures",,5,"26,537"
Convertible Note - ViteSicure,https://www.crunchbase.com/funding_round/vitesicure-convertible-note--cc079ff0,ViteSicure,https://www.crunchbase.com/organization/vitesicure,Convertible Note,2000000,EUR,2112823,2023-10-01,,,,,No,"Artificial Intelligence (AI), FinTech, Health Insurance, Insurance, InsurTech, Life Insurance",ViteSicure is a fully digital insurtech broker that provides financial products with a high premium level digital customer experience.,,"Milano, Lombardia, Italy, Europe",https://vitesicure.it,$1M to $10M,3576000,EUR,3881063,Seed,4,Fondo Rilancio Startup,"Cassa Depositi e Prestiti, Fondo Rilancio Startup, Intesa Sanpaolo, Reale Group",,4,"55,247"
Venture Round - Irisbond,https://www.crunchbase.com/funding_round/irisbond-series-unknown--87bb465a,Irisbond,https://www.crunchbase.com/organization/irisbond,Venture - Series Unknown,2000000,EUR,2112805,2023-10-26,,,,,Yes,"Artificial Intelligence (AI), Assistive Technology, Consumer Electronics, Software",Irisbond creates a new way for humans to communicate based on precision eye tracking technology.,,"San Sebastian, Pais Vasco, Spain, Europe",http://irisbond.com/en,$1M to $10M,3980000,EUR,4423475,,5,"Gestion De Capital Riesgo Del Pais Vasco, Hazitek Singular Strategic program","Gestion De Capital Riesgo Del Pais Vasco, Hazitek Singular Strategic program",,2,"49,088"
Pre Seed Round - GoCharlie.AI,https://www.crunchbase.com/funding_round/gaudium-ai-pre-seed--b3667c5f,GoCharlie.AI,https://www.crunchbase.com/organization/gaudium-ai,Pre-Seed,2112500,USD,2112500,2023-07-16,Seed,,,,Yes,"Artificial Intelligence (AI), Generative AI, Information Technology, Machine Learning, Natural Language Processing",GoCharlie.AI is a Multimodal Generative AI company building a multimedia marketing engine.,"Women Founded, Women Led","San Francisco, California, United States, North America",https://www.gocharlie.ai,$1M to $10M,2112500,USD,2112500,Seed,1,,"Davidovs Venture Collective, Geek Ventures, Goodwater Capital, Hawke Ventures, SRI International, XRC Ventures",,6,"108,868"
Seed Round - INTA Systems,https://www.crunchbase.com/funding_round/inta-systems-seed--1b9fdb84,INTA Systems,https://www.crunchbase.com/organization/inta-systems,Seed,2000000,EUR,2102499,2023-10-14,Seed,,,,Yes,"Artificial Intelligence (AI), Biotechnology, Life Science, Medical Device, Sensor",INTA Systems is a developer of lab on a chip biomolecular analysis that offers nanotech and artificial intelligence.,,"Pisa, Toscana, Italy, Europe",https://www.intasystems.net/,,2550000,EUR,2734178,Seed,3,Eureka Venture SGR,"Deep Blue Ventures, Eureka Venture SGR, LIFTT",2,3,"60,876"
Seed Round - Shopstory,https://www.crunchbase.com/funding_round/boomerank-seed--e09928bc,Shopstory,https://www.crunchbase.com/organization/boomerank,Seed,2000000,EUR,2101551,2023-10-04,Seed,,,,Yes,"Analytics, Artificial Intelligence (AI), E-Commerce, Marketing Automation, SaaS",Shopstory is a SaaS that helps eCommerce companies grow automatically with help of AI and the creation of an immense data hub.,,"Vienna, Wien, Austria, Europe",https://www.shopstory.ai,,5602000,EUR,5848430,Seed,6,,"aws Gründungsfonds, Calm/Storm Ventures, Ibrahim Imam, Johann ""Hansi"" Hansmann, Johannes Braith, Kai Hesselmann, Leonard Quack, Michael Innerebner, Patrick Poschl, Saad J. Wohlgenannt, Sander van de Rijdt, Schütz Family Office, startup300, tecnet equity",1,14,"19,946"
Seed Round - ai|coustics,https://www.crunchbase.com/funding_round/ai-coustics-seed--f5a14c14,ai|coustics,https://www.crunchbase.com/organization/ai-coustics,Seed,2100515,USD,2100515,2023-12-22,Seed,,,,Yes,Artificial Intelligence (AI),ai|coustics is pioneering innovative audio algorithms based on AI and Deep Learning models.,,"Berlin, Berlin, Germany, Europe",https://ai-coustics.com,,4323612,USD,4323612,Seed,4,,,,,"63,473"
Seed Round - Tomato.ai,https://www.crunchbase.com/funding_round/tomato-ai-0f8e-seed--8d75ee6c,Tomato.ai,https://www.crunchbase.com/organization/tomato-ai-0f8e,Seed,2100000,USD,2100000,2024-06-07,Seed,,,,Yes,"Artificial Intelligence (AI), Call Center, Customer Service, Generative AI, Outsourcing, Software",Tomato AI is a developer of AI-based voice clarity software used for clearer and more efficient agent calls.,,"Danville, California, United States, North America",https://www.tomato.ai/,,12100000,USD,12100000,Seed,4,,"Cardumen Capital, Gaingels, Recursive Ventures",,3,"3,833"
Seed Round - Revv,https://www.crunchbase.com/funding_round/revv-6031-seed--00b806f1,Revv,https://www.crunchbase.com/organization/revv-6031,Seed,2100000,USD,2100000,2023-10-23,Seed,,,,Yes,"Artificial Intelligence (AI), Automotive, B2B, Machine Learning, SaaS",Revv utilizes advanced AI and Machine Learning tools to improve road safety and revolutionize processes in the automotive industry.,Women Founded,"New York, New York, United States, North America",https://www.revvhq.com/,,4200000,USD,4200000,Seed,2,1984 Ventures,"1984 Ventures, Abhi Ramesh, Adapt Ventures, CapitalX, Noah Johnson, Pareto Holdings, Soma Capital, Unpopular Ventures, Warrick Shanly",1,9,"17,128"
Seed Round - Narratize,https://www.crunchbase.com/funding_round/narratize-seed--49967a0e,Narratize,https://www.crunchbase.com/organization/narratize,Seed,2100000,USD,2100000,2023-12-18,Seed,8000000,USD,8000000,Yes,Artificial Intelligence (AI),AI-powered storytelling platform,Women Founded,"Cincinnati, Ohio, United States, North America",http://www.narratize.com/,,2200000,USD,2200000,Seed,2,"HearstLab, Kubera Venture Capital","Fireroad Ventures, HearstLab, How Women Invest, Keyhorse Capital (KSTC), Kubera Venture Capital, North Coast Ventures",,6,"18,196"
Seed Round - Fyma,https://www.crunchbase.com/funding_round/visory-seed--642164cd,Fyma,https://www.crunchbase.com/organization/visory,Seed,2100000,USD,2100000,2023-11-10,Seed,,,,Yes,"Analytics, Artificial Intelligence (AI), Computer Vision, Machine Learning, Real Estate, Retail, SaaS, Software",The world’s urban movement analytics platform: empirical data enabling better cities and commerce,,"Tallinn, Harjumaa, Estonia, Europe",https://fyma.ai/,$1M to $10M,4175837,USD,4175837,Seed,3,Quadri Ventures,"Quadri Ventures, Second Century Ventures",3,2,"19,816"
Seed Round - Captain AI,https://www.crunchbase.com/funding_round/captain-ai-2d0a-seed--d31c77c3,Captain AI,https://www.crunchbase.com/organization/captain-ai-2d0a,Seed,2100000,USD,2100000,2023-09-25,Seed,,,,Yes,"Artificial Intelligence (AI), SaaS, Software",Captain AI is an on-demand delivery software that enables restaurants to automate in-house delivery.,,"London, England, United Kingdom, Europe",https://www.captain.ai,$1M to $10M,2220000,USD,2220000,Seed,2,GreenSky Ventures,"GreenSky Ventures, Techstars Toronto Accelerator",,2,"72,129"
Seed Round - Qcodes,https://www.crunchbase.com/funding_round/qcodes-seed--882bfa8e,Qcodes,https://www.crunchbase.com/organization/qcodes,Seed,2100000,USD,2100000,2023-08-04,Seed,,,,Yes,"Artificial Intelligence (AI), Blockchain, Internet of Things, Machine Learning, Network Security, SaaS, Supply Chain Management","Revolutionize supply chain management by creating transparent, secure, and efficient networks",,"Chennai, Tamil Nadu, India, Asia",https://qcodes.co,,2100000,USD,2100000,Seed,1,,,,,"78,330"
Pre Seed Round - Gushwork,https://www.crunchbase.com/funding_round/gushwork-pre-seed--f651341f,Gushwork,https://www.crunchbase.com/organization/gushwork,Pre-Seed,2100000,USD,2100000,2023-07-20,Seed,,,,Yes,"Artificial Intelligence (AI), Software",Gushwork operates as an AI-powered global platform.,,"Lewes, Delaware, United States, North America",https://www.gushwork.ai/,$1M to $10M,2100000,USD,2100000,Seed,1,Lightspeed India Partners,"B Capital, BEENEXT, Lightspeed India Partners, Seaborne Capital., Sparrow Capital",2,5,"319,067"
Pre Seed Round - EbisBank,https://www.crunchbase.com/funding_round/ebisbank-pre-seed--daec50ff,EbisBank,https://www.crunchbase.com/organization/ebisbank,Pre-Seed,1600000,GBP,2094348,2023-07-16,Seed,2500000,GBP,3272418,Yes,"Artificial Intelligence (AI), Big Data, Biometrics, Financial Services, Information Technology, Machine Learning, Quantum Computing, Robotics, Software, Telecommunications",Digital Genomic Biometric Onboarding Identity,,"London, England, United Kingdom, Europe",https://www.ebisbank.technology,,1600000,GBP,2094348,Seed,1,,,,,"53,938"
Pre Seed Round - AgileRL,https://www.crunchbase.com/funding_round/agilerl-pre-seed--d74da130,AgileRL,https://www.crunchbase.com/organization/agilerl,Pre-Seed,1645000,GBP,2092399,2023-08-09,Seed,,,,Yes,"Artificial Intelligence (AI), Machine Learning, Software",AgileRL is streamlining reinforcement learning with RLOps and democratising access to building human-level artificial intelligence systems.,,"London, England, United Kingdom, Europe",https://agilerl.com,,1645000,GBP,2092399,Seed,1,Octopus Ventures,"Counterview Capital, Entrepreneur First, Octopus Ventures, Rockman Law",,4,"85,710"
Corporate Round - Star Tubit,https://www.crunchbase.com/funding_round/star-tubit-corporate-round--978120b6,Star Tubit,https://www.crunchbase.com/organization/star-tubit,Corporate Round,15000000,CNY,2077217,2023-07-09,,235000000,CNY,32543068,Yes,"Artificial Intelligence (AI), Metaverse, SaaS",Star Tubit provides algorithm-driven intelligent development and distribution of digital assets to individuals and businesses.,,"Xuhui, Shanghai, China, Asia",https://zverse.gachafun.com/,,15000000,CNY,2077217,,1,Guomai,Guomai,,1,"628,631"
Venture Round - MuukTest,https://www.crunchbase.com/funding_round/muuktest-series-unknown--19e73ede,MuukTest,https://www.crunchbase.com/organization/muuktest,Venture - Series Unknown,2071319,USD,2071319,2024-04-25,,,,,Yes,"Artificial Intelligence (AI), Information Technology, Software, Web Apps",MuukTest is a software testing platform powered by AI that increases Software Devs testing productivity.,"Hispanic / Latine Founded, Hispanic / Latine Led","Raleigh, North Carolina, United States, North America",https://muuktest.com/,$1M to $10M,3448691,USD,3448691,,10,,,,,"51,329"
Seed Round - BEMAGRO,https://www.crunchbase.com/funding_round/bemagro-seed--16e3290d,BEMAGRO,https://www.crunchbase.com/organization/bemagro,Seed,10200000,BRL,2069847,2024-02-20,Seed,,,,Yes,"Agriculture, AgTech, Artificial Intelligence (AI), Farming, Software",BEMAGRO offers imaging solutions through artificial intelligence to promote productive and sustainable agriculture.,,"São Paulo, Sao Paulo, Brazil, South America",https://bemagro.com,,10200000,BRL,2069847,Seed,1,CNH Industrial,"Agroven Group, CNH Industrial, MM Agro International, Rural Ventures",,4,"16,587"
Pre Seed Round - Bench IQ,https://www.crunchbase.com/funding_round/bench-iq-pre-seed--8b88fecf,Bench IQ,https://www.crunchbase.com/organization/bench-iq,Pre-Seed,2800000,CAD,2063597,2024-02-29,Seed,,,,Yes,"Artificial Intelligence (AI), Internet, Software",Bench IQ is an AI-powered assistant for elite law firms and corporate and government litigators.,,"Toronto, Ontario, Canada, North America",https://benchiq.com,,2800000,CAD,2063597,Seed,1,"Alumni Ventures, Haystack, Maple VC","Alumni Ventures, Andrew Arruda, Arif Bhanji, Boon Fund, Cooley, Fenwick & West, Haystack, Inovia Capital, Jason Boehmig, Maple VC, Nivrith Sekhar, Qasar Younis, Roach Capital, Ronald Gosio, Soma Capital, Wilson Sonsini Goodrich & Rosati, Zain Manji",3,17,"6,287"
Series A - VIE STYLE,https://www.crunchbase.com/funding_round/vie-style-series-a--6290ace2,VIE STYLE,https://www.crunchbase.com/organization/vie-style,Series A,305000000,JPY,2062678,2024-03-07,Early Stage Venture,,,,Yes,"Artificial Intelligence (AI), Consumer Electronics, Machine Learning, Music, Wearables",VIE STYLE offers wearable music device and AI technology services.,,"Kamakura, Kanagawa, Japan, Asia",https://www.viestyle.co.jp,,305000000,JPY,2062678,Early Stage Venture,1,,"KAYAC, Murata Manufacturing, Otsuka Holdings, PE&HR, Taisho Pharmaceutical Holdings, Towa Pharmaceutical",1,6,"10,382"
Seed Round - ai|coustics,https://www.crunchbase.com/funding_round/ai-coustics-seed--f46e3c95,ai|coustics,https://www.crunchbase.com/organization/ai-coustics,Seed,1900000,EUR,2058175,2024-03-26,Seed,,,,Yes,Artificial Intelligence (AI),ai|coustics is pioneering innovative audio algorithms based on AI and Deep Learning models.,,"Berlin, Berlin, Germany, Europe",https://ai-coustics.com,,4323612,USD,4323612,Seed,4,,"Connect Ventures, FOV Ventures, Inovia Capital, Jan Bohl",,4,"11,017"
Seed Round - Sorted,https://www.crunchbase.com/funding_round/sorted-5bdd-seed--7fac5961,Sorted,https://www.crunchbase.com/organization/sorted-5bdd,Seed,1650000,GBP,2054958,2024-04-23,Seed,,,,Yes,"Artificial Intelligence (AI), CleanTech, Computer Vision, Information Technology",AI-powered solutions to sort recyclable materials,,"London, England, United Kingdom, Europe",https://www.sortedtech.io/,,1650000,GBP,2054958,Seed,1,Pi Labs,"Antler, Archipelago Eco Investors, Pi Labs, The Conduit Connect",1,4,"9,159"
Grant - Intellegens,https://www.crunchbase.com/funding_round/intellegens-grant--a82559d2,Intellegens,https://www.crunchbase.com/organization/intellegens,Grant,1600000,GBP,2037020,2023-08-22,,,,,No,"Artificial Intelligence (AI), Biotechnology, Machine Learning, Pharmaceutical, Software","Applied machine learning to accelerate innovation in materials, chemicals, manufacturing, and beyond.",,"Cambridge, Cambridgeshire, United Kingdom, Europe",http://intellegens.com,$1M to $10M,1600000,GBP,2037020,Seed,3,Innovate UK,Innovate UK,,1,"85,499"
Seed Round - Jimini AI,https://www.crunchbase.com/funding_round/jimini-ai-seed--31a96c87,Jimini AI,https://www.crunchbase.com/organization/jimini-ai,Seed,1900000,EUR,2033249,2023-11-13,Seed,,,,Yes,"Artificial Intelligence (AI), Legal, Legal Tech",AI-copilot for law firms and legal departments.,,"Paris, Ile-de-France, France, Europe",https://jimini.ai/,,1900000,EUR,2033249,Seed,1,Polytechnique Ventures,"Antoine Fabre, Better Angle, Evolem Start, Galion.exe, J12, Polytechnique Ventures, ZEBOX Ventures",2,7,"20,561"
Seed Round - Cogtive,https://www.crunchbase.com/funding_round/cogtive-seed--beef7cf7,Cogtive,https://www.crunchbase.com/organization/cogtive,Seed,10000000,BRL,2002684,2024-02-08,Seed,,,,Yes,"Artificial Intelligence (AI), Business Development, Information Technology, Manufacturing, Quality Assurance, Software",Cogtive is a software company which offers software solutions based on AI to increase profit.,,"São Paulo, Sao Paulo, Brazil, South America",https://www.cogtive.com,,10000000,BRL,2002684,Seed,1,Indicator Capital,Indicator Capital,1,1,"20,176"
Seed Round - 11thestate,https://www.crunchbase.com/funding_round/11thestate-com-seed--58a25c5e,11thestate,https://www.crunchbase.com/organization/11thestate-com,Seed,2000000,USD,2000000,2024-05-29,Seed,,,,Yes,"Artificial Intelligence (AI), FinTech, Legal Tech",AI-driven platform for investors to claim compesation in securities fraud cases.,,"San Francisco, California, United States, North America",https://11thestate.com,,2000000,USD,2000000,Seed,1,Social Leverage,"Blank Ventures, Chris Camillo, Evan Rapoport, Outside VC, Social Leverage",1,5,"4,867"
Seed Round - Zendata,https://www.crunchbase.com/funding_round/zendata-9215-seed--a76057f3,Zendata,https://www.crunchbase.com/organization/zendata-9215,Seed,2000000,USD,2000000,2024-05-29,Seed,,,,Yes,"Artificial Intelligence (AI), Compliance, Privacy, SaaS, Security, Software",Harnessing AI to Secure Data Across Systems and Third Parties,,"San Francisco, California, United States, North America",https://www.zendata.dev,,4075000,USD,4075000,Seed,6,Geek Ventures,"Altari Ventures, Firsthand Alliance, Geek Ventures, PayPal Ventures",1,4,"4,924"
Seed Round - Fibr,https://www.crunchbase.com/funding_round/fibr-ed69-seed--cff8535e,Fibr,https://www.crunchbase.com/organization/fibr-ed69,Seed,2000000,USD,2000000,2023-06-24,Seed,,,,Yes,"A/B Testing, Artificial Intelligence (AI), Information Technology, Marketing Automation, Personalization",Fibr is an AI-powered personalization platform that helps brands improve conversion rates.,,"Dover, Delaware, United States, North America",https://fibr.ai/,,3800000,USD,3800000,Seed,2,Accel,"Accel, Sprint Vc",,2,"6,742"
Seed Round - Rivalz Network,https://www.crunchbase.com/funding_round/rivalz-seed--62f0c282,Rivalz Network,https://www.crunchbase.com/organization/rivalz,Seed,2000000,USD,2000000,2024-03-01,Seed,,,,Yes,Artificial Intelligence (AI),An AI-Driven DePIN RollApp,,,https://rivalz.ai/,,2000000,USD,2000000,Seed,2,,"Basics Capital, Block Builders, Cogitent Ventures, Delphi Ventures, DWeb3 Capital, Emoote, EVOS Esports, Formless Capital, Magnus Capital, Mask Network, StakeWith.Us, Wise3 Ventures",,12,"7,832"
