Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Diversity Spotlight,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - insoundz,https://www.crunchbase.com/funding_round/insoundz-seed--c145250a,insoundz,https://www.crunchbase.com/organization/insoundz,Seed,1400000,USD,1400000,2016-10-06,Seed,,,,Yes,"insoundz provides generative AI audio technology, delivering customized audio solutions for enterprises across various industries.",,"Artificial Intelligence (AI), Audio, B2B, Enterprise Software, Generative AI, Media and Entertainment, SaaS, Software","Tel Aviv, Tel Aviv, Israel, Asia",http://www.insoundz.com,$1M to $10M,19400000,USD,19400000,,6,PLUS Ventures,PLUS Ventures,1,,"592,261"
Angel Round - ePaisa - enabling commerce,https://www.crunchbase.com/funding_round/epaisa-angel--48d423b0,ePaisa - enabling commerce,https://www.crunchbase.com/organization/epaisa,Angel,750000,USD,750000,2016-03-02,Seed,,,,Yes,"ePaisa is an Ai & ML based Point of Sale with payment acceptance, inventory & more.",,"Android, Financial Services, FinTech, iOS, Machine Learning, Mobile Payments, Point of Sale, Software","Mumbai, Maharashtra, India, Asia",https://www.ePaisa.com,,3400000,USD,3400000,Seed,4,,,,,"628,015"
Seed Round - HealthGauge,https://www.crunchbase.com/funding_round/healthgauge-seed--9bc1e3d9,HealthGauge,https://www.crunchbase.com/organization/healthgauge,Seed,400000,CAD,295571,2016-02-29,Seed,2000000,CAD,1477853,Yes,"Health Gauge develops health monitoring app, wearables, scales and health plans to keep a track of health using modern technology.",,"Artificial Intelligence (AI), Health Care, Machine Learning, Wearables, Wellness","Edmonton, Alberta, Canada, North America",http://www.healthgauge.com,$1M to $10M,2400000,CAD,1872199,Seed,5,,VA Angels,1,,"628,280"
Venture Round - AssetWatch,https://www.crunchbase.com/funding_round/nikola-labs-llc-series-unknown--56062080,AssetWatch,https://www.crunchbase.com/organization/nikola-labs-llc,Venture - Series Unknown,1400000,USD,1400000,2016-10-16,,,,,Yes,"AssetWatch is a deployable, remote, end-to-end condition monitoring solution providing predictive insight to enable proactive maintenance.",,"Big Data, Industrial Automation, Internet of Things, Machine Learning, Predictive Analytics","Westerville, Ohio, United States, North America",https://www.assetwatch.com/,$1M to $10M,91137997,USD,91137997,Early Stage Venture,11,,"Ikove Capital Partners, LOUD Capital, NCT Ventures, Proton Enterprises",4,2,"628,981"
Venture Round - ARAYA,https://www.crunchbase.com/funding_round/araya-series-unknown--ba7c8712,ARAYA,https://www.crunchbase.com/organization/araya,Venture - Series Unknown,20250000,JPY,196333,2016-08-31,,,,,Yes,ARAYA is an AI services provider that utilizes machine learning algorithms including deep learning to meet the diverse needs of customers.,,"Artificial Intelligence (AI), Facial Recognition, Internet of Things, Machine Learning, Software","Tokyo, Tokyo, Japan, Asia",https://www.araya.org,Less than $1M,1020250000,JPY,9490230,Early Stage Venture,5,,Global Brain Corporation,1,1,"401,504"
Seed Round - oct8ne,https://www.crunchbase.com/funding_round/oct8ne-seed--bcda0b54,oct8ne,https://www.crunchbase.com/organization/oct8ne,Seed,268000,EUR,291000,2016-01-01,Seed,,,,Yes,Coviewing technology to engage in live personal sales online.,,"Artificial Intelligence (AI), Chatbot, Customer Service, E-Commerce, Software","Barcelona, Catalonia, Spain, Europe",http://www.oct8ne.com/,$1M to $10M,1768000,EUR,1997531,Seed,6,,,,,"402,744"
Seed Round - Tripeur,https://www.crunchbase.com/funding_round/tripeur-seed--0e30252b,Tripeur,https://www.crunchbase.com/organization/tripeur,Seed,360000,USD,360000,2016-09-15,Seed,,,,Yes,Conversational Commerce in Enterprise Travel,,"Artificial Intelligence (AI), Business Travel, E-Commerce, Information Technology, Machine Learning, Travel","Bengaluru, Karnataka, India, Asia",http://www.tripeur.com/,$1M to $10M,1960000,USD,1960000,M&A,4,,Rajul Garg,1,,"402,885"
Seed Round - Smartly.AI,https://www.crunchbase.com/funding_round/smartly-ai-seed--ca17f5b1,Smartly.AI,https://www.crunchbase.com/organization/smartly-ai,Seed,400000,EUR,445534,2016-07-01,Seed,,,,Yes,"Smartly.AI is a SaaS platform that allows users to create, deploy and monitor intelligent voice applications and chatbots.",,"Artificial Intelligence (AI), Chatbot, Customer Service, Enterprise Software, Robotics, SaaS, Software","Paris, Ile-de-France, France, Europe",https://smartly.ai,Less than $1M,435000,EUR,494076,Seed,3,,"BNP Paribas Private Equity, FaDièse",2,,"404,648"
Seed Round - Biorna Quantics,https://www.crunchbase.com/funding_round/biorna-quantics-limited-seed--9ee79777,Biorna Quantics,https://www.crunchbase.com/organization/biorna-quantics-limited,Seed,520000,USD,520000,2016-06-07,Seed,2100000,USD,2100000,Yes,Biorna Quantics provides a digital intelligence solution for the future of human optimization.,,"Analytics, Artificial Intelligence (AI), Fitness, Health Care, Health Diagnostics, Information Technology, Intelligent Systems, Telecommunications, Wellness","Sai Wan, Hong Kong Island, Hong Kong, Asia",http://www.biorna-quantics.com,$1M to $10M,520000,USD,520000,Seed,1,,,,,"458,354"
Seed Round - booqu Inc,https://www.crunchbase.com/funding_round/instadeal-seed--d9057500,booqu Inc,https://www.crunchbase.com/organization/instadeal,Seed,297000,USD,297000,2016-06-01,Seed,1020000,USD,1020000,Yes,The first online concierge that uses artificial intelligence to find and book local services.,,"Analytics, Apps, Artificial Intelligence (AI), Machine Learning, Reservations","Bellevue, Washington, United States, North America",https://www.booqu.com,Less than $1M,497000,USD,497000,Seed,2,,,,,"404,761"
Seed Round - ExpenseBot,https://www.crunchbase.com/funding_round/expensebot-seed--f68aedb7,ExpenseBot,https://www.crunchbase.com/organization/expensebot,Seed,250000,USD,250000,2016-10-11,Seed,,,,Yes,ExpenseBot is a developer of an expense management platform used to make business expense reporting easier.,,"Artificial Intelligence (AI), B2B, Enterprise Software, Finance, Financial Services, Machine Learning, Software","Cleveland, Ohio, United States, North America",https://expensebot.com,$1M to $10M,920000,USD,920000,Seed,6,JumpStart,"JumpStart, Techstars",2,,"459,735"
Angel Round - kinastic AG,https://www.crunchbase.com/funding_round/kinastic-angel--8342eda0,kinastic AG,https://www.crunchbase.com/organization/kinastic,Angel,370000,CHF,378405,2016-11-01,Seed,,,,Yes,kinastic is a young Swiss company with an advanced fitness and lifestyle platform for middle to large enterprises.,,"Artificial Intelligence (AI), Fitness, Health Care, Wellness","Winterthur, Zurich, Switzerland, Europe",http://www.kinastic.com,Less than $1M,663804,USD,663804,,5,,,,,"650,852"
Equity Crowdfunding - CityFalcon,https://www.crunchbase.com/funding_round/cityfalcon-equity-crowdfunding--37f81797,CityFalcon,https://www.crunchbase.com/organization/cityfalcon,Equity Crowdfunding,204261,GBP,250345,2016-10-20,,3956436,GBP,4849061,Yes,"A Big Data and AI approach to financial content with news, analytics, and insights on 250k+ topics from 3000+ sources",,"Analytics, Artificial Intelligence (AI), FinTech","London, England, United Kingdom, Europe",https://www.cityfalcon.ai,$1M to $10M,6139660,USD,6139660,,9,,,,,"358,170"
Venture Round - AYLIEN,https://www.crunchbase.com/funding_round/aylien-series-unknown--97b374fe,AYLIEN,https://www.crunchbase.com/organization/aylien,Venture - Series Unknown,580000,EUR,637731,2016-03-06,,,,,Yes,AYLIEN is an artificial intelligence startup that focuses on creating technologies that help machines understand human languages better.,,"Artificial Intelligence (AI), Big Data, Machine Learning, Natural Language Processing, Text Analytics","Dublin, Dublin, Ireland, Europe",http://aylien.com,$1M to $10M,9333896,USD,9333896,M&A,8,,"Enterprise Ireland, SOSV",2,2,"178,192"
Corporate Round - HEROZ,https://www.crunchbase.com/funding_round/heroz-corporate-round--c248ab8a,HEROZ,https://www.crunchbase.com/organization/heroz,Corporate Round,50000000,JPY,426637,2016-12-26,,,,,Yes,"HEROZ provides mobile media, marketing, and SNS-related services.",,"Artificial Intelligence (AI), Content, Marketing, Mobile, Task Management, Video Games","Tokyo, Tokyo, Japan, Asia",http://heroz.co.jp/,$1M to $10M,450000000,JPY,4167633,IPO,4,BANDAI NAMCO Entertainment (021 Fund),BANDAI NAMCO Entertainment (021 Fund),1,,"398,752"
Angel Round - MESI Medical,https://www.crunchbase.com/funding_round/mesi-angel--cfa9b73f,MESI Medical,https://www.crunchbase.com/organization/mesi,Angel,400000,EUR,434329,2016-01-01,Seed,,,,Yes,"Maker of MESI mTABLET, predictive medical assessment platform for healthcare with extensive AI and marketplace capabilities.",,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Medical, Medical Device","Ljubljana, Ljubljana Urban Commune, Slovenia, Europe",http://www.mesimedical.com/,$10M to $50M,18800000,EUR,20666708,,4,,,,,"359,545"
Seed Round - CheckMarket,https://www.crunchbase.com/funding_round/promoter-io-seed--861d6136,CheckMarket,https://www.crunchbase.com/organization/promoter-io,Seed,200000,USD,200000,2016-12-01,Seed,,,,Yes,Actionable Customer Feedback & Predictive Experience Management Software,Hispanic / Latine Founded,"Analytics, Business Intelligence, Customer Service, Loyalty Programs, Predictive Analytics, SaaS, Software","San Antonio, Texas, United States, North America",http://www.promoter.io,Less than $1M,1637000,USD,1637000,M&A,5,,,,,"426,852"
Angel Round - Linkview,https://www.crunchbase.com/funding_round/linkview-angel--2dc8e2e9,Linkview,https://www.crunchbase.com/organization/linkview,Angel,3000000,CNY,431486,2016-12-16,Seed,,,,Yes,Linkview is an audio algorithm and an artificial intelligence company.,,"Artificial Intelligence (AI), Audio, Video","Nanshanqu, Guangdong, China, Asia",http://www.ruixunyun.com/,,3000000,CNY,431486,Seed,1,,,,,"620,722"
Debt Financing - Liberty Source,https://www.crunchbase.com/funding_round/liberty-source-pbc-debt-financing--4e2eee22,Liberty Source,https://www.crunchbase.com/organization/liberty-source-pbc,Debt Financing,280000,USD,280000,2016-01-25,,,,,No,"Liberty Source PBC is a provider of human-in-the-loop data services that help companies realize maximum value from their AI, ML & BI invest.",,"Artificial Intelligence (AI), Business Intelligence, Data Collection and Labeling, Information Technology, Machine Learning","Hampton, Virginia, United States, North America",http://liberty-source.com,$1M to $10M,705000,USD,705000,,2,,,,,"360,068"
"Convertible Note - PRSONAS, Inc.",https://www.crunchbase.com/funding_round/prsonas-inc--convertible-note--278ef9ac,"PRSONAS, Inc.",https://www.crunchbase.com/organization/prsonas-inc-,Convertible Note,525000,USD,525000,2016-05-27,,,,,No,"PRSONAS™ is humanizing the digital user experience delivering interactive solutions that engage your customers, visitors, or guests.",,"Artificial Intelligence (AI), Enterprise, Human Computer Interaction, SaaS, Software","Wake Forest, North Carolina, United States, North America",http://www.PRSONAS.com,$1M to $10M,1525000,USD,1525000,M&A,2,,"Charlotte Angel Fund, Pilot Mountain Ventures",2,,"360,839"
Convertible Note - Eiratech Robotics,https://www.crunchbase.com/funding_round/eiratech-robotics-convertible-note--ac94253b,Eiratech Robotics,https://www.crunchbase.com/organization/eiratech-robotics,Convertible Note,250000,EUR,272260,2016-02-01,,,,,No,"Goods-to-person robotics platform for multiple applications, e.g. e-fulfilment, e-grocery, warehouse automation, inventory management",,"Artificial Intelligence (AI), E-Commerce, Logistics, Robotics, Software, Supply Chain Management, Warehouse Automation, Warehousing","Blanchardstown, Dublin, Ireland, Europe",http://www.eiratech.com,$1M to $10M,2500000,EUR,2794773,,4,,Enterprise Ireland,1,1,"427,879"
Seed Round - Peak,https://www.crunchbase.com/funding_round/peak-4-seed--3cb1f5dc,Peak,https://www.crunchbase.com/organization/peak-4,Seed,1350000,USD,1350000,2016-07-08,Seed,,,,Yes,Peak is a decision intelligence company that provides a platform to offer data analysis services.,,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Machine Learning","Manchester, Manchester, United Kingdom, Europe",https://peak.ai,$1M to $10M,117690000,USD,117690000,Late Stage Venture,5,Praetura Ventures,Praetura Ventures,1,1,"428,381"
Seed Round - Elemental Path,https://www.crunchbase.com/funding_round/elemental-path-seed--91352ef0,Elemental Path,https://www.crunchbase.com/organization/elemental-path,Seed,1000000,USD,1000000,2016-10-17,Seed,,,,Yes,Voice intelligence platform easily customized to quickly launch voice enabled products. Launched CogniToys in 2015.,,"Artificial Intelligence (AI), Consumer Electronics, Education","New York, New York, United States, North America",,$1M to $10M,4275000,USD,4275000,Seed,4,,Outbound Ventures,1,,"361,588"
Seed Round - Nextern Systems Corp,https://www.crunchbase.com/funding_round/nexternsystemscorp-seed--f4e37114,Nextern Systems Corp,https://www.crunchbase.com/organization/nexternsystemscorp,Seed,1250000,USD,1250000,2016-03-18,Seed,,,,Yes,Artificial Intelligence Company,,"Artificial Intelligence (AI), Energy, Machine Learning, Oil and Gas, Predictive Analytics","Miami, Florida, United States, North America",http://www.nexternais.com,$1M to $10M,1250000,USD,1250000,Seed,1,,,,,"623,427"
Series B - XICA,https://www.crunchbase.com/funding_round/xica-db2c-series-b--32667f97,XICA,https://www.crunchbase.com/organization/xica-db2c,Series B,124000000,JPY,1104152,2016-03-23,Early Stage Venture,,,,Yes,"XICA provides data science services applied to marketing; Delivering insights, optimization, and results to the most complex brands.",,"Advertising, Analytics, Brand Marketing, Consulting, Predictive Analytics, Software, Test and Measurement","Roppongi, Tokyo, Japan, Asia",https://xica.net/,,58807868,USD,58807868,Late Stage Venture,8,"Dentsu, Dentsu Innovation Partners","Dentsu, Dentsu Innovation Partners",2,,"471,541"
"Seed Round - Invio, Inc.",https://www.crunchbase.com/funding_round/invio-2-seed--29653607,"Invio, Inc.",https://www.crunchbase.com/organization/invio-2,Seed,540000,USD,540000,2016-11-16,Seed,,,,Yes,Cloud-based automation of clinical trial data quality monitoring. ,Women Founded,"Artificial Intelligence (AI), Clinical Trials, Health Care, Information Services, Information Technology, Life Science, SaaS","Seattle, Washington, United States, North America",https://invioinc.com/,$1M to $10M,660000,USD,660000,Seed,3,,Seattle Angel Conference,1,,"471,960"
Angel Round - Esquify,https://www.crunchbase.com/funding_round/esquify-angel--00f20080,Esquify,https://www.crunchbase.com/organization/esquify,Angel,500000,USD,500000,2016-01-01,Seed,,,,Yes,Esquify is a software company that provides AI automation workforce management solutions for legal review.,,"Artificial Intelligence (AI), Ediscovery, Legal, Legal Tech, Machine Learning, Software","Chicago, Illinois, United States, North America",http://www.esquify.com/,,1210000,USD,1210000,M&A,2,,,,,"472,034"
Pre Seed Round - Wyebot,https://www.crunchbase.com/funding_round/wyebot-pre-seed--a3d0ab1e,Wyebot,https://www.crunchbase.com/organization/wyebot,Pre-Seed,620000,USD,620000,2016-04-28,Seed,,,,Yes,Wyebot develops an AI-driven WiFi automation platform designed to solve network problems in real time.,,"Artificial Intelligence (AI), Information Technology, Network Security, Wireless","Marlborough, Massachusetts, United States, North America",https://wyebot.com/,$1M to $10M,16616808,USD,16616808,Early Stage Venture,5,,,,,"269,925"
Pre Seed Round - WISESIGHT,https://www.crunchbase.com/funding_round/wisesight-technologies-pre-seed--f89faf1a,WISESIGHT,https://www.crunchbase.com/organization/wisesight-technologies,Pre-Seed,400000,USD,400000,2016-02-04,Seed,4000000,USD,4000000,Yes,Wisesight has developed a smart IOT technology based AI & Image Processing technology for indoor & outdoor parking management.,,"Artificial Intelligence (AI), Automotive, Information Technology, Mobile Payments, Parking, Software","Jerusalem, Yerushalayim, Israel, Asia",http://wise-sight.com/,,6600000,USD,6600000,,4,,iArgento,1,,"473,532"
Seed Round - Bloomizon,https://www.crunchbase.com/funding_round/bloomizon-seed--0e721be5,Bloomizon,https://www.crunchbase.com/organization/bloomizon,Seed,500000,EUR,526200,2016-12-30,Seed,,,,Yes,Bloomizon is an algorithm and a platform that helps to manage health.,,"Artificial Intelligence (AI), Biotechnology, Health Care, Information Technology, Wellness","Paris, Ile-de-France, France, Europe",https://bloomizon.com,,500000,EUR,526200,Seed,1,,,,,"314,232"
Seed Round - LifeTracker,https://www.crunchbase.com/funding_round/lifetracker-seed--5e1be4c1,LifeTracker,https://www.crunchbase.com/organization/lifetracker,Seed,200000,EUR,217375,2016-01-21,Seed,,,,Yes,AI based context aware mobile app that reminds to do right things at the right time,,"Apps, Artificial Intelligence (AI), Lifestyle, Machine Learning, Marketing, Software","London, England, United Kingdom, Europe",http://lifetracker.io/,Less than $1M,315000,EUR,345807,Seed,3,,,,,"315,260"
Seed Round - Vispera,https://www.crunchbase.com/funding_round/vispera-seed--558e6560,Vispera,https://www.crunchbase.com/organization/vispera,Seed,950000,USD,950000,2016-10-25,Seed,6500000,USD,6500000,Yes,Vispera is an image recognition and analytics company providing retailers and suppliers with store and team execution insights.,,"Analytics, Artificial Intelligence (AI), Computer Vision, Image Recognition, Machine Learning, Retail, Retail Technology","Istanbul, Istanbul, Turkey, Europe",http://vispera.co/,$1M to $10M,7021820,USD,7021820,,12,,Keiretsu Capital,1,1,"535,082"
Seed Round - Wearable Devices,https://www.crunchbase.com/funding_round/wearable-devices-ltd-seed--6053458f,Wearable Devices,https://www.crunchbase.com/organization/wearable-devices-ltd,Seed,500000,USD,500000,2016-05-04,Seed,,,,Yes,"Developing Mudra, a Brain-Computer Interface  wristband that uses neural impulses as input to control digital devices",,"Artificial Intelligence (AI), Augmented Reality, Health Care, Human Computer Interaction, Machine Learning, Metaverse, Software, Virtual Reality, Wearables","Yoqne`am `illit, HaZafon, Israel, Asia",http://www.wearabledevices.co.il,$1M to $10M,15500000,USD,15500000,IPO,5,Alumot VC,Alumot VC,1,,"419,673"
Seed Round - DF2020 Limited,https://www.crunchbase.com/funding_round/df2020-limited-seed--c0a24197,DF2020 Limited,https://www.crunchbase.com/organization/df2020-limited,Seed,250000,GBP,365269,2016-04-30,Seed,,,,Yes,"Df2020 regtech digitises regulation and procedures through a universal and unifying blend of codification, interaction and measurement.",,"Artificial Intelligence (AI), Information Services, Information Technology, Software","London, England, United Kingdom, Europe",http://df2020.com,Less than $1M,365000,GBP,557831,Seed,2,,ESRG Investments,1,,"535,566"
Angel Round - SANBODY TECHNOLOGY,https://www.crunchbase.com/funding_round/sanbody-technology-angel--982cf360,SANBODY TECHNOLOGY,https://www.crunchbase.com/organization/sanbody-technology,Angel,3000000,CNY,461846,2016-04-27,Seed,,,,Yes,SANBODY TECHNOLOGY is a global 3D human big data artificial intelligence service company.,,"3D Technology, Artificial Intelligence (AI), Big Data","Changping, Beijing, China, Asia",http://www.sanbody.com/,,4000000,CNY,616442,Private Equity,3,Purple Bull Startups,Purple Bull Startups,1,,"536,590"
"Angel Round - Psocratic, Inc.",https://www.crunchbase.com/funding_round/psocratic-inc-angel--318d1e66,"Psocratic, Inc.",https://www.crunchbase.com/organization/psocratic-inc,Angel,500000,USD,500000,2016-03-01,Seed,3500000,USD,3500000,Yes,"Psocratic is an artificial intelligence for lifestyle, well-being, and to improve employee engagement.",Women Founded,"Artificial Intelligence (AI), Lifestyle, Machine Learning, Wellness","New York, New York, United States, North America",http://www.psocratic.com,Less than $1M,500000,USD,500000,Seed,2,,,,,"444,105"
Seed Round - Fintec Labs,https://www.crunchbase.com/funding_round/fintec-labs-seed--f1e4a07e,Fintec Labs,https://www.crunchbase.com/organization/fintec-labs,Seed,5000000,ZAR,317388,2016-02-15,Seed,52000000,ZAR,3300833,Yes,South African financial technology incubator to the largest African insurance- and banking institutions,,"Banking, Financial Services, FinTech, Incubators, Machine Learning","Stellenbosch, NA - South Africa, South Africa, Africa",http://finteclabs.com,$1M to $10M,95000000,ZAR,6629808,M&A,6,,,,,"422,398"
Seed Round - AlikeAudience,https://www.crunchbase.com/funding_round/alikeaudience-seed--c9355d13,AlikeAudience,https://www.crunchbase.com/organization/alikeaudience,Seed,300000,USD,300000,2016-03-30,Seed,,,,Yes,AlikeAudience builds a mobile audience intelligence platform that connects marketers and mobile users.,,"Analytics, Marketing, Mobile Advertising, Predictive Analytics","Sunnyvale, California, United States, North America",https://alikeaudience.com/,$1M to $10M,300000,USD,300000,Seed,4,,Radiant Venture Capital,1,,"445,132"
Angel Round - Linkface,https://www.crunchbase.com/funding_round/linkface-angel--3b6c0418,Linkface,https://www.crunchbase.com/organization/linkface,Angel,3000000,CNY,459964,2016-01-05,Seed,,,,Yes,Linkface is a face recognition technology service provider company.,,"Artificial Intelligence (AI), Image Recognition, Information Technology","Beijing, Beijing, China, Asia",https://www.linkface.cn/,,13000000,CNY,1948797,Early Stage Venture,2,,SenseTime,1,,"430,684"
Seed Round - MiCampaña.com,https://www.crunchbase.com/funding_round/micampaña-com-seed--88eed14e,MiCampaña.com,https://www.crunchbase.com/organization/micampaña-com,Seed,500000,USD,500000,2016-02-15,Seed,9500000,USD,9500000,Yes,"MyCampaign.com is a cloud based SaaS marketing platform using big data, machine learning and AI to help companies to manage their marketing.",,"Advertising, Artificial Intelligence (AI), Marketing, SaaS, Sales, Software","Mexico City, Distrito Federal, Mexico, North America",http://micampaña.com,,500000,USD,500000,M&A,1,Latam Capital,"Angel Romanos Berrondo, Latam Capital",2,,"432,016"
Seed Round - SmartWall (SwissPay),https://www.crunchbase.com/funding_round/swisspay-ch-seed--5c420fd0,SmartWall (SwissPay),https://www.crunchbase.com/organization/swisspay-ch,Seed,500000,USD,500000,2016-12-13,Seed,,,,Yes,"SmartWall is a monetization platform for media and advertisers that drives engagement, loyalty, interactions and more revenue.",,"Artificial Intelligence (AI), CMS, CRM, Digital Media, Journalism, Machine Learning, Mobile Apps, Payments, Personalization, Real Time","Lausanne, Vaud, Switzerland, Europe",http://smartwall.ai,$1M to $10M,600000,USD,600000,M&A,2,,"Edipresse, Polytech Ventures, Virtual Network",3,,"636,624"
Angel Round - ELSE Corp,https://www.crunchbase.com/funding_round/else-corp-angel--134773d8,ELSE Corp,https://www.crunchbase.com/organization/else-corp,Angel,400000,EUR,449747,2016-09-30,Seed,5000000,EUR,5621837,Yes,"ELSE Corp is an Italian B2B and B2B2C startup, designing new technological solutions for Virtual Retail and Cloud Manufacturing",,"3D Printing, 3D Technology, Artificial Intelligence (AI), Cloud Computing, E-Commerce, Fashion, Internet of Things, Machine Learning, Retail Technology, SaaS","Milan, Lombardia, Italy, Europe",http://www.else-corp.com,$1M to $10M,2500000,EUR,2944683,Seed,10,,,,,"432,579"
Venture Round - Cazana,https://www.crunchbase.com/funding_round/cazana-series-unknown--4febbeb7,Cazana,https://www.crunchbase.com/organization/cazana,Venture - Series Unknown,750000,GBP,988738,2016-08-01,,,,,Yes,"Cazana data helps motor retailers, insurers and lenders digitally transform with big data and machine learning technology",,"Artificial Intelligence (AI), Automotive, Big Data, Financial Services, FinTech, InsurTech, Machine Learning, Predictive Analytics","London, England, United Kingdom, Europe",https://cazana.com/uk,$1M to $10M,9317533,USD,9317533,M&A,5,,Passion Capital,1,,"247,290"
Pre Seed Round - REsimplifi,https://www.crunchbase.com/funding_round/resimplifi-pre-seed--4025eaed,REsimplifi,https://www.crunchbase.com/organization/resimplifi,Pre-Seed,200000,USD,200000,2016-03-01,Seed,,,,Yes,REsimplifi is the leading provider of commercial property data for economic development in the US.,,"Artificial Intelligence (AI), Business Information Systems, Business Intelligence, Commercial Real Estate, Database, Information Services, Machine Learning, Real Estate, Software","Columbia, South Carolina, United States, North America",https://www.resimplifi.com/,Less than $1M,1300000,USD,1300000,Seed,2,,,,,"247,465"
Debt Financing - Voci Technologies,https://www.crunchbase.com/funding_round/voci-technologies-debt-financing--fb331d3f,Voci Technologies,https://www.crunchbase.com/organization/voci-technologies,Debt Financing,725000,USD,725000,2016-04-01,,,,,No,"Voci Technologies delivers speech solutions for business intelligence, electronic discovery, and voicemail to text.",,"Artificial Intelligence (AI), Enterprise Software, Machine Learning, Software, Speech Recognition","Pittsburgh, Pennsylvania, United States, North America",http://vocitec.com,$1M to $10M,17955000,USD,17955000,M&A,9,,,,,"247,995"
Series A - XtalPi,https://www.crunchbase.com/funding_round/xtalpi-series-a--5cdc1988,XtalPi,https://www.crunchbase.com/organization/xtalpi,Series A,8000000,CNY,1231952,2016-01-01,Early Stage Venture,,,,Yes,XtalPi is a pharmaceutical technology company that is reinventing drug discovery by enabling dry lab predictions with wet lab validation.,,"Artificial Intelligence (AI), Biotechnology, Pharmaceutical","Cambridge, Massachusetts, United States, North America",http://www.xtalpi.com/,,786401703,USD,786401703,Late Stage Venture,10,"Frees Fund, ZhenFund","Frees Fund, ZhenFund",2,,"248,021"
Seed Round - Kyndi,https://www.crunchbase.com/funding_round/kyndi-seed--c07026d9,Kyndi,https://www.crunchbase.com/organization/kyndi,Seed,1250000,USD,1250000,2016-07-14,Seed,,,,Yes,"Kyndi's Natural Language Search solution helps organizations find answers in unstructured, text-based data at unmatched speed and precision.",,"Analytics, Artificial Intelligence (AI), Machine Learning, Natural Language Processing, SaaS, Software","San Mateo, California, United States, North America",http://www.kyndi.com/,$1M to $10M,47400772,USD,47400772,M&A,9,PivotNorth Capital,"Darling Ventures, Density Ventures, PivotNorth Capital",3,1,"218,345"
Angel Round - RAIS,https://www.crunchbase.com/funding_round/rais-angel--5f26cf23,RAIS,https://www.crunchbase.com/organization/rais,Angel,150000,GBP,219161,2016-04-30,Seed,,,,Yes,The Customer Intelligence Business - helping D2C brands grow the value of their customers faster.,,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, CRM, Data Integration, Data Mining, E-Commerce, SaaS","London, England, United Kingdom, Europe",https://rais.io,Less than $1M,619000,GBP,874160,Seed,6,,,,,"218,996"
Seed Round - Collokia,https://www.crunchbase.com/funding_round/collokia-seed--a843fec7,Collokia,https://www.crunchbase.com/organization/collokia,Seed,1300000,USD,1300000,2016-06-16,Seed,,,,Yes,Collokia is a machine learning company aiming to build seamless collaboration solutions for knowledge workers,,"Computer, Machine Learning, Software","San Francisco, California, United States, North America",https://www.collokia.com/,$1M to $10M,1800000,USD,1800000,Seed,2,,"Globant, Pitanga Fund",2,,"248,943"
Seed Round - SchooLinks,https://www.crunchbase.com/funding_round/schoolinks-inc-seed--ed39e88c,SchooLinks,https://www.crunchbase.com/organization/schoolinks-inc,Seed,1325000,USD,1325000,2016-01-01,Seed,,,,Yes,SchooLinks is a career readiness platform that engages students in career education and college planning and application.,"Women Founded, Women Led","Analytics, Artificial Intelligence (AI), Career Planning, EdTech, Education, Information Services, Internet, SaaS, Social Media","Austin, Texas, United States, North America",http://www.schoolinks.com,$1M to $10M,10625000,USD,10625000,Early Stage Venture,4,,,,,"249,047"
Angel Round - Rui Hai,https://www.crunchbase.com/funding_round/rui-hai-angel--3efb05d1,Rui Hai,https://www.crunchbase.com/organization/rui-hai,Angel,3000000,CNY,450049,2016-09-22,Seed,,,,Yes,Rui Hai focuses on artificial intelligence applications in the power industry.,,"Apps, Artificial Intelligence (AI), Information Technology","Xian Shi, Shaanxi, China, Asia",http://www.sxrhjt.com/,,3000000,CNY,450049,Seed,1,CAS Star,CAS Star,1,,"434,508"
Seed Round - Pype,https://www.crunchbase.com/funding_round/pype-seed--36730fdd,Pype,https://www.crunchbase.com/organization/pype,Seed,250000,USD,250000,2016-12-15,Seed,,,,Yes,AI & ML platform for Construction Industry. Automating construction processes from Project Planning through Closeout,,"Artificial Intelligence (AI), Computer, Information Technology, Machine Learning, SaaS, Software","Herndon, Virginia, United States, North America",https://pype.io,$1M to $10M,5950000,USD,5950000,M&A,7,,Virginia Venture Partners,1,,"639,415"
