"priority";"app_name";"count"
"Optical systems (general)";"Perspective Components Inc";1
"Optical systems (general)";"Leonardo Uk Ltd";2
"Optical systems (general)";"Hangzhou Amphenol Phoenix Telecom Parts Co Ltd";4
"Optical systems (general)";"Visualcamp Co Ltd";1
"Optical systems (general)";"Looxid Labs Inc";5
"Optical systems (general)";"Armour Joshua";1
"Optical systems (general)";"Zboray David";1
"Optical systems (general)";"Manville Claude";1
"Optical systems (general)";"Shishkin Vasily";1
"Optical systems (general)";"Ong Paul";1
"Optical systems (general)";"Kennedy Shawn";1
"Optical systems (general)";"Fudge Alejandro";1
"Optical systems (general)";"Poulin Jay";1
"Optical systems (general)";"Blackstock Sara";1
"Optical systems (general)";"Anderson Katerine";1
"Optical systems (general)";"Wallace Matthew";1
"Optical systems (general)";"Lenker Zachary";1
"Optical systems (general)";"Vrsim Inc";1
"Optical systems (general)";"Urugus Sa";3
"Optical systems (general)";"Universit„© De Lorraine";1
"Optical systems (general)";"Markem-Imaje Corporation";1
"Optical systems (general)";"Esc Digital Media Ltd";1
"Optical systems (general)";"Verb Surgical Inc";7
"Optical systems (general)";"Carlisle Fluid Technologies Inc";1
"Optical systems (general)";"Institut Mines-Telecom";4
"Optical systems (general)";"Apexk Inc";1
"Optical systems (general)";"Qingdao Hisense Laser Display Co Ltd";7
"Optical systems (general)";"Brevel Ltd";1
"Optical systems (general)";"Archangel Lightworks Ltd";1
"Optical systems (general)";"Parker Jonathan Macdonald";1
"Optical systems (general)";"Huawei Technologies Duesseldorf Gmbh";1
"Optical systems (general)";"Kuhnert Dieter";1
"Optical systems (general)";"Lensfree Ltd";1
"Optical systems (general)";"Piqs Technology (Shenzhen) Limited";14
"Optical systems (general)";"Trumpf Werkzeugmaschinen Gmbh + Co Kg";2
"Optical systems (general)";"Tada Electric Co Ltd";1
"Optical systems (general)";"Eol Co Ltd";1
"Optical systems (general)";"Virginia Commonwealth University";1
"Optical systems (general)";"Coopervision International Limited";5
"Optical systems (general)";"Su Min";1
"Optical systems (general)";"Luminar Technologies Inc";3
"Optical systems (general)";"Bruker Optik Gmbh";1
"Optical systems (general)";"Shanghai Bixiufu Enterprise Management Co Ltd";2
"Optical systems (general)";"Kwon Dae Chack";1
"Optical systems (general)";"Stratio";1
"Optical systems (general)";"Ningbo Thredim Optoelectronics Co Ltd";2
"Optical systems (general)";"Lutronic Corporation";2
"Optical systems (general)";"Universit„§T F„ºR Bodenkultur Wien";1
"Optical systems (general)";"Daylight Solutions Inc";2
"Optical systems (general)";"Wavetouch Limited";1
"Optical systems (general)";"Wavetouch Denmark A/S";1
"Optical systems (general)";"Aqronos Inc";1
"Optical systems (general)";"Jabil Inc";2
"Optical systems (general)";"Nvidia Corporation";13
"Optical systems (general)";"Hansen John Paul T";1
"Optical systems (general)";"Universita' Degli Studi Di Padova";1
"Optical systems (general)";"Sm Optics Srl";1
"Optical systems (general)";"Romero Carvajal Jose Andres";1
"Optical systems (general)";"Princeton University";1
"Optical systems (general)";"Panasonic Corporation";8
"Optical systems (general)";"Sangwha Co Ltd";1
"Optical systems (general)";"Subratie Andrew";1
"Optical systems (general)";"Bard Access Systems Inc";2
"Optical systems (general)";"Chen Cai";1
"Optical systems (general)";"Shanghai Feibo Laser Technologies Co Ltd";1
"Optical systems (general)";"Teshima Tusho Corporation";1
"Optical systems (general)";"Victoria Link Limited";2
"Optical systems (general)";"Vr Technology (Shenzhen) Limited";6
"Optical systems (general)";"Gachon University Of Industry-Academic Cooperation";4
"Optical systems (general)";"Medabotics Inc";1
"Optical systems (general)";"Sangmyung University Industry-Academy Cooperation";2
"Optical systems (general)";"Fmv Isik Universitesi Opam Iktisadi Isletmesi";1
"Optical systems (general)";"Keskin Onur";1
"Optical systems (general)";"Xi An Institute Of Space Radio Technology";1
"Optical systems (general)";"Arizona Board Of Regents On Behalf Of Arizona Stat";2
"Optical systems (general)";"Betancur Ramirez Jose Alejandro";1
"Optical systems (general)";"Pontificia Universidad Javeriana";1
"Optical systems (general)";"Bibimble";1
"Optical systems (general)";"Seo Jong Tae";1
"Optical systems (general)";"Zhuhai Multiscale Photoelectric Technology Co Ltd";4
"Optical systems (general)";"Corelase Oy";3
"Optical systems (general)";"Korea E3 Test Institute Inc";1
"Optical systems (general)";"Nam Hyunyu";1
"Optical systems (general)";"Kim Namsic";1
"Optical systems (general)";"Industry-Academic Cooperation Foundation Dankook";1
"Optical systems (general)";"Chois Technology Co Ltd";1
"Optical systems (general)";"Skonec Entertainment Co Ltd";3
"Optical systems (general)";"Shenzhen Institutes Of Advanced Technology";7
"Optical systems (general)";"Hyundai Mnsoft Inc";1
"Optical systems (general)";"The Trustees Of The Stevens Institute Of Technology";1
"Optical systems (general)";"Dongguk University Industry-Academic Cooperation F";2
"Optical systems (general)";"Hesai Photonics Technology Co Ltd";3
"Optical systems (general)";"Changzhou Huada Kejie Opto-Electro Instrument Co";2
"Optical systems (general)";"Dongwoo Engineering & Construction Co Ltd";1
"Optical systems (general)";"Worcester Polytechnic Institute";1
"Optical systems (general)";"Alphamicron Incorporated";2
"Optical systems (general)";"Giesecke+Devrient Currency Technology Gmbh";20
"Optical systems (general)";"University Of Tennessee Research Foundation";1
"Optical systems (general)";"Chinese People's Liberation Army Aviation College";1
"Optical systems (general)";"Equos Research Co Ltd";2
"Optical systems (general)";"University Of Electronic Science And Technology Of China";2
"Optical systems (general)";"Li Ming";1
"Optical systems (general)";"Elemental Scientific Inc";1
"Optical systems (general)";"Akkolens International Bv";1
"Optical systems (general)";"Kunshan New Flat Panel Display Technology Center C";3
"Optical systems (general)";"Kunshan Go-Visionox Opto-Electronics Co Ltd";47
"Optical systems (general)";"Holomake";1
"Optical systems (general)";"Eastman Kodak Company";2
"Optical systems (general)";"Yokoisada Co Ltd";1
"Optical systems (general)";"Ited Inc";1
"Optical systems (general)";"Beneke Johannes";1
"Optical systems (general)";"Adtran Inc";2
"Optical systems (general)";"The University Of Queensland";3
"Optical systems (general)";"E M Solutions Pty Ltd";1
"Optical systems (general)";"Jasco Corporation";3
"Optical systems (general)";"Lumeova Inc";1
"Optical systems (general)";"Knorr-Bremse Systeme F„úr Nutzfahrzeuge Gmbh";2
"Optical systems (general)";"Mei Srl";1
"Optical systems (general)";"Kang Won Chul";3
"Optical systems (general)";"Song Ga Young";3
"Optical systems (general)";"South University Of Science And Technology Of Chin";2
"Optical systems (general)";"Shenzhen Planck Innovation Technology Co Ltd";3
"Optical systems (general)";"Jsc Co Ltd";1
"Optical systems (general)";"Siemens Medical Solutions Usa Inc";1
"Optical systems (general)";"Universidad Rey Juan Carlos";1
"Optical systems (general)";"Xinjiang Technical Institute Of Physics&Chemistry";2
"Optical systems (general)";"Siemens Healthcare Diagnostics Products Gmbh";1
"Optical systems (general)";"Shanghai Institute Of Microsystem And Information";3
"Optical systems (general)";"Pusu Optoelectronic Technology (Suzhou) Co Ltd";1
"Optical systems (general)";"Giliocean Technology Ltd";1
"Optical systems (general)";"Intometer Jsa";1
"Optical systems (general)";"3d-Micromac Ag";1
"Optical systems (general)";"Humboldt-Universit„ÑT Zu Berlin";1
"Optical systems (general)";"Rigaku Raman Technologies Inc";1
"Optical systems (general)";"Heraeus Kabushiki Kaisha";1
"Optical systems (general)";"Soken Chemical & Engineering Co Ltd";5
"Optical systems (general)";"Heraeus Deutschland Gmbh & Co Kg";1
"Optical systems (general)";"Nolo Co Ltd";1
"Optical systems (general)";"Toyoda Gosei Co Ltd";6
"Optical systems (general)";"Cosmic Round Korea Co Ltd";1
"Optical systems (general)";"Cho Sungwoo";1
"Optical systems (general)";"Engemma Oy";2
"Optical systems (general)";"Suntracker Technologies Ltd";1
"Optical systems (general)";"Five Ai Limited";2
"Optical systems (general)";"Pacific Future Shenzhen Co Ltd";8
"Optical systems (general)";"Shanghai Harvest Intelligence Technology Co Ltd";6
"Optical systems (general)";"Kohoku Kogyo Co Ltd";5
"Optical systems (general)";"Soreq Nuclear Research Center";3
"Optical systems (general)";"Zajtsev Andrej Alekseevich";1
"Optical systems (general)";"Osirius Group Llc";1
"Optical systems (general)";"Active Fiber Systems Gmbh";2
"Optical systems (general)";"Ytel Photonics Inc";1
"Optical systems (general)";"Mylaser Mekan K Elektron K Opt K Ve Med Kal S Stem";1
"Optical systems (general)";"Deepixel Inc";1
"Optical systems (general)";"Bmf Material Technology Inc";1
"Optical systems (general)";"Bubbler International Llc";1
"Optical systems (general)";"Specshell Aps";1
"Optical systems (general)";"Thyssenkrupp Steel Europe Ag";1
"Optical systems (general)";"Osprey Global Llc";1
"Optical systems (general)";"The Trustees Of Princeton University";5
"Optical systems (general)";"Shenzhen Fushi Technology Co Ltd";7
"Optical systems (general)";"Takashin Co Ltd";1
"Optical systems (general)";"Acufocus Inc";1
"Optical systems (general)";"Shenzhen Godview Technology Co Ltd";1
"Optical systems (general)";"Civan Advanced Technologies Ltd";1
"Optical systems (general)";"Aconity Gmbh";1
"Optical systems (general)";"Grapac Japan Co Inc";3
"Optical systems (general)";"Eizo Corporation";15
"Optical systems (general)";"Institut Polytechnique De Grenoble (Grenoble Inp)";1
"Optical systems (general)";"Universit„© Paris-Sud 11";1
"Optical systems (general)";"Universite Grenoble Alpes";1
"Optical systems (general)";"Uea Enterprises Limited";1
"Optical systems (general)";"Beijing Yisejia Technology Co Ltd";2
"Optical systems (general)";"Didi Research America Llc";1
"Optical systems (general)";"Neurosilica Inc";1
"Optical systems (general)";"Synae Microelectronics Co Ltd";2
"Optical systems (general)";"Dankook University Cheonan Campus Industry Academi";1
"Optical systems (general)";"Key Technology Inc";4
"Optical systems (general)";"Curiouser Products Inc";1
"Optical systems (general)";"Acts Co Ltd";1
"Optical systems (general)";"Jaeken Bart Jan";1
"Optical systems (general)";"Park Seong Jin";1
"Optical systems (general)";"Ibeo Automotive Systems Gmbh";4
"Optical systems (general)";"Viribus Vr Labs Llc";1
"Optical systems (general)";"Edenlux Corp";1
"Optical systems (general)";"Fuzhou Boe Optoelectronics Technology Co Ltd";26
"Optical systems (general)";"Dwango Co Ltd";40
"Optical systems (general)";"Rheinmetall Waffe Munition Gmbh";1
"Optical systems (general)";"Nano-Retina Inc";1
"Optical systems (general)";"Okcu Burhanettin";1
"Optical systems (general)";"Cj Olivenetworks Co Ltd";1
"Optical systems (general)";"Nantong China Railway Huayu Electric Co Ltd";1
"Optical systems (general)";"Nanjing Turbine Power Control Co Ltd";1
"Optical systems (general)";"Fanuc America Corporation";3
"Optical systems (general)";"Kim Jung Sik";1
"Optical systems (general)";"Sai Corp";1
"Optical systems (general)";"Panacea Corp";1
"Optical systems (general)";"Katz Itay";1
"Optical systems (general)";"Anavi Tamir";1
"Optical systems (general)";"Steinberg Erez";1
"Optical systems (general)";"Kwangwoon University Industry-Academic Collaborati";24
"Optical systems (general)";"Deane Geoffrey F";1
"Optical systems (general)";"Lansinger Jere R";1
"Optical systems (general)";"Shenzhen Kuang-Chi Metamaterial Technology Ltd";4
"Optical systems (general)";"Polaris Sensor Technologies Inc";2
"Optical systems (general)";"Cybershoes Gmbh";1
"Optical systems (general)";"Advanced Micro Devices Inc";11
"Optical systems (general)";"Kal-Fire Beheer Bv";1
"Optical systems (general)";"Park Ho San";1
"Optical systems (general)";"Univrs Inc";1
"Optical systems (general)";"Fu Zhou Photop Qptics Co Ltd";3
"Optical systems (general)";"Shanghai Seeo Optronics Technology Co Ltd";1
"Optical systems (general)";"Simulated Inanimate Models Llc";1
"Optical systems (general)";"Hologramica Co Ltd";1
"Optical systems (general)";"Hangyo Hologram Co Ltd";2
"Optical systems (general)";"Actasys Inc";1
"Optical systems (general)";"Lee Min Ho";1
"Optical systems (general)";"Eshel Co Ltd";1
"Optical systems (general)";"Qingdao Pico Technology Co Ltd";3
"Optical systems (general)";"Huang Chun-Ding";1
"Optical systems (general)";"Aselsan Elektronik Sanayi Ve Ticaret Anonim Sirketi";3
"Optical systems (general)";"Nanjing Institute Of Advanced Laser Technology";1
"Optical systems (general)";"Passnet Co Ltd";1
"Optical systems (general)";"Panduit Corp";13
"Optical systems (general)";"Yuyao Sunny Optical Intelligence Technology Co L";1
"Optical systems (general)";"Tegway Co Ltd";2
"Optical systems (general)";"Profoto Aktiebolag";4
"Optical systems (general)";"Kemira Oyj";1
"Optical systems (general)";"Diffraction Grating Services Llc";1
"Optical systems (general)";"Flex Lighting Ii Llc";2
"Optical systems (general)";"Panovision Co Ltd";2
"Optical systems (general)";"Fronius International Gmbh";1
"Optical systems (general)";"Ecoatm Llc";2
"Optical systems (general)";"Forutanpour Babak";1
"Optical systems (general)";"Carestream Dental Technology Shanghai Co Ltd";1
"Optical systems (general)";"Kyungpook National University Industry-Academic Co";8
"Optical systems (general)";"M2s Co Ltd";2
"Optical systems (general)";"Konrad Gmbh";1
"Optical systems (general)";"Limited Liability Company 'Transinzhkom'";1
"Optical systems (general)";"Treiser Matthew David";1
"Optical systems (general)";"Impix Corporation";1
"Optical systems (general)";"Emit";1
"Optical systems (general)";"Qxp Technologies Inc";1
"Optical systems (general)";"Xihua University";1
"Optical systems (general)";"Guangzhou Unionlux Electronic Technology Co Ltd";3
"Optical systems (general)";"Universidad Polit„©Cnica De Madrid";3
"Optical systems (general)";"Hanita Lenses Rca";1
"Optical systems (general)";"Coherent Lasersystems Gmbh&Co Kg";1
"Optical systems (general)";"4jet Microtech Gmbh";1
"Optical systems (general)";"Osram Continental Gmbh";4
"Optical systems (general)";"Kmx Co Ltd";1
"Optical systems (general)";"Tangible Play Inc";7
"Optical systems (general)";"Xi'an Zhongxing New Software Co Ltd";6
"Optical systems (general)";"Skyphos Industries Inc";1
"Optical systems (general)";"China North Standardization Center";1
"Optical systems (general)";"Jiangxi Kaiouke Technology Co Ltd";1
"Optical systems (general)";"Kautex Textron Gmbh&Co Kg";2
"Optical systems (general)";"Aeva Inc";3
"Optical systems (general)";"Plutovr";1
"Optical systems (general)";"Blisslights Llc";2
"Optical systems (general)";"Beresh Yurii Vasilyevich";1
"Optical systems (general)";"Pony Ai Inc";2
"Optical systems (general)";"Dongguan University Of Technology";4
"Optical systems (general)";"Kuzmin Maxim Yaroslavich";2
"Optical systems (general)";"Nanyang Technical University";1
"Optical systems (general)";"Kim Jaehyung";1
"Optical systems (general)";"Valeo Systemes D'essuyage";2
